file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1017851.exe ,  0.69,  0.66,  0.03,  0.00,  1.74,   58311439,   55879000,    1960000,   70774150
1222596.exe ,  0.68,  0.67,  0.03,  0.00,  1.75,   58508405,   58415000,          0,   71446352
1333078.exe ,  0.71,  0.69,  0.03,  0.00,  1.80,   62077061,   60961000,     999000,   74070813
1497005.exe ,  0.86,  0.83,  0.04,  0.00,  2.13,   72945939,   70944000,    1970000,   85071084
1682543.exe ,  0.68,  0.67,  0.03,  0.00,  1.71,   58314190,   58317000,          0,   70336046
1738528.exe ,  3.86,  3.75,  0.15,  0.00,  8.79,  290591151,  289514000,     998000,  304234113
1753870.exe ,  0.95,  0.93,  0.04,  0.00,  2.53,   85367343,   84273000,    1003000,   97614030
1769129.exe ,  3.64,  3.55,  0.14,  0.00,  8.38,  279895475,  279892000,          0,  291955768
1818972.exe ,  0.60,  0.58,  0.03,  0.00,  1.54,   53443393,   52435000,    1008000,   65559634
1968707.exe ,  0.97,  0.95,  0.04,  0.00,  2.64,   88585807,   87454000,    1005000,  102206603
2174475.exe ,  0.64,  0.62,  0.03,  0.00,  1.63,   55717233,   55705000,          0,   67949959
2399424.exe ,  0.60,  0.59,  0.03,  0.00,  1.60,   55091674,   53068000,    2002000,   68456281
2414239.exe ,  0.61,  0.60,  0.03,  0.00,  1.64,   54299046,   53228000,    1004000,   68557016
2467389.exe ,  0.65,  0.63,  0.03,  0.00,  1.64,   55313315,   55193000,          0,   67441674
2539436.exe ,  0.73,  0.71,  0.03,  0.00,  1.83,   63523683,   63519000,          0,   75649888
2619764.exe ,  0.59,  0.58,  0.03,  0.00,  1.54,   52504557,   50426000,    1977000,   64672923
2664872.exe ,  0.64,  0.63,  0.03,  0.00,  1.65,   56888371,   54935000,    1961000,   69050561
2754917.exe ,  0.75,  0.73,  0.04,  0.00,  1.96,   68624942,   66639000,    1989000,   82772386
2820114.exe ,  0.60,  0.58,  0.03,  0.00,  1.55,   53366305,   52268000,    1005000,   65535481
2983368.exe ,  1.10,  1.07,  0.05,  0.00,  2.85,   92209758,   89177000,    3005000,  104414015
3008897.exe ,  0.63,  0.61,  0.03,  0.00,  1.62,   55276195,   55200000,          0,   67387693
3261436.exe ,  3.80,  3.71,  0.15,  0.00,  8.91,  291613260,  290511000,    1001000,  303823541
3341389.exe ,  0.62,  0.60,  0.03,  0.00,  1.59,   53884143,   51663000,    1987000,   66053922
3564194.exe ,  0.59,  0.57,  0.03,  0.00,  1.53,   51686018,   50662000,     993000,   63877669
3608182.exe ,  0.63,  0.61,  0.03,  0.00,  1.70,   53824491,   52835000,     996000,   66026775
3627461.exe ,  0.60,  0.59,  0.03,  0.00,  1.56,   53381726,   53377000,          0,   65577680
3731597.exe ,  4.51,  4.37,  0.22,  0.00, 11.84,  426576400,  425465000,     998000,  439778605
4162031.exe ,  0.63,  0.61,  0.03,  0.00,  1.61,   55000978,   52987000,    1999000,   67016455
4232498.exe ,  0.68,  0.65,  0.03,  0.00,  1.79,   60405932,   59312000,    1005000,   72644143
4392621.exe ,  0.55,  0.54,  0.03,  0.00,  1.40,   48480634,   47365000,     986000,   60673186
4580317.exe ,  0.72,  0.70,  0.03,  0.00,  1.78,   60151123,   58135000,    2004000,   72232138
4771936.exe ,  1.24,  1.20,  0.06,  0.00,  3.19,  107350893,  106334000,    1003000,  119414861
5073456.exe ,  0.64,  0.62,  0.03,  0.00,  1.62,   54882123,   53769000,     995000,   67092018
515379.exe  ,  0.66,  0.64,  0.03,  0.00,  1.67,   57168480,   56114000,    1002000,   70827137
515918.exe  ,  0.59,  0.57,  0.03,  0.00,  1.50,   50840643,   49704000,     994000,   62970777
5220159.exe ,  0.95,  0.93,  0.04,  0.00,  2.42,   79590814,   77583000,    1989000,   91744111
5306249.exe ,  0.68,  0.65,  0.04,  0.00,  1.87,   69034536,   68027000,    1000000,   82715371
5543997.exe ,  0.97,  0.94,  0.04,  0.00,  2.43,   83115012,   81113000,    2002000,   95151446
5544001.exe ,  0.91,  0.88,  0.05,  0.00,  2.40,   87384521,   85384000,    2009000,  100601826
5559815.exe ,  4.21,  4.10,  0.16,  0.00,  9.67,  311362102,  310253000,    1000000,  323631641
5794471.exe ,  0.95,  0.92,  0.05,  0.00,  2.46,   86088811,   85067000,    1000000,   98372055
5797219.exe ,  0.58,  0.56,  0.03,  0.00,  1.58,   51855586,   49794000,    1991000,   64294675
5838289.exe ,  4.05,  3.94,  0.16,  0.00,  9.49,  307779740,  307783000,          0,  321615825
5869801.exe ,  0.62,  0.60,  0.03,  0.00,  1.57,   53957336,   52944000,     998000,   66153104
5902390.exe ,  0.61,  0.59,  0.03,  0.00,  1.54,   53838634,   52829000,     996000,   66129811
5981428.exe ,  1.18,  1.14,  0.05,  0.00,  3.02,  104735875,  104690000,          0,  116930611
6022214.exe ,  0.67,  0.66,  0.03,  0.00,  1.72,   59469969,   57476000,    1981000,   71636753
6125506.exe ,  3.75,  3.64,  0.15,  0.00,  8.79,  284598030,  283586000,     998000,  296890623
6227710.exe ,  0.45,  0.43,  0.02,  0.00,  1.12,   36190950,   34159000,    2009000,   48446366
6235594.exe ,  1.47,  1.43,  0.07,  0.00,  3.60,  120827350,  114711000,    5984000,  135161067
6337865.exe ,  7.60,  7.39,  0.30,  0.00, 17.54,  580994537,  580842000,          0,  593140967
6360779.exe ,  0.59,  0.57,  0.03,  0.00,  1.54,   52915949,   51941000,     980000,   65019185
6459743.exe ,  0.62,  0.60,  0.03,  0.00,  1.60,   53552983,   53541000,          0,   65681662
6469690.exe ,  3.62,  3.52,  0.14,  0.00,  8.55,  282486920,  282409000,          0,  297435973
6567771.exe ,  1.09,  1.06,  0.05,  0.00,  2.83,   94026878,   92908000,     999000,  106129907
6618032.exe ,  1.01,  0.97,  0.05,  0.00,  2.55,   87825891,   86793000,     997000,   99970661
6660506.exe ,  0.78,  0.76,  0.04,  0.00,  2.04,   71810390,   69763000,    1993000,   83813060
669210.exe  ,  0.70,  0.67,  0.04,  0.00,  1.92,   68644946,   64657000,    3978000,   82532513
6752987.exe ,  3.70,  3.60,  0.14,  0.00,  8.66,  282165811,  281160000,    1000000,  294377573
6764127.exe ,  0.75,  0.72,  0.03,  0.00,  1.89,   63576628,   62576000,     993000,   77261501
6827846.exe ,  0.68,  0.66,  0.03,  0.00,  1.76,   61266769,   60257000,    1004000,   74512762
6837077.exe ,  3.70,  3.59,  0.15,  0.00,  8.70,  287545366,  285510000,    1996000,  299809588
6899995.exe ,  0.81,  0.79,  0.04,  0.00,  2.02,   67679500,   66647000,     994000,   79914751
7004389.exe ,  0.56,  0.53,  0.03,  0.00,  1.61,   60325862,   59346000,    1005000,   76420621
706520.exe  ,  0.66,  0.64,  0.03,  0.00,  1.68,   57488677,   57381000,          0,   69538672
7138546.exe ,  0.61,  0.59,  0.03,  0.00,  1.58,   52607506,   50560000,    1982000,   64869199
7243849.exe ,  3.73,  3.63,  0.15,  0.00,  8.70,  287733396,  285719000,    1998000,  299848754
7628140.exe ,  0.80,  0.78,  0.03,  0.00,  1.98,   65692002,   64689000,     995000,   77831367
