file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1061805.exe ,  0.13,  0.13,  0.01,  0.00,  0.34,   11121393,    7842000,    2940000,   23637220
1094941.exe ,  0.28,  0.28,  0.01,  0.00,  0.69,   22573995,   21597000,     981000,   34652445
1133411.exe ,  0.32,  0.31,  0.01,  0.00,  0.78,   25200928,   24186000,    1007000,   37367806
1141022.exe ,  0.16,  0.15,  0.01,  0.00,  0.40,   12983188,   11984000,     998000,   25042274
1165956.exe ,  0.29,  0.29,  0.01,  0.00,  0.73,   22582949,   20634000,    1965000,   34654738
1344769.exe ,  0.27,  0.27,  0.01,  0.00,  0.70,   22517272,   21488000,    1023000,   37188549
1370229.exe ,  0.11,  0.11,  0.01,  0.00,  0.30,    9868945,    8895000,     988000,   23130403
1435015.exe ,  0.15,  0.14,  0.01,  0.00,  0.40,   12480459,   11433000,     952000,   24683229
1769104.exe ,  0.27,  0.27,  0.01,  0.00,  0.68,   22499154,   21483000,    1023000,   34522698
1979579.exe ,  0.29,  0.28,  0.01,  0.00,  0.71,   22952642,   20955000,    1995000,   35045714
1997948.exe ,  0.32,  0.31,  0.02,  0.00,  0.79,   25223436,   23196000,    2017000,   37306673
2059363.exe ,  0.16,  0.15,  0.01,  0.00,  0.40,   12876375,   11879000,     989000,   25075898
2061586.exe ,  0.27,  0.26,  0.01,  0.00,  0.70,   23165848,   21153000,    2014000,   36328776
2203032.exe ,  0.12,  0.12,  0.01,  0.00,  0.31,   10359832,    7539000,    2827000,   22396809
2203602.exe ,  0.27,  0.27,  0.01,  0.00,  0.68,   23443127,   23459000,          0,   37765572
2207605.exe ,  0.13,  0.13,  0.01,  0.00,  0.34,   10712160,    8747000,    1943000,   22995526
2213898.exe ,  0.32,  0.31,  0.01,  0.00,  0.83,   25153567,   23136000,    2011000,   37676423
2231071.exe ,  0.28,  0.28,  0.01,  0.00,  0.70,   22656699,   21630000,    1030000,   34657720
237541.exe  ,  0.10,  0.10,  0.01,  0.00,  0.28,   10337889,    7536000,    2826000,   23652761
2407087.exe ,  0.29,  0.28,  0.01,  0.00,  0.73,   22773340,   21742000,     988000,   34869013
2481996.exe ,  0.31,  0.30,  0.01,  0.00,  0.77,   24822525,   23824000,     992000,   36862853
2745547.exe ,  0.29,  0.28,  0.01,  0.00,  0.74,   22540643,   22463000,          0,   34702531
