file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1055487.exe ,  2.92,  2.34,  0.00,  0.05,  0.00,  144238659,  136964000,    6998000
1085914.exe ,  2.87,  2.32,  0.00,  0.05,  0.00,  139601069,  134618000,    4985000
1102079.exe ,  2.95,  2.39,  0.00,  0.05,  0.00,  141056615,  138052000,    3001000
1192664.exe ,  3.18,  2.58,  0.00,  0.05,  0.00,  151713174,  144793000,    6990000
1300054.exe ,  1.20,  0.94,  0.00,  0.02,  0.00,   64055233,   59094000,    5007000
1307935.exe ,  1.19,  0.92,  0.00,  0.02,  0.00,   66126588,   57063000,    9010000
1580081.exe ,  1.66,  1.34,  0.00,  0.03,  0.00,   76886650,   71948000,    4996000
1623988.exe ,  1.27,  1.02,  0.00,  0.02,  0.00,   62382608,   60319000,    1977000
1701757.exe ,  2.95,  2.39,  0.00,  0.05,  0.00,  139068665,  133988000,    4962000
1755402.exe ,  3.12,  2.53,  0.00,  0.05,  0.00,  147035305,  141012000,    6000000
1878441.exe ,  1.37,  1.08,  0.00,  0.02,  0.00,   71502730,   67536000,    3972000
1969973.exe ,  3.03,  2.37,  0.00,  0.05,  0.00,  157354890,  144316000,   13028000
2244564.exe ,  3.28,  2.65,  0.00,  0.05,  0.00,  156764328,  147773000,    8986000
2248126.exe ,  1.36,  1.07,  0.00,  0.02,  0.00,   70232883,   65278000,    4945000
2307748.exe ,  1.20,  0.95,  0.00,  0.02,  0.00,   62901781,   59914000,    2995000
243923.exe  ,  1.34,  1.06,  0.00,  0.02,  0.00,   69732928,   66707000,    3032000
2530802.exe ,  1.42,  1.11,  0.00,  0.03,  0.00,   74403487,   69386000,    5028000
2545155.exe ,  1.33,  1.03,  0.00,  0.02,  0.00,   73165564,   70143000,    3006000
2564649.exe ,  3.02,  2.42,  0.00,  0.05,  0.00,  147608864,  141524000,    5979000
2616081.exe ,  3.06,  2.48,  0.00,  0.05,  0.00,  144328906,  135233000,    9015000
