@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
2.98,2.39,0.00,0.05,0.00,150674225,125352000,25070000,0
3.03,2.43,0.00,0.05,0.00,153483323,128407000,25079000,0
3.03,2.44,0.00,0.05,0.00,149764058,117857000,31961000,0
3.03,2.43,0.00,0.05,0.00,153064605,123293000,29829000,0
3.02,2.43,0.00,0.05,0.00,148337238,116280000,32077000,0
3.08,2.47,0.00,0.05,0.00,153921410,117955000,35986000,0
0.61,0.47,0.00,0.01,0.00,36328558,36243000,0,0
1.68,1.35,0.00,0.03,0.00,85080685,66076000,19021000,0
3.06,2.47,0.00,0.05,0.00,149308553,122297000,27065000,0
2.97,2.40,0.00,0.05,0.00,145998944,127162000,18875000,0
3.13,2.56,0.00,0.05,0.00,145496791,120615000,24920000,0
0.17,0.13,0.00,0.00,0.00,11035292,8041000,3015000,0
0.60,0.46,0.00,0.01,0.00,34700513,31783000,2979000,0
0.64,0.49,0.00,0.01,0.00,35426646,34400000,1011000,0
0.67,0.53,0.00,0.01,0.00,35189709,33258000,1956000,0
3.17,2.56,0.00,0.05,0.00,154894770,127749000,27159000,0
0.72,0.57,0.00,0.01,0.00,38090310,34209000,3909000,0
3.01,2.42,0.00,0.05,0.00,148354066,125316000,23058000,0
1.64,1.29,0.00,0.03,0.00,88345953,62263000,26110000,0
3.08,2.49,0.00,0.05,0.00,147668082,124714000,22947000,0
3.10,2.50,0.00,0.05,0.00,149634355,124728000,24945000,0
3.04,2.44,0.00,0.05,0.00,148608991,120623000,27912000,0
3.17,2.59,0.00,0.05,0.00,145344322,115469000,29862000,0
3.10,2.50,0.00,0.05,0.00,150129266,125248000,24850000,0
0.63,0.47,0.00,0.01,0.00,38642802,36744000,1933000,0
3.14,2.56,0.00,0.05,0.00,145960048,120831000,24965000,0
1.84,1.45,0.00,0.03,0.00,96227067,68154000,28063000,0
3.18,2.57,0.00,0.05,0.00,152850984,123878000,28971000,0
3.03,2.42,0.00,0.05,0.00,152284628,121227000,31058000,0
3.16,2.54,0.00,0.05,0.00,150494397,116337000,34098000,0
1.78,1.43,0.00,0.03,0.00,87795423,61856000,25939000,0
0.60,0.46,0.00,0.01,0.00,35723812,32883000,2901000,0
3.20,2.59,0.00,0.05,0.00,151814938,129709000,22121000,0
3.12,2.50,0.00,0.05,0.00,149841738,114866000,34959000,0
0.65,0.51,0.00,0.01,0.00,35273773,33327000,1960000,0
3.13,2.51,0.00,0.05,0.00,150697545,123758000,26947000,0
3.01,2.43,0.00,0.05,0.00,145890774,122927000,22986000,0
0.62,0.48,0.00,0.01,0.00,35812776,33775000,2046000,0
3.05,2.46,0.00,0.05,0.00,147114272,126087000,21014000,0
