@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
3.00,2.41,0.00,0.05,0.00,149814069,125472000,24090000,0
2.95,2.37,0.00,0.05,0.00,146936208,116973000,29993000,0
3.06,2.47,0.00,0.05,0.00,149084186,121079000,28018000,0
3.07,2.48,0.00,0.05,0.00,148633482,128684000,19951000,0
3.03,2.45,0.00,0.05,0.00,147619686,125685000,21945000,0
2.99,2.39,0.00,0.05,0.00,152074304,123988000,27997000,0
0.63,0.49,0.00,0.01,0.00,35771884,32902000,2903000,0
1.76,1.41,0.00,0.03,0.00,89770209,50886000,38913000,0
4.57,3.91,0.00,0.05,0.00,155926474,124912000,30978000,0
3.11,2.53,0.00,0.05,0.00,147929815,121858000,25969000,0
3.15,2.55,0.00,0.05,0.00,151182754,118070000,33019000,0
0.16,0.12,0.00,0.00,0.00,11378349,8288000,3108000,0
0.61,0.47,0.00,0.01,0.00,34683251,32696000,1981000,0
0.63,0.48,0.00,0.01,0.00,35804661,34874000,968000,0
0.63,0.49,0.00,0.01,0.00,35352253,33228000,2013000,0
3.05,2.46,0.00,0.05,0.00,149467320,117587000,31888000,0
0.68,0.51,0.00,0.01,0.00,41377843,40338000,1008000,0
3.07,2.48,0.00,0.05,0.00,149496406,116623000,32893000,0
1.74,1.39,0.00,0.03,0.00,88853496,57905000,30949000,0
3.19,2.58,0.00,0.05,0.00,153606896,128667000,24935000,0
3.13,2.53,0.00,0.05,0.00,151722627,130769000,20963000,0
3.04,2.46,0.00,0.05,0.00,147961778,131751000,16091000,0
3.11,2.51,0.00,0.05,0.00,150388018,131364000,19052000,0
3.06,2.47,0.00,0.05,0.00,149220265,126370000,22885000,0
0.64,0.49,0.00,0.01,0.00,36540696,35548000,987000,0
3.05,2.46,0.00,0.05,0.00,148888969,115957000,32987000,0
1.82,1.45,0.00,0.03,0.00,91798169,62549000,29257000,0
3.09,2.49,0.00,0.05,0.00,150893762,116714000,34209000,0
3.08,2.49,0.00,0.05,0.00,148440607,123369000,25075000,0
3.01,2.42,0.00,0.05,0.00,147338132,125298000,22052000,0
1.72,1.37,0.00,0.03,0.00,87303071,57207000,30109000,0
0.61,0.47,0.00,0.01,0.00,36498842,34419000,2024000,0
3.15,2.54,0.00,0.05,0.00,154300603,127266000,27056000,0
3.13,2.53,0.00,0.05,0.00,151477150,117280000,34081000,0
0.62,0.49,0.00,0.01,0.00,34133968,33050000,1001000,0
3.07,2.47,0.00,0.05,0.00,150328720,124288000,26060000,0
3.04,2.45,0.00,0.05,0.00,149549933,120638000,28913000,0
0.62,0.47,0.00,0.01,0.00,36357209,34406000,2023000,0
3.10,2.50,0.00,0.05,0.00,150481590,125536000,24907000,0
1.69,1.35,0.00,0.03,0.00,86559808,56644000,29813000,0
0.62,0.48,0.00,0.01,0.00,35824821,34824000,994000,0
0.64,0.50,0.00,0.01,0.00,34068826,32015000,2000000,0
0.64,0.50,0.00,0.01,0.00,34799381,31816000,2982000,0
3.06,2.46,0.00,0.05,0.00,147896667,118042000,29758000,0
3.07,2.47,0.00,0.05,0.00,150666603,133540000,17069000,0
3.08,2.48,0.00,0.05,0.00,148824478,119870000,28968000,0
3.13,2.52,0.00,0.05,0.00,151652505,123770000,27948000,0
3.10,2.49,0.00,0.05,0.00,152071025,118984000,32995000,0
2.98,2.42,0.00,0.05,0.00,141107962,119987000,20997000,0
3.01,2.43,0.00,0.05,0.00,146041269,124010000,22001000,0
0.63,0.50,0.00,0.01,0.00,33708678,30795000,2887000,0
3.10,2.50,0.00,0.05,0.00,150581426,124671000,25931000,0
3.09,2.49,0.00,0.05,0.00,150288840,121437000,28866000,0
1.94,1.55,0.00,0.03,0.00,97098781,95112000,2002000,0
