nome,slopes,lincoeff
1071,0.011627494797864488,0
1082,0.009269770478536603,0
1084,0.012337728646473813,0
1091,0.01112204069153602,0
1131,0.010890182928696297,0
1132,0.010966645050303066,0
1140,0.011380726585676982,0
1158,0.012049056592165139,0
1190,0.011830590998835782,0
1192,0.012138106174624089,0
1195,0.01185380433223767,0
1197,0.012895606663184985,0
1619,0.011050647457729046,0
1621,0.012391012517008389,0
1628,0.010520398286344617,0
1632,0.011946466686090451,0
1634,0.01198764268690394,0
1635,0.009890419311698017,0
1636,0.011833639416602022,0
1639,0.012388520806195364,0
1640,0.011908396647490134,0
1642,0.01108106198940899,0
1643,0.012592806203635074,0
1666,0.012375077630278251,0
1667,0.012435382365273716,0
1668,0.012510827395154737,0
1669,0.01237256020747163,0
1671,0.012612567337994868,0
1672,0.012323429659903278,0
1674,0.01157092085680947,0
2166,0.012080407268681006,0
2185,0.011311299212753124,0
