file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
174258.exe  ,  1.84,  1.78,  0.09,  0.00,  4.82,  171303837,  165981000,    5029000
1787832.exe ,  2.11,  2.03,  0.12,  0.00,  5.38,  193946058,  180925000,   12994000
1821852.exe ,  1.53,  1.47,  0.08,  0.00,  4.07,  151744170,  150739000,     998000
1898852.exe ,  0.17,  0.17,  0.01,  0.00,  0.44,   15546243,   15556000,          0
2048785.exe ,  1.57,  1.51,  0.08,  0.00,  4.15,  154085240,  154073000,          0
2110174.exe ,  1.93,  1.85,  0.11,  0.00,  5.15,  181318310,  169342000,   11953000
2271051.exe ,  1.57,  1.51,  0.08,  0.00,  4.22,  154597886,  152593000,    1994000
2381283.exe ,  2.33,  2.24,  0.13,  0.00,  6.08,  215428053,  207314000,    7973000
2447635.exe ,  1.83,  1.77,  0.10,  0.00,  4.93,  173065526,  157039000,   16004000
2460677.exe ,  1.56,  1.50,  0.08,  0.00,  4.27,  161983889,  159998000,    1987000
2671073.exe ,  0.93,  0.89,  0.05,  0.00,  2.43,   84089600,   81077000,    3002000
2671088.exe ,  0.95,  0.92,  0.06,  0.00,  2.46,   84856676,   77836000,    6985000
2675921.exe ,  2.01,  1.94,  0.12,  0.00,  5.50,  193536280,  183492000,   10026000
2675933.exe ,  2.03,  1.96,  0.12,  0.00,  5.53,  192883898,  178874000,   13990000
2844052.exe ,  0.45,  0.43,  0.03,  0.00,  1.21,   40790628,   27838000,   12925000
2942024.exe ,  0.75,  0.72,  0.04,  0.00,  1.97,   67626901,   56647000,   10931000
2942175.exe ,  1.84,  1.78,  0.12,  0.00,  4.70,  160403184,  145351000,   15036000
3010849.exe ,  1.74,  1.67,  0.10,  0.00,  4.61,  164059966,  156021000,    8001000
3080883.exe ,  1.40,  1.35,  0.07,  0.00,  4.01,  140618467,  135512000,    4982000
3266282.exe ,  2.14,  2.07,  0.12,  0.00,  5.90,  203169222,  190032000,   13002000
3454388.exe ,  1.82,  1.77,  0.12,  0.00,  4.74,  164722948,  151632000,   13054000
3666316.exe ,  2.05,  1.98,  0.11,  0.00,  5.40,  191568499,  183518000,    7979000
3916769.exe ,  0.14,  0.14,  0.01,  0.00,  0.38,   12011145,    8912000,    2970000
4034922.exe ,  0.32,  0.30,  0.02,  0.00,  0.87,   28622700,   22585000,    5891000
4083399.exe ,  1.94,  1.88,  0.11,  0.00,  5.19,  190048236,  186032000,    4000000
4088261.exe ,  1.71,  1.64,  0.09,  0.00,  4.77,  165430184,  163353000,    2004000
4207131.exe ,  0.67,  0.65,  0.03,  0.00,  1.77,   60230681,   57210000,    3011000
4230847.exe ,  0.51,  0.49,  0.03,  0.00,  1.40,   45830361,   33853000,   11948000
4358293.exe ,  1.19,  1.15,  0.08,  0.00,  3.20,  113183862,   95141000,   18026000
4474695.exe ,  1.08,  1.05,  0.06,  0.00,  2.77,   94487146,   88437000,    6029000
4484725.exe ,  2.32,  2.24,  0.13,  0.00,  6.14,  211967424,  198945000,   12996000
4625512.exe ,  3.16,  3.07,  0.16,  0.00,  7.93,  257661295,  246646000,   10984000
4704949.exe ,  1.55,  1.50,  0.08,  0.00,  4.18,  154254688,  153173000,    1001000
4998183.exe ,  1.35,  1.30,  0.08,  0.00,  3.50,  118597097,  107453000,   11046000
4999544.exe ,  0.69,  0.67,  0.04,  0.00,  1.83,   61762453,   50720000,   10939000
5002181.exe ,  1.05,  1.01,  0.06,  0.00,  2.76,   96773683,   87772000,    8976000
5019858.exe ,  1.86,  1.78,  0.13,  0.00,  5.09,  180318687,  119168000,   61086000
5226706.exe ,  1.56,  1.50,  0.08,  0.00,  4.19,  154723989,  153658000,     997000
5307301.exe ,  2.20,  2.13,  0.13,  0.00,  5.91,  206519450,  193461000,   13031000
5434517.exe ,  2.22,  2.14,  0.13,  0.00,  5.93,  205983327,  190939000,   14995000
5557748.exe ,  1.29,  1.25,  0.06,  0.00,  3.41,  125489784,  123384000,    1990000
5576553.exe ,  2.21,  2.13,  0.13,  0.00,  6.00,  208224420,  198190000,   10009000
5670639.exe ,  2.12,  2.05,  0.13,  0.00,  5.80,  203768623,  189647000,   13974000
5839216.exe ,  2.04,  1.97,  0.11,  0.00,  5.43,  188956211,  176912000,   11994000
6013525.exe ,  2.17,  2.10,  0.13,  0.00,  5.88,  204840991,  192824000,   11989000
6134528.exe ,  1.25,  1.21,  0.08,  0.00,  3.32,  116116820,  106088000,   10008000
6178120.exe ,  2.28,  2.19,  0.13,  0.00,  6.20,  213871264,  201850000,   11991000
6224408.exe ,  2.11,  2.03,  0.12,  0.00,  5.70,  196120535,  186060000,    9949000
6258569.exe ,  1.26,  1.21,  0.07,  0.00,  3.47,  129760835,  127751000,    1996000
6369061.exe ,  1.19,  1.14,  0.07,  0.00,  3.07,  102415550,   88321000,   14051000
640941.exe  ,  0.81,  0.78,  0.04,  0.00,  2.15,   72979547,   64952000,    7994000
6605499.exe ,  2.33,  2.24,  0.14,  0.00,  6.44,  219731531,  203755000,   15980000
6607910.exe ,  2.37,  2.29,  0.13,  0.00,  6.40,  221659186,  212654000,    8985000
6644544.exe ,  2.03,  1.95,  0.11,  0.00,  5.50,  189328382,  180271000,    9013000
6730647.exe ,  1.39,  1.34,  0.07,  0.00,  3.75,  135162245,  127014000,    8000000
688376.exe  ,  1.31,  1.27,  0.08,  0.00,  3.38,  115925529,  106897000,    8991000
7110275.exe ,  2.67,  2.56,  0.16,  0.00,  7.46,  257404551,  241230000,   16015000
7371640.exe ,  1.16,  1.11,  0.06,  0.00,  3.25,  117275532,  116266000,    1002000
7392788.exe ,  2.28,  2.20,  0.13,  0.00,  6.23,  214031755,  199828000,   13988000
7401546.exe ,  1.68,  1.62,  0.11,  0.00,  4.66,  167029705,  134916000,   31980000
7428092.exe ,  2.28,  2.19,  0.13,  0.00,  6.26,  217175479,  204042000,   13002000
7430934.exe ,  2.20,  2.11,  0.13,  0.00,  6.04,  206262085,  193223000,   13015000
7767425.exe ,  0.67,  0.64,  0.03,  0.00,  1.76,   59779392,   53716000,    5968000
7857290.exe ,  2.38,  2.29,  0.13,  0.00,  6.46,  220806881,  207706000,   12981000
7863279.exe ,  2.24,  2.15,  0.13,  0.00,  6.16,  212953751,  196837000,   15986000
7881296.exe ,  1.07,  1.03,  0.06,  0.00,  2.75,   93095983,   79929000,   12988000
7949890.exe ,  2.11,  2.04,  0.13,  0.00,  5.82,  202203698,  190166000,   12010000
7950184.exe ,  0.55,  0.53,  0.03,  0.00,  1.47,   49783755,   47742000,    2031000
7977536.exe ,  2.06,  1.99,  0.11,  0.00,  5.50,  194729885,  186629000,    7984000
7990027.exe ,  1.03,  0.99,  0.07,  0.00,  2.66,   90663002,   72701000,   17926000
8110126.exe ,  1.20,  1.14,  0.07,  0.00,  3.37,  123628153,  122540000,     996000
8230397.exe ,  0.61,  0.59,  0.03,  0.00,  1.71,   59022360,   53988000,    4998000
8266941.exe ,  0.72,  0.69,  0.04,  0.00,  1.86,   63604724,   52654000,   10928000
8288135.exe ,  1.89,  1.81,  0.11,  0.00,  5.18,  179573587,  166583000,   12967000
8329299.exe ,  2.01,  1.94,  0.11,  0.00,  5.51,  188579970,  178519000,   10029000
8351416.exe ,  0.98,  0.95,  0.05,  0.00,  2.63,   93407903,   92390000,    1004000
8385649.exe ,  1.81,  1.75,  0.08,  0.00,  4.54,  157208456,  157087000,          0
8465470.exe ,  2.14,  2.07,  0.13,  0.00,  5.89,  204727875,  195636000,    9029000
8485009.exe ,  1.90,  1.84,  0.10,  0.00,  5.03,  179772634,  177592000,    2006000
8531958.exe ,  0.76,  0.74,  0.04,  0.00,  2.01,   69531546,   58429000,   11081000
