@relation problema-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute pkg numeric
@attribute cores numeric
@attribute psys numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
0.32,0.31,0.8,24667424,22706000,1974000,13
0.3,0.3,0.77,24937722,23927000,996000,13
0.3,0.3,0.78,24848918,22848000,1986000,13
0.29,0.28,0.71,23031594,21029000,2002000,13
0.12,0.11,0.3,10121774,9115000,1012000,13
0.02,0.03,0.06,2260386,2265000,0,13
0.32,0.31,0.78,25019349,23911000,996000,13
0.28,0.26,0.72,23502474,19581000,3916000,13
0.18,0.17,0.44,13767731,11717000,1952000,13
0.15,0.14,0.4,12500817,10386000,2077000,13
0.12,0.12,0.31,10013249,9007000,1000000,13
0.16,0.15,0.39,12863495,12869000,0,13
0.29,0.29,0.72,23254834,23266000,0,13
0.29,0.28,0.74,23579295,20624000,2946000,13
0.11,0.11,0.31,10390755,9335000,1037000,13
0.23,0.22,0.67,25907764,24914000,996000,13
0.12,0.12,0.31,10028236,9030000,1003000,13
0.09,0.09,0.29,11129176,10099000,1009000,13
0.31,0.3,0.8,24068124,22946000,997000,13
0.23,0.22,0.72,26530379,24569000,1965000,13
0.25,0.25,0.69,24073954,22973000,998000,13
0.3,0.29,0.75,22703340,21705000,986000,13
0.25,0.24,0.73,25440381,24413000,1017000,13
0.13,0.12,0.34,10784630,8708000,1935000,13
0.16,0.15,0.41,13130896,13055000,0,13
0.32,0.32,0.8,25229994,24182000,1007000,13
0.32,0.3,0.79,24777241,21792000,2971000,13
0.16,0.15,0.4,12995063,10995000,1999000,13
0.29,0.28,0.72,22686126,22688000,0,13
0.31,0.31,0.8,24398756,22448000,1952000,13
0.29,0.28,0.74,22732361,21699000,986000,13
0.29,0.28,0.73,22932969,21937000,997000,13
0.28,0.28,0.7,22577257,22589000,0,13
0.29,0.28,0.75,22672232,21682000,985000,13
0.28,0.27,0.73,22606226,20634000,1965000,13
0.28,0.29,0.73,23785551,22746000,1033000,13
0.29,0.28,0.75,22586499,20568000,1958000,13
0.28,0.28,0.69,22691828,21623000,982000,13
0.29,0.28,0.73,23090494,23071000,0,13
0.17,0.16,0.44,14035968,14039000,0,13
0.12,0.12,0.31,10112688,10114000,0,13
0.28,0.27,0.72,23076577,22057000,1002000,13
0.12,0.11,0.31,10034099,9023000,1002000,13
0.27,0.27,0.71,23299362,22284000,1012000,13
0.31,0.3,0.79,25625295,22659000,2955000,13
0.12,0.12,0.31,10033201,9030000,1003000,13
0.28,0.27,0.71,22921454,21850000,993000,13
0.33,0.31,0.82,25249757,23240000,2020000,13
0.12,0.11,0.31,9945342,7877000,1969000,13
0.12,0.12,0.32,10241448,9068000,1007000,13
0.27,0.26,0.76,27376213,26360000,1013000,13
0.29,0.28,0.73,22750762,20765000,1977000,13
0.3,0.28,0.76,23479554,22491000,977000,13
0.32,0.31,0.83,24978682,23977000,999000,13
1.88,1.82,4.76,172223590,164946000,6997000,14
2.11,2.04,5.4,194077588,184057000,10003000,14
1.58,1.52,4.12,151410632,150408000,1002000,14
0.15,0.14,0.45,16810434,14810000,1974000,14
1.58,1.52,4.21,155766902,154673000,997000,14
1.91,1.85,5.09,181171693,171138000,10008000,14
1.54,1.48,4.13,151600221,150523000,996000,14
2.31,2.23,6.24,215621664,202621000,12975000,14
1.84,1.77,5.02,175135841,159102000,16010000,14
1.59,1.54,4.23,155076071,154989000,0,14
0.95,0.92,2.43,83808332,79764000,3988000,14
0.94,0.91,2.46,85497282,76425000,9050000,14
2.06,1.98,5.55,192831528,181809000,10988000,14
2.08,2.01,5.39,192458275,181358000,10961000,14
0.49,0.46,1.31,44565972,32375000,12140000,14
0.77,0.74,2,67055156,58030000,9004000,14
1.85,1.79,4.74,160900471,141491000,18932000,14
1.76,1.69,4.61,163688767,150692000,12973000,14
1.44,1.38,3.96,140748551,137731000,2994000,14
2.23,2.15,5.74,203918552,194891000,8995000,14
1.88,1.81,4.78,164799944,146792000,17974000,14
2.03,1.96,5.47,191067025,188097000,2985000,14
0.14,0.13,0.36,11976213,5975000,5975000,14
0.26,0.25,0.82,31039721,27026000,4003000,14
2.01,1.95,5.19,186655848,183513000,3008000,14
1.74,1.67,4.73,165752048,156742000,8985000,14
0.68,0.66,1.76,59781027,54704000,5065000,14
0.51,0.5,1.41,45370655,31237000,14107000,14
1.28,1.23,3.26,110982527,99990000,10998000,14
1.1,1.07,2.77,94417895,88364000,6024000,14
2.3,2.22,6.19,212223656,196182000,16014000,14
3.24,3.15,8.07,258682154,247681000,10985000,14
1.58,1.53,4.24,156833559,155764000,998000,14
1.36,1.32,3.44,118799649,106792000,11976000,14
0.69,0.67,1.84,62980159,51966000,10992000,14
1.06,1.02,2.74,96102397,92072000,4003000,14
1.89,1.81,4.98,180582985,122677000,57848000,14
1.64,1.58,4.36,159808254,158793000,998000,14
2.2,2.11,5.96,205734260,191627000,13972000,14
2.19,2.12,5.84,206557403,193560000,12970000,14
1.28,1.24,3.44,125038417,124028000,1000000,14
2.2,2.13,5.96,207511957,193522000,13965000,14
2.15,2.08,5.72,203556902,186493000,16953000,14
2.05,1.97,5.48,188528509,172432000,16040000,14
2.19,2.12,5.81,205581805,191576000,13969000,14
1.27,1.22,3.32,114222376,100146000,14020000,14
2.27,2.19,6.05,212900795,199896000,12993000,14
2.12,2.05,5.56,196164431,186023000,10001000,14
1.28,1.24,3.46,127668357,126633000,997000,14
1.19,1.16,3.02,102855457,90825000,11977000,14
0.83,0.8,2.14,73008985,66983000,5998000,14
2.37,2.28,6.48,220148435,205101000,15007000,14
2.39,2.3,6.53,221985182,207957000,13997000,14
2.01,1.94,5.53,188930423,173915000,14992000,14
1.36,1.31,3.72,137893527,132844000,5031000,14
1.33,1.28,3.39,115673914,102672000,12958000,14
2.72,2.62,7.47,259242835,246203000,13010000,14
1.18,1.13,3.2,116920778,115882000,998000,14
2.32,2.23,6.25,214458023,200387000,13957000,14
1.72,1.66,4.65,168410760,133318000,35083000,14
2.34,2.25,6.33,217660600,197668000,19966000,14
2.21,2.13,6.02,207648977,198641000,8983000,14
0.7,0.67,1.83,60449295,54478000,5943000,14
2.44,2.36,6.49,221232019,206145000,14938000,14
2.25,2.17,6.14,214418943,197378000,16946000,14
1.07,1.03,2.72,92645756,82661000,9959000,14
2.13,2.06,5.84,202319610,191176000,11010000,14
0.57,0.55,1.47,49990160,46792000,2986000,14
2.1,2.02,5.46,194632376,189611000,4989000,14
1.04,1,2.68,90573118,67303000,23104000,14
1.18,1.14,3.22,120165543,119094000,1000000,14
0.6,0.58,1.71,58662283,55646000,2981000,14
0.74,0.71,1.92,63631913,48698000,14907000,14
1.83,1.77,5.16,184273140,173310000,10956000,14
2.05,1.97,5.52,188754840,176747000,11982000,14
0.98,0.95,2.6,93346472,92266000,1002000,14
1.81,1.76,4.53,158037190,155928000,1999000,14
2.2,2.12,5.87,205209045,192068000,13004000,14
1.95,1.88,5.08,179263380,174059000,5001000,14
0.79,0.76,2.05,68966457,55888000,12974000,14
0.59,0.57,1.53,50409782,46804000,3052000,15
1.26,1.22,3.57,122602180,118617000,3987000,15
0.59,0.56,1.54,50452912,50308000,0,15
0.59,0.58,1.54,51610706,48455000,3028000,15
0.6,0.58,1.56,49935761,46918000,2994000,15
0.59,0.57,1.55,50602549,50579000,0,15
1.59,1.54,3.99,126914444,125831000,998000,15
0.66,0.63,1.67,54836375,49717000,4971000,15
1.64,1.6,4.15,129093465,127071000,2001000,15
0.63,0.61,1.61,53090454,51998000,999000,15
1.67,1.63,4.21,134075186,130048000,4001000,15
0.61,0.59,1.6,52272434,51248000,1004000,15
0.59,0.58,1.57,52463192,50438000,2017000,15
1.58,1.53,4.03,127701770,124692000,2992000,15
0.57,0.55,1.52,48431132,46396000,2017000,15
0.55,0.54,1.48,49898322,47885000,1995000,15
0.54,0.52,1.45,47715873,46729000,1015000,15
0.57,0.55,1.53,48843332,45837000,2989000,15
1.53,1.49,3.93,126022838,124006000,2000000,15
2.09,2.02,5.6,182810783,176783000,5992000,15
1.58,1.54,4,127402589,125285000,2004000,15
0.56,0.55,1.48,49104359,48077000,1001000,15
0.56,0.55,1.51,49749172,47717000,1988000,15
0.55,0.54,1.52,48887003,46872000,1994000,15
0.56,0.54,1.52,48822782,46808000,1991000,15
2.02,1.94,5.56,184055282,173924000,9995000,15
1.6,1.56,4.12,131739563,126728000,4989000,15
0.55,0.54,1.49,48605092,46531000,1980000,15
1.6,1.56,4.07,129606960,127567000,1993000,15
0.59,0.57,1.54,51693961,49641000,2026000,15
0.57,0.56,1.49,48655533,43566000,4950000,15
0.57,0.54,1.51,51537871,48476000,3029000,15
0.56,0.54,1.5,49153966,47156000,2006000,15
0.91,0.88,2.38,80374994,78351000,2009000,15
0.61,0.59,1.62,52024254,49002000,3000000,15
1.72,1.68,4.28,135246934,132130000,3002000,15
1.62,1.58,4.03,129832819,128770000,998000,15
0.58,0.56,1.54,49606685,46525000,2969000,15
0.6,0.58,1.57,50961104,46085000,4902000,15
0.62,0.6,1.64,53057158,50038000,3002000,15
0.63,0.62,1.66,54476162,52416000,2016000,15
0.83,0.8,2.33,86218242,81195000,5012000,15
0.58,0.57,1.55,50516470,48521000,1980000,15
0.6,0.59,1.56,52077978,50062000,2002000,15
0.85,0.83,2.26,74207620,69245000,4946000,15
1.64,1.59,4.12,130880063,127849000,3020000,15
0.61,0.6,1.66,53174778,52021000,1000000,15
1.58,1.53,4,126188875,123138000,3003000,15
1.7,1.65,4.27,134655257,127648000,6980000,15
0.6,0.58,1.57,51840833,51749000,0,15
0.55,0.53,1.49,48435434,44368000,4033000,15
0.55,0.53,1.44,47822820,45781000,2034000,15
0.62,0.61,1.63,53319279,52272000,1005000,15
0.56,0.54,1.53,52434665,46482000,5933000,15
0.57,0.55,1.58,54352471,49300000,5030000,15
0.55,0.54,1.46,47094321,46049000,1001000,15
0.62,0.6,1.65,52999238,51981000,999000,15
0.57,0.56,1.55,50782822,48742000,2030000,15
0.61,0.58,1.6,51608465,47619000,3968000,15
1.61,1.56,4.08,129055976,125046000,4001000,15
1.61,1.56,4.12,128928171,127911000,1007000,15
0.61,0.58,1.61,51386358,48354000,3022000,15
0.62,0.6,1.64,51611440,50604000,992000,15
0.64,0.62,1.66,54028944,53022000,1000000,15
0.51,0.49,1.48,54249834,53238000,1004000,15
1.61,1.56,4.04,126833156,125811000,998000,15
1.73,1.68,4.32,137980248,132967000,4998000,15
1.6,1.55,4.05,127011672,124937000,1999000,15
0.81,0.79,2.28,79321269,71279000,8031000,15
1.63,1.58,4.07,128725490,127710000,997000,15
1.53,1.48,3.98,130628680,126631000,3988000,15
0.58,0.57,1.55,51463939,49416000,2016000,15
1.63,1.59,4.1,129027791,126971000,1999000,15
1.59,1.55,4.06,129378443,126267000,3006000,15
2.84,2.73,7.56,261391190,247414000,13966000,15
1.6,1.56,4.01,127213430,125182000,2002000,15
0.62,0.61,1.64,53116727,48001000,5000000,15
0.58,0.57,1.54,51155461,48129000,3008000,15
0.54,0.53,1.51,53207753,52146000,1002000,15
0.63,0.6,1.65,53606666,48622000,4961000,15
1.44,1.4,3.8,138258811,136905000,1006000,16
1.65,1.6,4.3,142042964,136010000,6000000,16
1.5,1.45,3.92,128261560,120232000,8015000,16
1.66,1.61,4.1,143278130,142257000,1001000,16
1.48,1.43,3.92,141673056,134678000,6983000,16
1.02,0.98,2.68,94211682,89085000,5004000,16
1.57,1.52,4.2,154795039,150768000,3993000,16
1.47,1.42,3.94,144226893,142201000,2002000,16
1.05,1.01,2.78,90554481,85567000,4974000,16
1.13,1.09,2.94,104357790,95324000,9030000,16
1.55,1.49,4.1,147382091,144348000,3007000,16
1.56,1.51,4.1,146813406,140809000,5991000,16
1.3,1.25,3.71,126952362,3401000,2847000,16
1.14,1.1,2.87,97849282,93828000,4035000,16
1.7,1.66,4.48,162907796,160898000,1998000,16
3.28,3.19,8.19,262455080,256353000,5984000,16
1.42,1.38,3.97,135672493,131666000,3989000,16
1.41,1.36,3.8,140613323,135619000,4986000,16
1.09,1.05,2.74,94448020,90408000,4018000,16
1.55,1.49,4.17,151663591,149620000,2008000,16
1.06,1.03,2.74,95559208,89569000,5971000,16
3.63,3.53,9.18,287031265,276910000,9996000,16
2.71,2.51,7.32,220746006,208737000,11984000,16
3.94,3.82,9.59,328275611,323181000,5002000,16
1.72,1.66,4.73,176351206,171330000,5009000,16
1.08,1.04,2.79,96301129,94168000,2003000,16
1.56,1.5,4.13,151073017,147040000,4001000,16
1.48,1.42,3.83,138347013,133324000,5012000,16
1.64,1.58,4.12,143633714,138543000,4983000,16
1.46,1.42,3.63,124341617,119344000,4972000,16
1.28,1.24,3.22,110921055,106769000,3991000,16
1.47,1.42,4.05,152636214,146640000,5985000,16
1.49,1.45,3.91,141725069,137715000,3991000,16
3.13,3.04,7.6,260213193,251163000,9005000,16
1.47,1.42,4.08,138001397,135978000,1999000,16
1.59,1.53,4.17,151178013,147153000,4004000,16
1.06,1.02,2.83,91284479,4153000,2076000,16
1.06,1.01,2.79,90224269,86195000,4009000,16
1.53,1.48,4.02,143135836,138109000,5003000,16
1.42,1.37,3.58,123256731,118217000,5009000,16
1.75,1.68,4.68,170177331,166142000,4003000,16
1.49,1.44,4.09,150818651,145797000,4993000,16
1.7,1.65,4.58,166050475,163032000,3000000,16
1.57,1.51,4.22,153824676,150816000,2996000,16
1.79,1.74,4.39,148976910,145711000,2994000,16
1.45,1.4,3.94,147189330,143173000,3977000,16
1.67,1.62,4.2,146055990,142027000,4000000,16
3.21,3.08,8.76,287162219,153980000,132982000,16
1.53,1.48,3.95,141863882,139834000,1997000,16
3.29,3.15,8.89,290159202,157070000,133059000,16
1.95,1.89,4.89,170796389,170770000,0,16
1.52,1.48,4.1,150828730,145812000,4993000,16
1.34,1.3,3.76,141085014,137075000,4002000,16
4.44,4.32,10.64,363682570,356664000,6993000,16
0.86,0.83,2.36,77715132,76683000,1008000,16
1.08,1.06,2.75,94650255,89644000,4980000,16
1.25,1.21,3.35,120914695,117908000,2997000,16
3.26,3.17,7.71,254898834,251807000,2997000,16
3.33,3.23,8.1,277303046,273187000,4002000,16
1.38,1.32,3.83,143770764,139767000,3993000,16
1.72,1.66,4.28,147114281,145094000,2001000,16
1.68,1.62,4.42,160760215,153759000,6989000,16
1.23,1.2,3.13,109357084,106335000,3009000,16
4.29,4.17,10.47,361289540,356263000,5003000,16
1.77,1.72,4.41,153267791,148274000,4975000,16
1.08,1.04,2.91,93887554,8703000,0,16
4.35,4.22,10.49,361762226,357594000,3995000,16
1.76,1.71,4.28,145506744,142498000,2989000,16
1.54,1.49,4.12,152368260,148343000,4009000,16
1.12,1.08,2.95,105514453,102389000,3011000,16
1.69,1.64,4.24,147233951,144209000,3004000,16
1.66,1.6,4.48,164634732,161519000,3009000,16
3.72,3.6,8.99,308501592,305482000,3004000,16
3.41,3.31,8.12,272906444,268872000,3998000,16
3.39,3.29,8.28,287505866,283489000,4006000,16
1.56,1.5,4.17,151391850,147333000,4009000,16
1.73,1.67,4.28,148978274,145920000,2998000,16
2.03,1.97,5.49,184629943,177524000,6981000,16
1.39,1.35,3.73,136748857,130720000,5987000,16
1.58,1.52,4.24,154987092,148870000,6035000,16
5.58,5.41,13.09,449341153,442974000,5999000,17
3.17,3.05,9.08,362405362,361389000,1001000,17
3.36,3.23,9.32,363676953,359655000,3996000,17
3.41,3.29,9.64,368557912,364494000,3994000,17
3.1,3,8.41,318579547,313569000,4993000,17
3.09,2.97,8.67,335485825,330463000,4991000,17
3.36,3.22,10.1,395113634,390991000,3999000,17
4.66,4.52,11.26,381981455,377969000,3999000,17
1.64,1.58,4.24,150083880,145037000,5001000,17
1.68,1.61,4.86,169820199,166679000,2994000,17
2.02,1.96,4.96,170543846,167538000,2991000,17
5.89,5.7,14.53,513312331,506186000,7002000,17
3.34,3.2,9.34,363536793,358457000,5006000,17
3.14,3.03,8.61,331353640,326234000,5003000,17
6.94,6.67,19.53,763239491,760146000,3000000,17
3.25,3.12,10.56,395689953,388598000,6992000,17
3.17,3.05,8.6,322648415,318550000,3994000,17
3.58,3.44,10.16,401485455,396389000,5004000,17
1.41,1.35,3.85,133396327,2027000,9124000,17
1.9,1.84,4.93,160451262,159427000,1002000,17
3.49,3.38,8.74,315540789,306536000,8986000,17
3.31,3.19,9.08,342653979,336614000,6010000,17
3.17,3.05,9.2,362281393,359193000,2993000,17
3.3,3.15,9.63,375251423,372231000,3001000,17
1.13,1.08,2.94,95489398,2905000,7737000,17
3.83,3.7,10.04,367834869,364806000,2998000,17
3.44,3.3,10,392679548,388542000,3995000,17
2.99,2.88,8.4,321141261,316111000,5001000,17
2.63,2.56,6.18,205966679,202952000,2999000,17
3.17,3.04,9.19,362396687,360275000,1995000,17
3.4,3.27,10.7,394158041,387124000,7002000,17
3.62,3.48,10.95,393859953,388849000,4998000,17
3.51,3.37,10.4,395913666,390821000,4997000,17
3.45,3.3,10.14,404798006,401595000,2996000,17
3.17,3.03,9.38,375953054,373903000,1999000,17
3.24,3.11,9.33,363468064,360421000,2995000,17
5.64,5.48,13.53,465080709,461982000,2999000,17
6.03,5.77,17.79,708521536,703340000,4995000,17
3.45,3.32,9.52,362194838,359051000,3000000,17
3.66,3.52,10.19,393276525,391247000,2001000,17
3.1,2.97,9.08,363329607,360197000,3001000,17
4.11,3.98,10.75,354094552,349058000,5000000,17
3.44,3.3,9.92,394790471,388674000,5994000,17
3.41,3.27,10.7,396682177,388551000,7990000,17
2.75,2.65,7.69,294466029,291352000,2993000,17
2.99,2.87,8.64,342483662,340472000,2002000,17
3.16,3.03,9.23,367860647,363841000,3998000,17
3.37,3.23,10.66,396994921,390893000,5998000,17
2.87,2.75,8.35,321748863,314724000,6993000,17
3.53,3.39,10.65,376060371,374927000,999000,17
1.71,1.67,4.41,157668552,157650000,0,17
3.45,3.31,9.92,393719112,389614000,4006000,17
5,4.83,12.35,436097993,431043000,5000000,17
3.18,3.05,9.18,363033483,360794000,1998000,17
3.38,3.23,10.67,395621781,386523000,8988000,17
2.49,2.41,6.15,211959994,204940000,6997000,17
3.25,3.14,8.48,307731679,303622000,3995000,17
3.73,3.59,10.68,417478623,415435000,2002000,17
1.09,1.06,2.7,92476224,88398000,4018000,17
2.02,1.97,5.23,171586566,166571000,4987000,17
3.44,3.3,9.95,392002594,387962000,4009000,17
3.3,3.16,10.73,396165766,390035000,6000000,17
3.42,3.28,10.87,395799453,391784000,3997000,17
0.79,0.76,2.04,70771639,68734000,1992000,17
1.65,1.59,4.5,167025992,164911000,1998000,17
3.19,3.06,9.29,364308843,361162000,3001000,17
3.37,3.24,10.71,394226316,389238000,5003000,17
3.51,3.36,10.15,394701272,387688000,6994000,17
3.37,3.22,10.04,396575782,392547000,4005000,17
3.4,3.26,10.75,396022442,391846000,3998000,17
4.46,4.33,10.98,381367000,377315000,4003000,17
3.31,3.17,9.73,388887640,383758000,4996000,17
1.9,1.84,4.92,160914662,154892000,5995000,17
3.2,3.06,9.25,362834139,360820000,2004000,17
3.15,3.02,9.2,362957739,360813000,2004000,17
4.78,4.64,11.67,406885190,401817000,4997000,17
5.4,5.23,13.79,487973569,482821000,4998000,17
3.39,3.24,9.95,392935420,387813000,4984000,17
3.45,3.31,9.97,394122813,390098000,4001000,17
4.07,3.94,9.79,336224674,329162000,7003000,17
1.66,1.59,4.23,142429050,140137000,2001000,18
1.67,1.59,4.22,140453820,133442000,6970000,18
1.4,1.36,3.47,122149437,119098000,3002000,18
1.38,1.33,3.75,129207800,6248000,0,18
1.56,1.49,4,132101613,128085000,4002000,18
1.55,1.47,3.98,131549141,130513000,1003000,18
4.2,3.99,10.83,364706831,222805000,141876000,18
1.36,1.31,3.47,113697131,109690000,3988000,18
1.1,1.04,2.76,83825259,76756000,6977000,18
1.55,1.48,4.06,136161874,132140000,4004000,18
4.2,3.99,10.79,364148468,227056000,137034000,18
1.58,1.51,4.06,134844092,129793000,4992000,18
0.49,0.47,1.2,38764919,33774000,4966000,18
1.97,1.89,5.05,170254137,165121000,5003000,18
4.15,3.87,10.96,345421011,337275000,8006000,18
1.87,1.8,4.65,153611750,149561000,3988000,18
1.55,1.48,4.28,151627897,145600000,6024000,18
1.07,1.04,2.59,88144707,83189000,4951000,18
1.06,1.03,2.82,91978779,2793000,3725000,18
1.7,1.62,4.4,143931227,136821000,6990000,18
1.63,1.55,4.3,144114415,139047000,5001000,18
1.07,1.03,2.8,91906176,1252000,5009000,18
2.77,2.69,7,251615379,247610000,3993000,18
2.99,2.87,8.09,265280591,131643000,133637000,18
1.52,1.45,3.93,132244532,126100000,6004000,18
1.66,1.58,4.22,140518984,136384000,4011000,18
0.84,0.82,2.05,67649756,63507000,4032000,18
1.06,1.02,2.79,91852605,946000,5291000,18
1.54,1.48,3.98,134480733,131415000,3009000,18
3.55,3.42,9.71,322692791,198785000,123866000,18
6.05,5.78,15.94,538577734,389339000,149130000,18
5.38,5.2,13.81,483372624,477352000,6004000,18
2.2,2.12,5.49,181508926,174316000,6972000,18
1.69,1.6,4.32,143043054,138899000,3997000,18
1.58,1.5,4.1,137046084,133022000,4000000,18
1.64,1.57,4.21,140997175,136970000,3999000,18
4.12,3.91,11.07,365407376,231247000,134143000,18
1.06,1.03,2.8,91366727,943000,5242000,18
4.69,4.51,13.09,438301040,289518000,148752000,18
1.75,1.66,4.66,147738497,141724000,5988000,18
1.52,1.45,4.08,141109940,136091000,5003000,18
4.08,3.84,11.17,370250029,362219000,8004000,18
4.58,4.35,11.74,388651777,251403000,137220000,18
2.74,2.63,7.06,245073857,238935000,5998000,18
1.32,1.27,3.29,113371566,109351000,4012000,18
3.44,3.31,8.8,303643938,299617000,3994000,18
6.36,6.16,16.35,598792705,596660000,1998000,18
1.78,1.69,4.59,152075504,148963000,2999000,18
1.59,1.51,4.1,135912085,131858000,3995000,18
1.65,1.58,4.26,142083317,139946000,1999000,18
1.32,1.28,3.33,113876240,110855000,2996000,18
1.58,1.51,4.09,134918362,129860000,4994000,18
1.05,1.02,2.8,91172027,2262000,4038000,18
1.56,1.48,4.07,135597058,129584000,5980000,18
1.09,1.05,2.69,89611978,86477000,3016000,18
1.52,1.47,3.85,134024428,132004000,2000000,18
1.32,1.29,3.35,113855250,110716000,3019000,18
1.56,1.49,4.15,137086937,131988000,4999000,18
1.02,0.99,2.46,80827453,78707000,1992000,18
1.61,1.54,4.19,139876767,133842000,5992000,18
1.39,1.34,3.47,120744002,117732000,2993000,18
1.57,1.5,4.05,134896449,129844000,4994000,18
5.23,4.99,14.08,473187945,330091000,143039000,18
1.17,1.12,2.93,100450200,97379000,2981000,18
1.64,1.57,4.25,143015239,136817000,5992000,18
0.89,0.86,2.13,68426575,65416000,2973000,18
4.18,3.97,11.13,366122456,224992000,140995000,18
1.9,1.81,4.75,154262603,148232000,5969000,18
5.27,5.02,14.14,481563173,334678000,146858000,18
1.6,1.53,4.14,137019589,131860000,4994000,18
1.53,1.47,4.05,134450393,129413000,5016000,18
1.94,1.86,4.82,154911534,149892000,4996000,18
1.53,1.46,4.02,136101474,129043000,7002000,18
1.56,1.49,4.03,133613498,129454000,4014000,18
1.57,1.49,4.1,136421454,133373000,3008000,18
1.56,1.49,4.08,136336994,131283000,5010000,18
1.53,1.46,4.08,138984933,133867000,4995000,18
4.14,3.93,11.28,367081055,224583000,142369000,18
4.06,3.85,10.98,360693830,222787000,137868000,18
1.55,1.48,4.09,136072333,131033000,5001000,18
3.06,2.97,7.65,261417519,221928000,38987000,19
1.31,1.25,3.57,117411746,57169000,60178000,19
1.35,1.3,3.68,126674524,1034000,5172000,19
1.06,1.03,2.83,91019756,960000,5327000,19
1.09,1.04,2.79,92735347,58799000,33884000,19
1.78,1.71,4.65,157464911,92262000,65185000,19
1.03,1,2.68,89674716,58766000,30877000,19
1.07,1.04,2.83,91362472,1055000,5275000,19
1.05,1.01,2.86,93505617,2338000,4036000,19
1.06,1.03,2.83,91122367,1041000,5205000,19
1.07,1.03,2.85,92154797,949000,5281000,19
4.26,4.12,11.17,357100870,271007000,86002000,19
1.07,1.03,2.88,91761418,951000,5414000,19
4.24,4.12,10.2,335817968,295804000,39973000,19
4.84,4.68,11.83,398451669,357355000,41040000,19
1.22,1.18,3.21,103768340,69753000,33880000,19
3.63,3.5,9.17,304942572,225906000,78967000,19
3.3,3.21,8.07,269558765,232606000,36937000,19
1.1,1.06,2.82,91698865,2094000,4188000,19
1.57,1.52,3.96,133820981,99824000,33940000,19
0.95,0.9,2.51,84515571,50687000,33791000,19
3.56,3.43,8.95,295304485,235226000,60057000,19
1.05,1,2.82,92380384,4845000,1513000,19
1.11,1.06,2.97,92502140,1117000,5585000,19
0.98,0.92,2.54,83123600,51059000,32037000,19
3.95,3.81,10,334047769,252016000,82005000,19
1.04,1,2.8,95171182,62095000,33050000,19
1.08,1.03,2.74,90000258,56985000,32991000,19
0.94,0.9,2.46,81963654,52961000,28978000,19
0.79,0.77,2,68100648,68098000,0,19
1.08,1.04,2.78,92296674,61188000,31095000,19
0.87,0.85,2.39,78658929,50405000,28226000,19
1,0.97,2.83,94738370,64483000,30226000,19
1,0.96,2.59,84787339,49856000,34899000,19
1.56,1.49,4.17,142193054,75083000,67074000,19
0.93,0.89,2.64,86156549,55083000,31047000,19
1.04,0.99,2.74,91695082,58360000,33204000,19
1.07,1.04,2.84,91468028,2906000,3493000,19
1.49,1.43,4.08,132214415,68094000,64088000,19
1.65,1.57,4.42,142523394,76730000,65769000,19
1.47,1.4,3.91,128334602,64668000,63673000,19
1.07,1.04,2.84,91764002,1235000,4941000,19
2.98,2.88,7.43,245540043,202586000,42912000,19
1.55,1.48,4.22,138946706,64467000,74385000,19
1.64,1.56,4.49,146921050,67953000,78945000,19
1.55,1.49,4.09,132787422,69400000,63365000,19
1.08,1.04,2.92,91841505,1963000,4525000,19
1.32,1.28,3.4,114695136,84498000,30177000,19
5.02,4.88,12.09,398245216,359190000,39020000,19
4.11,3.97,10.69,363096605,297053000,66011000,19
1.06,1.03,2.86,91556675,6326000,0,19
1.29,1.24,3.3,107305736,76192000,31078000,19
0.95,0.92,2.57,85453043,53269000,32162000,19
1.3,1.26,3.32,107169881,71018000,36009000,19
2.74,2.66,6.62,215219740,173339000,41840000,19
1.7,1.63,4.46,142982402,73979000,68981000,19
1.07,1.01,2.86,92127569,59072000,33040000,19
1.04,0.99,2.74,90528164,56264000,34160000,19
4.34,4.19,10.56,353417014,320473000,32945000,19
1.08,1.05,2.84,91420609,2139000,4279000,19
1.01,0.97,2.65,87030690,52999000,33999000,19
1.59,1.52,4.19,138174967,78084000,60064000,19
0.9,0.86,2.46,80655717,41805000,38819000,19
3.47,3.35,8.77,294152251,212078000,82030000,19
1.43,1.37,3.83,126618022,58807000,67778000,19
4.39,4.25,10.9,360395423,295285000,65062000,19
2.44,2.37,5.85,188119750,158076000,30014000,19
0.95,0.91,2.59,86503145,52291000,34190000,19
0.54,0.52,1.42,44713683,43709000,993000,19
1.12,1.07,2.87,96394828,63604000,32796000,19
4.45,4.3,11.14,374028914,303979000,69995000,19
1.35,1.29,3.63,117090714,82044000,35018000,19
1.03,0.99,2.71,90913179,60593000,30296000,19
1.15,1.11,3.04,99805922,70841000,28935000,19
1.07,1.04,2.85,91909258,6280000,0,19
4.08,3.95,9.84,326900541,290874000,35984000,19
1.47,1.4,3.89,131538505,61768000,69738000,19
5.04,4.87,12.49,412266580,334188000,78043000,19
1.06,1.03,2.79,91704611,1943000,4404000,19
1.06,1.02,2.83,93003569,2179000,5449000,19
0.16,0.16,0.42,13899178,13602000,0,20
0.02,0.02,0.06,1396949,1401000,0,20
