@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1.51,1.47,0.07,0.00,4.11,131404471,101233000,29774000,0
1.54,1.49,0.07,0.00,3.99,132342549,101486000,30843000,0
1.50,1.46,0.07,0.00,3.88,130556540,101433000,29124000,0
1.50,1.45,0.07,0.00,3.87,128253576,103133000,25032000,0
1.51,1.46,0.07,0.00,3.92,129289719,101113000,28031000,0
1.54,1.49,0.07,0.00,3.73,129869355,95794000,33927000,0
0.32,0.31,0.01,0.00,0.81,25647059,24658000,986000,0
0.95,0.91,0.05,0.00,2.47,88425731,56632000,31793000,0
1.53,1.48,0.07,0.00,3.87,129954119,94955000,34983000,0
0.32,0.31,0.01,0.00,0.83,25034279,23026000,2002000,0
0.32,0.30,0.01,0.00,0.84,25546623,23496000,1958000,0
0.29,0.28,0.01,0.00,0.75,24614226,22644000,1969000,0
0.31,0.30,0.01,0.00,0.84,24928418,23921000,996000,0
1.55,1.51,0.07,0.00,3.93,131235563,103172000,28046000,0
0.35,0.34,0.02,0.00,0.89,28313386,27291000,1010000,0
1.49,1.45,0.07,0.00,3.65,128419385,104520000,23890000,0
1.50,1.46,0.07,0.00,3.70,129954755,101751000,28208000,0
1.52,1.46,0.07,0.00,3.94,129149648,98114000,31036000,0
1.49,1.45,0.07,0.00,3.92,129596164,107438000,22090000,0
1.51,1.46,0.07,0.00,3.90,130785397,98826000,31944000,0
1.48,1.43,0.07,0.00,3.89,129829753,100101000,29733000,0
1.45,1.41,0.07,0.00,3.83,127332565,95245000,32082000,0
1.51,1.47,0.07,0.00,3.94,129645716,104434000,25104000,0
1.12,1.09,0.05,0.00,2.85,102175996,72110000,30045000,0
1.46,1.42,0.07,0.00,3.83,130153633,102120000,28033000,0
1.53,1.49,0.07,0.00,3.72,129259057,97190000,32062000,0
0.94,0.90,0.05,0.00,2.58,87146628,59028000,28013000,0
1.50,1.46,0.07,0.00,3.91,130230129,101179000,29051000,0
1.56,1.51,0.07,0.00,4.04,132340152,111440000,20895000,0
1.50,1.46,0.07,0.00,3.86,129606212,89416000,40187000,0
