file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1017851.exe , 12.11, 11.73,  0.54,  0.00, 29.85, 1061491012, 1059151000,    2000000
1497005.exe , 36.13, 34.99,  1.63,  0.00, 89.62, 3187785792, 3187759000,          0
1682543.exe ,  5.50,  5.34,  0.23,  0.00, 13.32,  456027159,  455020000,    1000000
1738528.exe , 24.52, 23.78,  1.06,  0.00, 60.15, 2072951701, 2071721000,     999000
1753870.exe ,  3.31,  3.21,  0.14,  0.00,  7.85,  265581530,  264566000,     998000
1769129.exe , 24.14, 23.41,  1.04,  0.00, 58.65, 2041725184, 2039551000,    1999000
1818972.exe ,  2.14,  2.08,  0.09,  0.00,  5.31,  177025754,  177015000,          0
1968707.exe ,  5.99,  5.82,  0.25,  0.00, 14.42,  493975733,  491930000,    1999000
2414239.exe ,  2.32,  2.26,  0.10,  0.00,  5.70,  190658719,  190664000,          0
2467389.exe ,  3.37,  3.26,  0.15,  0.00,  8.21,  284165077,  283025000,    1000000
2520984.exe , 12.37, 11.98,  0.57,  0.00, 31.00, 1111070049, 1109968000,     999000
2539436.exe ,  7.30,  7.08,  0.30,  0.00, 17.44,  596570473,  594515000,    1998000
2619764.exe ,  3.04,  2.95,  0.12,  0.00,  7.20,  240837821,  239824000,     999000
2636614.exe , 19.75, 19.14,  0.88,  0.00, 48.91, 1718560836, 1716364000,    1999000
2695910.exe ,  2.01,  1.95,  0.08,  0.00,  4.80,  163595982,  160519000,    2991000
2754917.exe ,  3.59,  3.48,  0.14,  0.00,  8.63,  283318291,  281315000,    1995000
2820114.exe ,  3.40,  3.29,  0.15,  0.00,  8.36,  290502627,  289496000,     998000
2983368.exe ,  5.95,  5.76,  0.27,  0.00, 15.88,  518707735,  515682000,    3003000
3008897.exe ,  2.00,  1.93,  0.09,  0.00,  5.02,  175644912,  173635000,    1995000
3048609.exe ,  5.01,  4.86,  0.22,  0.00, 13.19,  421029102,  419030000,    2000000
3261436.exe , 24.02, 23.30,  1.03,  0.00, 59.23, 2026235122, 2024838000,     999000
3608182.exe ,  1.28,  1.25,  0.06,  0.00,  3.15,  107328911,  106322000,    1003000
3627461.exe , 11.21, 10.86,  0.51,  0.00, 28.22, 1004304067, 1004044000,          0
363509.exe  ,  8.53,  8.27,  0.38,  0.00, 21.19,  745529130,  744402000,     999000
3666543.exe ,  0.06,  0.06,  0.00,  0.00,  0.15,    5497537,    4512000,     902000
3731597.exe , 20.98, 20.32,  0.94,  0.00, 52.19, 1845432052, 1844203000,     999000
4046853.exe ,  4.72,  4.58,  0.21,  0.00, 11.89,  410569294,  408508000,    1997000
4162031.exe ,  3.43,  3.33,  0.14,  0.00,  8.21,  280972203,  280833000,          0
4232498.exe ,  3.38,  3.28,  0.15,  0.00,  8.32,  291177438,  290173000,    1000000
4392621.exe ,  2.61,  2.54,  0.12,  0.00,  6.63,  233714103,  233692000,          0
4580317.exe ,  4.62,  4.49,  0.19,  0.00, 11.03,  377286256,  376283000,    1000000
4771936.exe ,  6.36,  6.18,  0.27,  0.00, 16.07,  533148802,  530141000,    2995000
5075663.exe ,  5.20,  5.04,  0.23,  0.00, 12.83,  444443842,  443447000,    1001000
5104802.exe ,  2.03,  1.97,  0.08,  0.00,  4.87,  162423173,  160387000,    1992000
515379.exe  ,  2.44,  2.37,  0.11,  0.00,  6.18,  213988985,  212898000,     999000
515918.exe  , 12.11, 11.71,  0.56,  0.00, 30.76, 1086393539, 1084255000,    1998000
5220159.exe ,  4.03,  3.91,  0.18,  0.00, 10.75,  357012151,  357007000,          0
5306249.exe ,  3.82,  3.70,  0.16,  0.00,  9.26,  310751627,  309682000,     998000
5543997.exe ,  4.81,  4.66,  0.21,  0.00, 11.88,  405113962,  404014000,    1000000
5544001.exe ,  4.75,  4.60,  0.21,  0.00, 11.95,  408633227,  405513000,    2996000
5559815.exe , 25.47, 24.71,  1.10,  0.00, 62.88, 2150892868, 2149077000,    1000000
5794471.exe ,  4.06,  3.95,  0.17,  0.00,  9.60,  327260364,  324270000,    2993000
5797219.exe ,  1.05,  1.02,  0.05,  0.00,  2.83,   98461609,   97461000,     994000
5878214.exe , 13.72, 13.25,  0.79,  0.00, 35.72, 1225844080, 1064747000,  160961000
5920970.exe ,  3.39,  3.28,  0.15,  0.00,  8.28,  290504961,  288374000,    1995000
6022214.exe ,  7.24,  7.01,  0.33,  0.00, 18.19,  646234441,  645148000,    1000000
6123694.exe ,  4.89,  4.75,  0.21,  0.00, 11.82,  403805543,  403804000,          0
6125506.exe , 24.72, 23.98,  1.07,  0.00, 60.52, 2104626251, 2103382000,     999000
6227368.exe ,  3.62,  3.51,  0.15,  0.00,  8.87,  299291142,  298172000,    1000000
6227710.exe ,  2.98,  2.89,  0.13,  0.00,  7.42,  255565335,  253472000,    1995000
6235594.exe ,  1.95,  1.88,  0.09,  0.00,  5.12,  176299746,  172200000,    4004000
