file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1172589.exe ,  3.02,  2.43,  0.00,  0.05,  0.00,  148937174,  144738000,    3992000,  165745889
126726.exe  ,  4.62,  3.75,  0.00,  0.07,  0.00,  217624777,  216632000,    1002000,  236054896
1342186.exe , 10.27,  8.36,  0.00,  0.16,  0.00,  478618289,  470600000,    7993000,  498608593
1409011.exe ,  3.07,  2.48,  0.00,  0.05,  0.00,  146940586,  142951000,    3998000,  166901315
1690595.exe ,  2.24,  1.81,  0.00,  0.04,  0.00,  107489741,  104537000,    2986000,  124034057
1825983.exe ,  4.51,  3.68,  0.00,  0.07,  0.00,  208214779,  205176000,    3002000,  225300582
1883504.exe ,  4.63,  3.77,  0.00,  0.07,  0.00,  215127194,  211091000,    4001000,  230748468
201747.exe  ,  4.71,  3.84,  0.00,  0.07,  0.00,  215463203,  211454000,    4008000,  232503841
2024997.exe ,  3.45,  2.79,  0.00,  0.06,  0.00,  165193858,  164207000,     995000,  183126155
2094555.exe ,  3.93,  3.34,  0.00,  0.05,  0.00,  139399649,  135305000,    4009000,  155260770
2131253.exe ,  5.75,  4.69,  0.00,  0.09,  0.00,  263054794,  260045000,    3000000,  280956725
229437.exe  ,  4.86,  3.95,  0.00,  0.08,  0.00,  226256793,  223260000,    3003000,  245333385
230403.exe  ,  3.04,  2.45,  0.00,  0.05,  0.00,  145725541,  141751000,    4021000,  162801196
2616722.exe ,  3.03,  2.43,  0.00,  0.05,  0.00,  149407904,  147315000,    2004000,  170110129
2631785.exe ,  3.55,  2.88,  0.00,  0.06,  0.00,  166438287,  162438000,    3986000,  186436117
2642820.exe ,  3.53,  2.87,  0.00,  0.06,  0.00,  165074720,  161069000,    4001000,  182627951
2657371.exe ,  6.67,  5.43,  0.00,  0.10,  0.00,  307797230,  304780000,    3007000,  327012337
2781088.exe ,  4.56,  3.71,  0.00,  0.07,  0.00,  211061325,  208085000,    2986000,  227944951
2923923.exe ,  2.03,  1.61,  0.00,  0.04,  0.00,  102849599,   98848000,    4034000,  123430133
2946862.exe ,  1.97,  1.58,  0.00,  0.03,  0.00,   97994223,   94001000,    4000000,  118497942
3025699.exe ,  6.52,  5.30,  0.00,  0.10,  0.00,  303682806,  300683000,    2996000,  320068754
3098869.exe ,  3.06,  2.47,  0.00,  0.05,  0.00,  146790331,  141800000,    4992000,  162427334
336539.exe  ,  4.53,  3.69,  0.00,  0.07,  0.00,  209260283,  207185000,    1992000,  225191737
338328.exe  ,  3.03,  2.46,  0.00,  0.05,  0.00,  142657268,  140657000,    1995000,  159434564
3457445.exe ,  3.90,  3.17,  0.00,  0.06,  0.00,  181673729,  179667000,    2007000,  201705645
3461403.exe ,  3.01,  2.43,  0.00,  0.05,  0.00,  144741370,  142753000,    1996000,  162653794
3515653.exe ,  3.01,  2.44,  0.00,  0.05,  0.00,  143567005,  140593000,    2991000,  161186101
3605312.exe ,  4.97,  4.05,  0.00,  0.08,  0.00,  229056535,  225030000,    3982000,  247756195
3632999.exe ,  4.59,  3.74,  0.00,  0.07,  0.00,  211377239,  208360000,    3005000,  230613761
3703754.exe , 22.89, 18.70,  0.00,  0.35,  0.00, 1042127896, 1038028000,    3996000, 1061528225
3837785.exe ,  4.67,  3.80,  0.00,  0.07,  0.00,  216936433,  211922000,    4998000,  234418348
3893727.exe ,  9.22,  7.50,  0.00,  0.15,  0.00,  426306228,  421279000,    5003000,  443490080
3997375.exe ,  3.08,  2.49,  0.00,  0.05,  0.00,  145964198,  140939000,    5033000,  162510422
4005226.exe ,  2.05,  1.65,  0.00,  0.03,  0.00,  100020089,   96905000,    2997000,  117696665
4027093.exe ,  2.00,  1.61,  0.00,  0.03,  0.00,   97693570,   96674000,     996000,  116190888
4261206.exe ,  2.04,  1.64,  0.00,  0.03,  0.00,   99844228,   95843000,    3993000,  117616035
4306462.exe ,  3.51,  2.84,  0.00,  0.06,  0.00,  165460616,  163447000,    2005000,  182661521
4307955.exe ,  3.05,  2.47,  0.00,  0.05,  0.00,  143569733,  140554000,    3011000,  159782590
4312536.exe ,  7.25,  5.92,  0.00,  0.11,  0.00,  330985249,  326968000,    4011000,  350668559
4320720.exe ,  3.05,  2.47,  0.00,  0.05,  0.00,  144508711,  141549000,    3011000,  162515108
4419376.exe ,  1.98,  1.59,  0.00,  0.03,  0.00,   96316017,   94366000,    2007000,  114075806
4455035.exe ,  3.13,  2.56,  0.00,  0.05,  0.00,  141255018,  137287000,    3979000,  160035941
4458794.exe ,  3.66,  2.97,  0.00,  0.06,  0.00,  170965928,  167999000,    2999000,  190816777
459141.exe  ,  3.63,  2.95,  0.00,  0.06,  0.00,  168436232,  162272000,    5973000,  188028998
4612168.exe ,  4.70,  3.83,  0.00,  0.07,  0.00,  215233872,  212078000,    3001000,  232620748
4689992.exe ,  3.56,  2.89,  0.00,  0.06,  0.00,  165841700,  162719000,    2976000,  183127279
4766440.exe ,  1.98,  1.59,  0.00,  0.03,  0.00,   97289430,   93326000,    3971000,  114386299
4817246.exe ,  5.12,  4.16,  0.00,  0.08,  0.00,  239708208,  237677000,    1997000,  256914372
5272843.exe ,  9.25,  7.53,  0.00,  0.15,  0.00,  426917848,  422896000,    3999000,  444174073
548972.exe  ,  4.52,  3.67,  0.00,  0.07,  0.00,  211284176,  207230000,    3985000,  229821391
549722.exe  ,  2.03,  1.64,  0.00,  0.03,  0.00,   96671718,   94661000,    1992000,  116743450
5569370.exe ,  3.08,  2.50,  0.00,  0.05,  0.00,  145112343,  141007000,    4000000,  164823108
5747289.exe ,  4.63,  3.77,  0.00,  0.07,  0.00,  214381992,  213363000,    1001000,  231745257
5879064.exe ,  3.04,  2.46,  0.00,  0.05,  0.00,  145950351,  141935000,    4026000,  166058561
5879463.exe ,  1.98,  1.58,  0.00,  0.03,  0.00,   97205391,   93239000,    3967000,  117613196
5885275.exe ,  2.02,  1.62,  0.00,  0.03,  0.00,   99169059,   97158000,    2003000,  116409113
6024714.exe ,  8.83,  7.20,  0.00,  0.14,  0.00,  402669745,  395657000,    6993000,  419801169
6049676.exe ,  4.53,  3.67,  0.00,  0.07,  0.00,  211713627,  208720000,    2995000,  231346213
6068580.exe ,  3.04,  2.46,  0.00,  0.05,  0.00,  143458878,  142469000,    1003000,  160122215
6077826.exe ,  4.58,  3.71,  0.00,  0.07,  0.00,  213142510,  210147000,    3002000,  231691658
6082113.exe ,  5.70,  4.62,  0.00,  0.09,  0.00,  265481944,  262469000,    2993000,  282027562
6124881.exe ,  1.97,  1.57,  0.00,  0.03,  0.00,   97259806,   96244000,    1002000,  116468744
6178134.exe ,  4.54,  3.69,  0.00,  0.07,  0.00,  209262863,  206126000,    3001000,  225131566
6322015.exe ,  3.05,  2.47,  0.00,  0.05,  0.00,  144378765,  142391000,    2005000,  161401773
6467813.exe ,  2.27,  1.82,  0.00,  0.04,  0.00,  110398503,  106429000,    3978000,  129279672
6585390.exe ,  1.99,  1.59,  0.00,  0.03,  0.00,   98949304,   96036000,    2970000,  118382385
6612008.exe ,  3.53,  2.86,  0.00,  0.06,  0.00,  164540730,  162517000,    2006000,  181379590
6616216.exe ,  4.73,  3.85,  0.00,  0.07,  0.00,  218589200,  214633000,    3993000,  237291772
6674693.exe ,  3.47,  2.81,  0.00,  0.06,  0.00,  164180856,  161118000,    3002000,  181354909
6808918.exe ,  3.03,  2.45,  0.00,  0.05,  0.00,  142413191,  139211000,    3004000,  160047628
6888530.exe ,  8.91,  7.26,  0.00,  0.14,  0.00,  408399664,  401363000,    7006000,  426646834
719640.exe  , 10.20,  8.32,  0.00,  0.16,  0.00,  465667792,  462606000,    2997000,  483448379
736324.exe  ,  3.02,  2.44,  0.00,  0.05,  0.00,  143201140,  140081000,    3001000,  163515059
7398850.exe ,  4.63,  3.76,  0.00,  0.07,  0.00,  213888983,  211881000,    1998000,  233169924
7740449.exe ,  3.95,  3.23,  0.00,  0.06,  0.00,  181257430,  173179000,    8008000,  198435982
7765486.exe ,  3.46,  2.81,  0.00,  0.06,  0.00,  163227541,  161260000,    2003000,  182571665
8210107.exe ,  3.10,  2.51,  0.00,  0.05,  0.00,  144035407,  141010000,    3000000,  160035411
8223643.exe ,  2.04,  1.65,  0.00,  0.03,  0.00,   97794046,   95793000,    1995000,  117081799
8482488.exe , 10.41,  8.52,  0.00,  0.16,  0.00,  468065852,  467033000,    1000000,  488715410
8589353.exe ,  8.93,  7.31,  0.00,  0.14,  0.00,  401384314,  398246000,    2994000,  421449764
