file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1103772.exe ,  4.57,  3.52,  0.00,  0.09,  0.00,  259885013,   91771000,   12101000,  282157913
1155269.exe ,  6.21,  4.99,  0.00,  0.10,  0.00,  301972761,  165786000,   17081000,  318600477
1172017.exe ,  4.58,  3.63,  0.00,  0.08,  0.00,  233752783,   91425000,   23973000,  252652324
1265468.exe ,  6.12,  4.91,  0.00,  0.10,  0.00,  300365640,  167651000,   13970000,  317564293
1346726.exe ,  6.34,  5.05,  0.00,  0.11,  0.00,  314892190,  186987000,    8253000,  333213182
1482288.exe ,  4.37,  3.47,  0.00,  0.08,  0.00,  220915395,   93224000,    9917000,  241064668
1558669.exe ,  3.71,  2.91,  0.00,  0.07,  0.00,  191314871,  178299000,   13021000,  211997998
1881529.exe ,  6.44,  5.19,  0.00,  0.10,  0.00,  305504242,  177290000,   10016000,  322285865
1892033.exe ,  4.56,  3.63,  0.00,  0.08,  0.00,  225601490,   95907000,   12572000,  242211153
1992578.exe ,  4.43,  3.52,  0.00,  0.08,  0.00,  224086597,   97088000,    8526000,  241226220
1997898.exe ,  4.34,  3.43,  0.00,  0.08,  0.00,  221818731,   94236000,    8927000,  241684329
2040953.exe ,  6.34,  5.07,  0.00,  0.11,  0.00,  311634198,  178081000,   14006000,  328880748
2079377.exe ,  3.78,  2.99,  0.00,  0.06,  0.00,  188337020,  179281000,    9014000,  204940854
2396518.exe ,  5.09,  4.04,  0.00,  0.09,  0.00,  253871908,  122194000,   12729000,  273251959
2417063.exe ,  4.38,  3.48,  0.00,  0.07,  0.00,  218771828,   87502000,   13075000,  235936142
2475670.exe ,  4.34,  3.43,  0.00,  0.08,  0.00,  220621538,   85121000,   16435000,  238570366
2553709.exe ,  4.68,  3.71,  0.00,  0.08,  0.00,  234383050,  102262000,   14700000,  253869397
2677632.exe ,  4.42,  3.51,  0.00,  0.08,  0.00,  220659524,   88374000,   14059000,  240293504
2683511.exe ,  5.94,  4.73,  0.00,  0.10,  0.00,  289589155,  281328000,    7980000,  305563111
2684432.exe ,  5.39,  4.30,  0.00,  0.09,  0.00,  267083708,  255064000,   12003000,  286186762
2736927.exe ,  4.43,  3.51,  0.00,  0.08,  0.00,  224893799,   94318000,   12170000,  245145462
2918721.exe ,  5.44,  4.35,  0.00,  0.09,  0.00,  265710328,  257703000,    7990000,  282818969
2969923.exe ,  4.39,  3.48,  0.00,  0.07,  0.00,  219745209,   87938000,   13140000,  237189615
3005234.exe ,  3.46,  2.73,  0.00,  0.06,  0.00,  176496961,  168477000,    8022000,  193694887
3046173.exe ,  4.38,  3.47,  0.00,  0.08,  0.00,  220085416,   93384000,    8270000,  239784734
3321447.exe ,  6.40,  5.12,  0.00,  0.11,  0.00,  310156539,  177351000,   13986000,  328143126
3467583.exe ,  5.07,  4.01,  0.00,  0.09,  0.00,  253864268,  121038000,   13112000,  270640323
3716781.exe ,  6.00,  4.82,  0.00,  0.10,  0.00,  283692372,  156855000,   15082000,  303912897
3730870.exe ,  4.48,  3.56,  0.00,  0.08,  0.00,  223921887,   95705000,    9432000,  241364005
3856382.exe ,  5.25,  4.19,  0.00,  0.09,  0.00,  257348082,  250293000,    7008000,  274509071
3872603.exe ,  5.64,  4.48,  0.00,  0.10,  0.00,  281147435,  272097000,    9003000,  301728875
4039956.exe ,  6.42,  5.16,  0.00,  0.10,  0.00,  306649623,  171924000,   16343000,  322458223
4042441.exe ,  5.11,  4.06,  0.00,  0.09,  0.00,  254170541,  127761000,    7985000,  270133927
4124395.exe ,  4.46,  3.56,  0.00,  0.07,  0.00,  216978964,   88731000,   10966000,  237390410
4136556.exe ,  4.73,  3.76,  0.00,  0.08,  0.00,  234804027,  102656000,   14030000,  252283629
4168672.exe ,  4.40,  3.49,  0.00,  0.07,  0.00,  217698238,   90410000,   10351000,  236557834
4173136.exe ,  4.44,  3.53,  0.00,  0.07,  0.00,  219005131,   91447000,    9044000,  236072856
4198999.exe ,  3.42,  2.71,  0.00,  0.06,  0.00,  171390626,  164347000,    7014000,  188521290
4232821.exe ,  6.30,  5.06,  0.00,  0.10,  0.00,  302299744,  177333000,    6011000,  319078970
4445432.exe ,  4.52,  3.60,  0.00,  0.08,  0.00,  221766249,   94823000,    8802000,  238148739
4514265.exe ,  4.54,  3.61,  0.00,  0.08,  0.00,  223253684,   92970000,   11694000,  238464555
4549636.exe ,  4.45,  3.54,  0.00,  0.07,  0.00,  218207657,   88551000,   11366000,  235144071
4732044.exe ,  4.53,  3.60,  0.00,  0.08,  0.00,  226058932,   95092000,   13012000,  243364902
4981197.exe ,  4.53,  3.60,  0.00,  0.08,  0.00,  225563345,   90255000,   16045000,  243346588
5022885.exe ,  6.97,  5.52,  0.00,  0.12,  0.00,  346237255,  212498000,   14964000,  364666982
5026025.exe ,  5.44,  4.34,  0.00,  0.09,  0.00,  264458546,  256480000,    8015000,  282512675
5445826.exe ,  3.45,  2.72,  0.00,  0.06,  0.00,  171671578,  159591000,   12044000,  188941881
5681711.exe ,  4.58,  3.63,  0.00,  0.08,  0.00,  228407403,   98317000,   11035000,  245834396
5733034.exe ,  5.17,  4.08,  0.00,  0.09,  0.00,  263047914,  131207000,   14130000,  282020511
5804368.exe ,  3.90,  3.06,  0.00,  0.07,  0.00,  197202516,  186183000,   11010000,  217050213
5810439.exe ,  4.43,  3.50,  0.00,  0.08,  0.00,  224729641,   97033000,    9003000,  243609971
5822321.exe ,  8.55,  6.78,  0.00,  0.14,  0.00,  422625229,  290428000,   13892000,  440557276
5916532.exe ,  3.96,  3.14,  0.00,  0.07,  0.00,  196070637,  187037000,    8953000,  214135887
5924646.exe ,  6.08,  4.88,  0.00,  0.10,  0.00,  291643337,  163531000,   10032000,  309296356
595020.exe  ,  5.92,  4.76,  0.00,  0.10,  0.00,  282302690,  274289000,    8008000,  299885549
6293397.exe ,  5.25,  4.17,  0.00,  0.09,  0.00,  258888085,  125703000,   15035000,  277248304
6293413.exe ,  4.46,  3.54,  0.00,  0.08,  0.00,  222106879,   92616000,   11581000,  238727699
6345192.exe ,  5.45,  4.27,  0.00,  0.09,  0.00,  278363728,  261425000,   16962000,  297902625
6370353.exe ,  7.02,  5.66,  0.00,  0.11,  0.00,  327502424,  184750000,   24097000,  343527466
6377946.exe ,  5.19,  4.10,  0.00,  0.09,  0.00,  260573410,  133456000,    7967000,  280115975
6456798.exe ,  6.34,  5.08,  0.00,  0.10,  0.00,  305381958,  174691000,   11978000,  324900030
6842210.exe ,  9.12,  7.31,  0.00,  0.15,  0.00,  429473911,  412435000,   17017000,  449357209
7004988.exe ,  5.16,  4.09,  0.00,  0.09,  0.00,  257047903,  124748000,   13536000,  275661911
7032575.exe ,  4.59,  3.64,  0.00,  0.08,  0.00,  228428343,  101814000,    7985000,  245804741
7050720.exe ,  6.15,  4.90,  0.00,  0.10,  0.00,  297775707,  286754000,   10990000,  315096545
7358513.exe ,  6.30,  5.04,  0.00,  0.10,  0.00,  306280695,  177890000,    9993000,  326691560
7367344.exe ,  6.56,  5.26,  0.00,  0.11,  0.00,  315052882,  182568000,   14043000,  333466783
7386755.exe ,  6.38,  5.11,  0.00,  0.10,  0.00,  308062939,  175661000,   13238000,  326941899
7479126.exe ,  6.29,  5.03,  0.00,  0.10,  0.00,  306021210,  176738000,   10041000,  325406721
7481054.exe ,  4.44,  3.52,  0.00,  0.08,  0.00,  221244836,   85244000,   17048000,  238678489
7491295.exe ,  4.18,  3.32,  0.00,  0.07,  0.00,  206851097,   72994000,   14998000,  224302972
7602594.exe ,  4.60,  3.65,  0.00,  0.08,  0.00,  227232468,   95730000,   11966000,  245353590
7787632.exe ,  4.50,  3.56,  0.00,  0.08,  0.00,  225702649,   94371000,   12047000,  244701214
7819092.exe ,  3.79,  2.98,  0.00,  0.07,  0.00,  192130357,  181145000,   11008000,  207788722
8030161.exe ,  6.41,  5.16,  0.00,  0.10,  0.00,  304136062,  175148000,   10066000,  321108632
8035104.exe ,  6.34,  5.10,  0.00,  0.10,  0.00,  300512878,  168851000,   13038000,  317232378
8461983.exe ,  6.32,  5.06,  0.00,  0.10,  0.00,  305731108,  175302000,   10587000,  323061697
8600751.exe ,  4.35,  3.51,  0.00,  0.07,  0.00,  201944947,   78014000,   12158000,  222424683
8704020.exe ,  4.38,  3.49,  0.00,  0.07,  0.00,  214683145,   83169000,   13026000,  234649285
899348.exe  ,  4.64,  3.69,  0.00,  0.08,  0.00,  227177636,   97482000,   11169000,  243706981
