14,77;Joules;power/energy-pkg/;479296908;100,00;;
14,77;Joules;power/energy-pkg/;479294297;100,00;;
1,58;Joules;power/energy-ram/;479291960;100,00;;
447371000;ns;user_time;447371000;100,00;;
31955000;ns;system_time;31955000;100,00;;
