@relation problema
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-store-misses' real
@attribute 'LLC-stores' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-store-misses' real
@attribute 'dTLB-stores' real
@attribute 'page-faults' real
@attribute 'iTLB-load-misses' real
@attribute 'iTLB-loads' real
@attribute 'instructions' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
214934,263945694,140570756,1357171,27432,144268,9273,56976,167392602,548791,166385117,547322,103271,2019643,520824847,115797,266414844,1125,143057240,131,104897,230416,820247015,140971409,109736000,30925000,155387366,0
240176,264644409,141301107,1448662,28754,147662,9286,59631,166651319,573042,166817551,578251,115400,2135850,516858625,116900,266517701,1325,142663023,130,105918,13344,821942697,142494862,107367000,34795000,156708417,0
111015,4966210,3434092,382935,17410,58726,46252,41265,6590405,30425,6587117,30772,159498,802657,17108663,?,?,?,?,594,?,?,?,6627548,5218000,1043000,20856998,0
123076,64463278,31427908,531683,15967,74009,1981,14020,55882315,25902,55856087,24596,70138,556478,95540613,3006,76074179,233,30089095,331,1166,2137,256095246,25541491,25260000,0,39896900,0
145235,66421846,29559677,456664,21457,83332,1832,11667,51537039,20079,51510236,36729,150278,659354,98754710,5723,75355185,515,33245644,134,1334,2501,259888832,25839888,23580000,1965000,39918949,0
144206,65664522,29334515,445436,20689,81000,1704,13675,51460713,24068,51515164,22570,49513,473325,95818122,3758,74961105,214,32980952,133,1726,2144,258702203,25876554,24633000,985000,40048312,0
228794,265801171,140831043,1345149,25817,138734,12966,71663,165742544,554520,166468910,546413,131003,2102791,515034198,115357,270552606,1173,143318615,129,105433,8128,820960298,138862405,108639000,29900000,153131334,0
94302,56291954,32665247,498068,20385,77879,19175,51149,63611991,75203,63942957,60400,235491,883628,105497623,3832,61162926,238,37080217,132,1383,3901,306781983,28535157,26167000,2012000,42592519,0
222571,264281407,140955329,1388611,28562,145590,11667,53157,166979680,581005,165806707,577958,84102,2048937,518560293,116434,266616788,1085,143433284,128,181570,12781,821226673,140405813,105075000,35025000,154712772,0
181970,95503923,44419624,1042675,24555,122797,5767,39241,64212041,273488,64330646,269761,87195,1308031,337855997,111740,96905339,707,44985358,134,105044,5283,334343734,90499355,59472000,30727000,104705638,0
244149,263793760,141089616,1435176,28896,149703,13725,60649,166743845,513638,165858581,520385,133659,2104877,522579008,117362,266728073,1349,143403372,131,105554,308878,820432365,141790413,107497000,33841000,155990227,0
220934,264363334,140590695,1379045,27572,145178,9946,58854,167310627,523207,166451842,522815,108455,2056445,524770023,116439,266786143,1199,143404545,131,105089,277663,820152796,141426498,112096000,29025000,155793593,0
225246,267444315,140846661,1406173,27479,146398,9015,57215,167014114,546989,167310191,545222,81236,2027024,516685355,116355,271662217,1107,144155575,129,105807,8872,826465850,139840559,101331000,38124000,153967172,0
267822,264497355,141859199,1425706,34760,156595,9043,60233,165252031,578317,165896807,574662,87274,2077260,514868947,116425,268078351,1126,143855872,131,105514,12825,823176441,139461133,117098000,22018000,153700735,0
234869,263103888,140665820,1366775,27017,141439,8966,53248,166115521,521842,166471417,519740,80636,1989587,515242348,116815,267675832,1132,143324039,129,105278,13217,820629276,140150536,104805000,34935000,154159694,0
134953,69197251,29158140,489824,21630,83426,2171,11857,52126097,25273,52303955,24334,57323,490281,98191006,3867,75681030,215,33217660,141,1158,2168,261614888,26523403,25182000,1007000,40662612,0
217780,266366763,140541404,1363588,25983,141442,10934,67866,166059229,564068,166665740,555110,99906,2068727,515006787,115553,270775246,1071,143484487,128,105077,8003,822325476,139030232,113665000,24926000,153242792,0
193563,100078957,47035248,1067224,25569,118890,142572,53355,70077070,285239,69060012,282116,367126,2107036,352191168,116255,101546071,742,47303580,1892,109271,6922,349886034,94750162,58643000,35782000,109244830,0
229785,262969308,140301510,1421216,28046,146533,8950,58237,165994477,582910,166495678,576590,81736,2010689,517945958,116066,268122633,1062,143389029,128,105076,12617,820133931,139378111,101971000,36989000,153692018,0
229955,265761586,140663602,1397645,28756,141995,9073,64693,166403175,549443,167726699,556169,248352,2159825,520268309,114762,271624269,1148,143470441,129,105825,9747,823007238,138959861,110607000,27901000,153298902,0
217886,266675942,140858307,1362326,26579,144156,11470,63418,166826012,573500,166805456,563395,116725,2119822,515310244,116177,269973447,1094,143290924,128,105153,8380,823330158,139838621,115454000,24094000,153933017,0
218189,65687179,29708392,501570,21126,76187,2961,22117,48774848,49537,48927235,41214,81496,715765,93466975,4625,71686620,263,31374575,135,1474,2395,247218786,28937182,25570000,3068000,43118482,0
245000,265494807,141834064,1367559,27090,144747,10705,53116,166598951,525340,165258787,521163,81187,2023638,521211870,118389,266040591,1407,143566083,128,107493,268924,823030534,140982487,110524000,30143000,155085979,0
215156,264107399,140919304,1334291,26846,140844,9993,59312,164254756,508177,165110970,502677,86758,1960199,508168132,115209,267826075,1073,143480564,130,105193,11922,820332778,139136237,103877000,34958000,153473181,0
186480,68306773,30334110,451863,19624,82336,5629,10734,52074541,22370,52159916,20313,49480,473088,97222084,3798,76396245,224,33712910,136,1232,2300,264891378,26323580,25005000,1000000,40690294,0
251409,266259414,141076868,1365559,26883,140645,10136,62475,166472666,560023,167138154,556912,95925,2027707,517366924,116190,271374638,1120,143939191,129,174687,8995,824088642,139699262,117402000,21888000,153833135,0
233158,262894493,140652498,1346801,26915,140858,9152,54285,165743515,581394,166281318,577296,88386,1952826,517993562,116113,267831992,1144,143613334,128,105067,12504,821623086,139915098,105549000,33855000,154150882,0
139204,68688471,28915343,463674,20057,80900,4725,16496,52077663,22833,52022598,22262,63289,481579,96181128,3706,75039991,213,32793140,135,1236,2441,258887657,25938470,24708000,988000,40225465,0
228305,266887034,140787983,1411599,26851,146917,10730,59037,166207858,613838,167066398,625434,99213,2109948,518213783,117286,270459291,1331,143360000,128,105388,53162,824426060,143060716,113562000,29144000,157553033,0
207027,95471687,44481212,1025314,25104,123248,8016,39581,64570965,273482,64452368,269229,82770,1330260,338906451,111427,96687377,660,44945773,136,104827,5915,334294828,91537431,53130000,38093000,105887399,0
132778,66720860,29491644,469637,19740,81325,1687,10020,52517218,20132,51969425,22280,60357,471884,97214733,3923,75453631,226,33385732,134,1208,2494,261024955,25844589,22513000,2936000,40188368,0
131822,68643440,28925658,462411,19727,81380,5943,10598,52467972,22723,52352181,21777,49552,471791,97928461,3840,75570950,211,33093330,135,1160,2341,258659802,26022899,23806000,1983000,40278835,0
145111,65536499,29174062,460782,20539,82354,1730,12902,52162226,22521,52141837,20745,49284,467497,97568383,3598,75003471,208,32793417,136,1633,2302,256896513,26042342,22816000,2976000,40156551,0
222781,267286661,141273172,1368096,27398,142276,11424,62209,164663129,551696,165652102,545382,78134,1929507,511372607,114588,270356318,1179,143426254,127,106839,8009,820846687,138606640,123265000,15032000,152919851,0
214693,265865580,140620437,1338182,26082,139994,12767,64491,166821625,558196,167143633,548095,148509,2151016,518322438,116498,270669207,1067,143489040,129,105102,108170,822596747,139585413,112211000,27051000,153839635,0
251359,266109178,141079810,1423874,27248,144264,10392,58184,168016189,497347,166434093,505789,88910,2054419,523411648,116253,268704108,1355,143286461,129,106809,306546,819880833,142268803,105973000,35990000,156386501,0
224936,266215258,140777058,1376937,33620,150858,9055,57722,166893591,552372,167098770,546645,85940,1982621,516215736,115950,270146231,1093,143143301,129,104821,10284,820900275,139945053,115576000,24120000,154099678,0
223268,267386417,140872858,1393674,27544,153813,52984,59516,168780116,642519,168283311,646257,115542,2187077,527137586,138843,269647564,1309,143140556,129,106735,238916,824046496,141808979,107326000,34103000,156157139,0
262456,271939577,140628862,1434459,24661,142103,23548,82905,162955699,559821,167442069,558071,115715,2151385,511830243,109699,282631399,2150,149667474,325,100222,8880,853975780,138720077,100201000,38076000,152904233,0
270522,267665807,141220705,1382044,38870,154748,9036,55087,166496670,540701,166922064,542255,124321,2040990,517500909,116856,271695035,1213,144057249,128,105642,9248,826788059,139705860,110199000,29052000,154067448,0
129829,68623031,29144513,461984,20177,80843,5901,10976,51951763,22517,51618174,21064,50333,468399,96742505,3720,74698191,214,32962123,136,1186,2347,258853406,25959271,24693000,987000,40470525,0
242652,264390248,141306899,1411580,27939,152552,9174,55170,166404312,499270,166600577,511349,86761,2118286,511315901,117192,267090524,1301,143281361,129,105630,12248,824282757,142536220,114143000,28035000,156995379,0
218214,265090105,140382524,1354849,26709,141050,9272,54866,167218977,588399,166243191,588104,92924,1992886,518582501,116547,267402708,1163,143388232,129,105556,12789,822402486,140027556,110711000,28924000,154362550,0
166129,249509892,126511878,914263,22702,111820,6900,29887,148090326,299074,147646109,321954,102114,1357246,277103689,10797,253593917,731,136115775,325,3799,6684,747213550,75056043,71802000,2950000,89160331,0
132883,68814273,29578510,475621,20974,83188,2188,11254,51794834,22404,51529972,21300,49549,472610,95836046,3682,74444406,214,32664415,137,1458,2262,257198451,25903258,25536000,0,40109951,0
164178,67351569,30037539,440442,20411,82534,4081,18005,51993337,29813,51657742,26867,74817,503661,96425332,3664,74492732,209,32708669,135,3010,2246,257503275,25836813,24563000,982000,39930381,0
231926,263999485,140275675,1348785,27723,142687,10906,55277,166939875,584581,166419413,575202,115383,2036914,518531478,116703,267396919,1133,143506680,130,105560,11928,821708451,139862950,102272000,37098000,154267525,0
230123,267602295,141526804,1445817,27803,152362,31617,140440,169957111,649453,169862393,657553,133059,2825856,544958063,118150,272590751,1481,144457839,128,281371,8753,826332127,144985882,113746000,30931000,159371740,0
238870,262329630,141274534,1431705,28715,150219,9145,60020,166063716,599332,166150989,606783,81562,2130120,527610872,116089,263460813,1315,142224033,129,407774,306529,815288656,143302955,110987000,31996000,157521680,0
139314,70321671,29962881,490307,20101,78350,5137,20462,51241565,34636,52214699,29217,68719,579193,102301695,3579,77808295,226,33632723,138,1201,2345,274554721,27471626,27200000,0,41660906,0
249455,266080270,140932083,1340418,27177,141766,9309,54418,166044595,550305,166801887,544707,83065,2020789,516180091,116012,270973845,1141,143539877,129,105185,101602,822455329,140112775,108835000,30953000,154466837,0
167549,66665289,29857439,453856,20029,82753,5294,12636,52052233,26706,51666477,24325,60659,500730,96177365,3805,74957367,218,33032737,135,1183,3310,259192694,26048048,24705000,988000,40424789,0
130229,67513106,29917032,468779,20739,82465,1964,13277,51782640,22923,51784910,24060,52043,493738,96507394,3819,75034103,225,33032128,134,1169,2314,259222807,26154627,24871000,1036000,40248403,0
255011,265461632,140750508,1356535,27483,143697,11146,58623,167000911,521016,167241049,516149,229699,2251632,521832781,116249,270878705,1179,143714243,129,104894,187602,821957042,140171855,111804000,27951000,154613594,0
194442,95437851,44580202,991667,25402,123285,8662,41934,65088325,276142,65078333,270881,82587,1351712,342349788,111117,96813093,694,45041346,134,104583,107798,335239080,91903176,61734000,29871000,106269826,0
218891,266522810,140750846,1388378,26314,146700,12689,54035,167390656,509296,166514726,508955,108409,2078425,524021060,116354,268977277,1267,143121780,128,105069,305482,820506970,141748318,113342000,28084000,155988182,0
259012,263164275,140975027,1409876,29753,144630,8927,67076,165064865,582977,165857930,584742,159959,2214212,518594994,114837,267992130,1143,143520940,130,104722,13047,820421981,139222957,103811000,34936000,153644296,0
223957,265526228,140467825,1354994,26119,142792,10873,67691,166340509,554846,167000598,551268,91302,1982941,516116996,114637,270823881,1077,143488605,128,105116,9079,822200499,139000169,109670000,28913000,153171826,0
221061,265717103,140585138,1360593,26633,142256,9176,61356,168178066,607180,168048312,614918,128515,2110463,527726667,116512,269487070,1276,142647153,129,104986,8726,820660939,142496938,111150000,31041000,156850943,0
229211,97527016,45809046,1021054,24664,127032,9825,36244,65204426,263994,65260534,262974,53058,1257656,335591658,111283,98562171,701,46094583,136,104574,6062,337718665,90901505,58125000,32511000,105309768,0
279032,266594918,141323897,1345261,26731,139365,12888,68304,164999673,538795,165977355,533716,102054,2054570,512494679,115531,270551351,1121,143413787,128,105130,9101,821848214,139069955,106811000,31943000,153422019,0
243262,94134730,44566264,1010561,24613,122419,9551,41894,63935082,269126,64035121,269618,77889,1328972,343990179,111505,94741496,743,44803981,134,104978,309875,328718939,93215240,55924000,36950000,107485694,0
221523,267435297,141404421,1360656,27322,142087,9729,66142,165708173,571932,166263412,563049,109338,2133871,511829032,115019,270079770,1175,143351576,130,105541,7589,822758570,138975962,108456000,30126000,153251559,0
222250,266215427,140770244,1364063,27834,142864,9187,53483,167776259,526575,166876245,518376,111764,2049885,520964145,116631,269176624,1085,143245867,129,104996,306580,820994097,140836089,105573000,34859000,155186661,0
182448,95258360,44491551,997300,23421,119798,9824,50110,63662397,279442,64199010,283944,134228,1558667,344292930,111993,96714606,786,44818087,133,104300,307910,332215902,93216161,65865000,26944000,107551899,0
126873,67838403,29600900,476671,20623,85030,6093,10415,51637796,22163,51571890,20169,48662,463071,95895177,3601,74802889,215,32935632,137,1193,2391,258187536,25637029,24333000,1013000,39831767,0
220288,267189584,140862463,1387814,26865,144222,9361,64530,165227633,550091,165955239,548682,83985,2008295,511343719,114849,270409992,1133,143308785,128,105038,9055,821202786,138459679,99414000,38771000,152649811,0
139210,67082232,29793080,479413,20699,81477,3881,12881,51805845,24139,51750664,24433,51433,481885,99738469,3028,75009703,233,33033848,134,1234,3504,259329672,26603775,24368000,1949000,40748281,0
231143,267674706,141204027,1471679,30557,149087,9048,52264,167602019,527524,166288068,524148,83966,1993294,519331575,115942,268783128,1160,143292614,128,105176,263875,823069756,140748297,118519000,21911000,154918793,0
232351,267098638,141354487,1392737,28485,145090,9073,55264,167789109,508571,165943060,503066,78867,2001715,517217355,115463,268025609,1165,142972189,129,104818,307223,820258316,140587511,120374000,19896000,154669081,0
288289,2134298,1685324,2394127,18342,191006,34509,120689,20306340,211579,20276083,200668,75319,3825493,972292968,28176,2208901,2380,1173928,135,7613,3680,220813154,290964891,288406000,2009000,344277382,1
85606,4014616,2153610,614404,10556,61390,3833,13160,1702683,22664,1701339,22308,5827,463054,129777524,4963,763939,467,506903,129,1873,1524,117437095,35789481,34523000,1015000,49905696,1
73795,3390911,1854174,540241,10414,61423,1461,10584,2013866,17271,2058471,83885,4363,310880,84902872,2320,167351,192,119298,128,980,479,100361473,22960477,21629000,983000,37085946,1
66201,3301325,1919152,697418,10944,69664,3523,20515,1769608,34235,1795851,47325,25530,836090,200729671,6992,949448,676,577149,134,1236,460,195284576,54551089,54303000,0,68727805,1
246259,4578781,3543515,1399691,15934,120762,11368,43369,16954951,71291,16952706,70580,16407,1375284,423627560,10863,755850,1032,886071,134,3008,3673,274156234,114335754,114057000,0,128640151,1
207361,9613775,4040455,560179,12312,51264,1714,7050,1810755,12204,1806459,11144,12611,303105,45803046,2740,671149,362,618645,134,3393,5518,38940301,12612915,12364000,0,26659612,1
132055,29467375,27845975,1211382,14622,101924,7738,45836,53221037,76127,53190279,89062,45583,1689487,446817266,13460,27824447,1176,27356159,133,3153,1756,480077748,120605857,120266000,0,134749425,1
174107,4259963,2042157,592940,11347,61768,2267,13725,3679001,74229,3676113,92594,11986,756111,127738085,7845,1769854,1284,1256493,190,4526,5059,76765280,35347299,33397000,1646000,49446126,1
164385,4577279,2635651,1133070,15453,102785,9627,60417,3824303,97548,3471726,90124,47685,1662571,429302054,11402,784213,991,470578,133,2942,1274,61413272,116606257,115193000,1001000,130815197,1
166187,89775980,61249240,1492069,13779,127492,12805,71535,142252497,120531,142108030,116487,73854,2207139,591120159,15548,88663582,1333,60397488,134,3635,1898,731815270,159544493,158254000,1001000,173824693,1
100638,3983857,2220970,729647,12696,80137,3980,18858,1870896,30395,1841960,29460,15070,550947,154252109,4065,303639,343,169880,137,1165,1326,119599327,41683408,39418000,1970000,55984031,1
138931,3707829,2051141,1032304,13334,93605,7712,42467,42210887,70687,42223082,68422,34025,1293088,378445647,11269,1191154,1005,730844,133,3323,1794,598663477,101769276,99450000,1989000,115976297,1
322955,3707584,2893621,2738128,20640,211523,25372,128187,178862140,205460,178793807,200059,54079,4014471,1229285243,31718,2082637,2769,1329487,131,8209,2424,1695490937,333302925,333007000,0,347500810,1
54187,3589890,1907768,550691,11716,57896,2019,12027,933376,36470,1357708,33719,23360,573674,111819424,5039,924909,261,159966,132,718,339,25661876,30839524,29576000,985000,45032100,1
79557,3193508,2118459,729993,12011,80639,5780,15897,1736945,28943,1725454,27324,6996,548937,155674197,4120,325077,355,206254,129,983,982,122204752,42122834,41820000,0,56139339,1
107986,2894450,1674299,493505,8992,57968,3817,14822,3079099,146628,2991186,139699,18060,365905,89147808,2397,199354,199,105338,133,615,260,68588579,24234916,22950000,997000,38437509,1
101610,5798555,3091203,733632,13737,63187,1077,12831,1975026,15595,1863684,14436,19647,257595,61410522,1636,133697,288,371196,135,1380,1244,73534802,16875926,15649000,978000,31055081,1
130386,2820204,2146498,1030781,12461,93200,6507,38700,4709319,115666,4623050,122102,13317,1352814,372820796,11431,1224645,1033,754169,135,3466,1976,65670738,101451187,101154000,0,115772108,1
282200,61151392,59116017,2230269,17237,176527,23048,106808,110091449,173293,109802926,181496,83496,3576592,1011649744,27739,59167366,2414,58254809,127,6195,2986,1389212409,274091409,272812000,999000,288402548,1
353970,5172549,3138254,2744852,21088,209234,23616,122978,179003463,199255,179030010,196090,149119,4137748,1237016154,30963,3411071,2795,2219244,128,8444,2517,1696398751,332672243,331010000,1000000,347017357,1
309548,10434663,3316366,516525,11546,48489,827,4859,919016,9325,920240,8636,12630,284006,44836577,2704,682325,360,701811,132,3571,14080,18955054,12397632,11110000,1010000,26510897,1
78533,3564545,2091883,677873,11666,76818,2916,16094,1691304,29377,1729099,28332,6285,569567,152323909,4116,312748,349,181051,128,973,443,124326949,42684917,42370000,0,56879611,1
106181,3310104,2082782,1019833,17003,97002,24053,63515,5028839,139875,4807809,165494,120944,1504745,368594896,11739,1344416,1063,845572,133,3174,1464,59129137,99193197,97792000,1008000,113449897,1
37527,2176981,1567643,458536,8446,56267,1769,11260,3044381,84199,2910632,77306,17030,380923,94991914,2838,201467,209,125816,133,636,298,73904891,25465886,25225000,0,39631801,1
103427,5062004,2649705,632867,13144,65085,1188,10980,2500390,16283,2495436,96957,13938,260876,67390253,1768,126693,151,362874,134,1262,1144,68050276,17821551,16556000,973000,32472163,1
78536,3204303,2210495,710883,13168,79282,3176,15296,1726016,29124,1741149,28595,7477,533028,153184218,3980,292369,340,168261,128,1164,1160,94385772,41613126,41341000,0,55829036,1
168357,6060719,2934436,1474158,14273,122066,11442,66957,91592448,105386,91458062,125627,84270,2322754,606311965,18038,3937662,1584,1453541,130,3887,1995,939791160,164305090,162010000,2000000,178384396,1
111554,3623349,1875518,669158,11142,68451,5008,23572,2263966,53277,2365405,49168,55526,899851,191659199,7100,1203119,474,442503,133,1322,399,41119922,52891961,50628000,1985000,67276407,1
493785,6928468,4521353,2540158,18633,186544,115228,207403,69948185,3849618,70126599,3835632,189530,3743907,1026089278,30986,5951794,9675,3907142,1558,8932,10094,366217765,278517578,275160000,3001000,292826844,1
368255,8750398,7759792,2896019,33329,234767,23928,132513,185006559,212189,184967716,220259,64102,4324134,1316858295,33833,6793548,2997,5859759,132,7948,3513,1983562401,355262066,354799000,0,369713806,1
75101,1831392,2104425,679270,11476,76978,4274,16308,1759395,27924,1761487,26800,8107,558132,155802374,4084,322289,348,188162,132,1157,1199,95059710,41643136,40298000,1007000,55976420,1
78771,3299502,1999281,685276,11047,76168,2882,17212,1732569,29048,1760119,29356,7523,573829,160877950,4208,319674,354,180424,128,998,448,108312878,43620974,42325000,984000,57737685,1
245246,4150415,2249396,1612178,15001,131544,12564,70356,89211240,131266,89780084,127170,57255,2489247,667096994,19547,1251213,1531,737155,132,4159,1982,959627376,184350191,184044000,0,198494896,1
52314,3080911,1534304,429072,8527,56973,3946,10588,1219877,21035,1233242,18739,5159,345994,95808930,2451,196637,208,102879,133,581,317,74187514,25620151,23376000,1948000,39859881,1
128833,9276507,3915114,612892,14490,57599,956,5873,3497039,78134,3510495,69445,3113,195877,55814884,2709,570538,294,447260,129,1601,1918,72666122,14695216,12484000,1920000,28969748,1
61900,2941738,1807809,646811,10006,64742,3936,29498,2666678,54618,2368847,57718,63643,933608,182707829,6116,520508,509,296027,137,1131,547,121006986,50087695,49745000,0,64369616,1
271066,93850739,91906241,2317723,17556,181705,21577,106504,126564724,170680,129566432,168057,62825,3269614,972859258,25424,92634465,2173,92162413,133,6476,3924,1672511282,264351629,264061000,0,278664377,1
48796,6882733,5060655,466085,8684,55714,7373,10236,6421530,309770,9753427,269127,8699,386255,97640368,2725,4953232,218,4555004,133,1120,586,113309210,26403259,23268000,2908000,40406248,1
137168,4362369,2309997,750762,11430,75152,5793,21862,2995388,80550,3067477,76326,8547,718070,220878248,5640,847229,661,528961,127,2334,1290,41868074,59895373,58601000,993000,74044629,1
54375,3184214,1950585,529229,11670,67007,1338,9721,2726210,22848,3255284,31334,6372,278289,76631816,1947,1370942,170,97239,132,467,414,96454788,20713380,19314000,1016000,34961017,1
182268,4829166,3809124,1611494,15631,139081,12690,72340,101281774,302158,101157202,295755,33353,2370126,670081654,18107,2785417,1491,2243597,133,4137,2639,991244913,181119840,180738000,0,195258827,1
63378,3494357,1999983,531631,10895,66386,1371,10900,2434636,17760,1976409,17046,12670,303214,78498140,2004,169412,170,107385,129,525,252,102527545,20716315,18484000,1945000,34934318,1
107165,3221357,2044261,1049105,12618,94346,7223,37350,42296138,63897,42957413,76048,129244,1580046,375695537,11710,2367674,1095,971220,134,3293,2450,564070111,100426059,100006000,0,114570354,1
432392,8493117,3031917,513512,10517,48584,880,5663,3095985,48200,3168952,46541,9886,284913,49961210,2908,746462,365,584162,128,2497,4727,40776948,13387982,11216000,1869000,27646905,1
139390,3867346,2031646,544836,10718,69193,3741,8123,3997510,699542,4072093,677625,3899,293875,75107602,2037,164654,173,88489,134,524,710,61734320,20880507,19496000,1026000,34864582,1
302274,59867378,57731654,2270693,19846,184830,19634,116778,104817969,180840,105035264,174834,60781,3503206,998178216,26218,57485407,2222,56855801,135,6279,3551,1179620923,269708907,267405000,1995000,283747883,1
91846,3734874,2159941,687623,11810,78200,2790,16685,1741970,27301,1762116,27453,7081,548813,155334800,4138,305265,342,172504,136,1034,1390,93496856,41893427,40614000,990000,56197168,1
274104,10448375,3600704,546565,12921,53188,932,5456,3457396,10621,3466316,10120,3001,197566,50353861,2690,599876,295,484374,130,2035,2891,59057182,13929650,12705000,977000,28185616,1
202579,6058194,3609392,526389,11752,50979,1944,4679,934748,9357,945172,8829,5681,275767,46745624,2692,663816,375,642540,132,3841,5007,42367888,12385370,12131000,0,26402076,1
59314,2345505,1958574,545552,11904,64860,1437,8719,1705702,15877,1704242,14917,7144,304967,82028616,2326,214539,183,135475,133,589,491,81754331,21968295,20648000,1032000,36167150,1
58484,2889277,1827120,666544,10258,72001,2944,18369,1748221,29991,1744060,30235,7798,582965,168940109,4539,331894,380,203991,132,1130,383,154566836,45790449,43545000,1979000,59809511,1
45498,2799125,1635183,476045,9049,57356,1551,10313,3009524,18189,2989027,16245,16370,341660,89934654,2534,173908,231,110540,134,616,165,61176392,24085861,22826000,992000,38167610,1
109808,3966823,2137337,673468,12744,75965,2786,18494,1789463,31714,1756402,29596,7898,554176,160766031,4182,271711,351,171526,133,1110,493,114422447,43311814,42022000,1000000,57456419,1
57811,2374541,1985250,541418,11960,67533,1362,8645,1310742,15379,1312097,15387,6364,289394,76450604,2231,197620,176,118914,134,519,407,54984560,20500664,20208000,0,34844870,1
406296,9602004,7635474,1611706,25608,150638,365465,416228,8792746,106771,8778135,105343,438610,2435570,576926202,25504,7316211,21880,4637762,4042,12828,12288,106033136,156441019,152122000,3977000,170721541,1
219434,10682569,3556577,531098,10853,48695,821,7511,1031300,10919,983784,10383,19673,296824,44592126,2660,698408,361,738368,133,3669,14874,17321243,12194348,11960000,0,26124774,1
76300,2924693,2009451,686998,11318,75750,4765,21028,1940211,31220,1858061,31691,18766,594656,161915738,4304,323156,367,199988,135,1082,460,115514927,43440038,43150000,0,57641765,1
151472,4059695,2162137,967352,12177,91403,7441,31346,45923739,52504,45874980,52548,11017,1021984,313901395,7805,558077,695,571702,129,2952,1505,498616031,84609340,83216000,1002000,98890143,1
235059,6054529,4065031,1969303,17158,162240,16320,108246,95028258,179356,95052700,168044,87579,3181100,836516501,22466,4438942,1864,2413224,133,5230,2958,1107657991,226406099,226013000,0,240480967,1
