file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1519241.exe,258998,68474104,23899288,2147910,16893,165983,15893,96038,246830031,7510136,246407869,7554096,52357,3218969,837825210,24901,67456331,2144,23088877,134,6952,3652,1116680766,249377017,247910000,1003000,301052826
1520788.exe,150275,12988944,2270902,1311896,14453,113159,9140,53977,46731185,7198967,46783001,7131212,64561,2002702,524070884,15941,12366214,1326,861098,134,3519,1678,156013648,142075088,140715000,1005000,156395558
1606221.exe,170605,12903044,2369071,1475689,16638,125812,11384,65234,58031630,7391222,58072923,7422476,37926,2001168,591602908,15310,11648623,1322,656224,135,4185,1817,276434448,159625492,158302000,995000,173970016
1648142.exe,55941680,47349736,33143260,1100140,8796,90587,9438,48870,104302832,6408869,104297791,6419687,25510,1475943,410954963,11249,46847275,1037,33138599,88,3327,1686,484819034,113696181,112399000,994000,127888116
1691152.exe,550622,6820928,5450856,1065344,13931,107353,686869,748644,14766710,645073,13286470,627021,832862,2742303,367010134,14570,7344468,4079,4283043,3202,2188,1079,74750247,99088499,90639000,8056000,113043316
1710633.exe,133874,14120069,2026425,822150,11079,81476,8307,32636,58405112,7018575,58527239,7012765,31827,837791,242514757,6269,11273502,585,298615,131,2164,611,249089908,65864176,64576000,993000,80109388
1831963.exe,147409,13271970,2107922,1315464,14304,111456,9441,62288,46745770,6596292,46387971,6682939,63159,1968231,511913834,14173,11592626,1176,598662,133,3383,1414,153056476,138776116,138491000,0,152930317
1939404.exe,8503082,529141376,342623335,4748430,147416,403387,2134437,2573479,425835858,2287487,420238864,2165878,9744937,17763669,998403944,152805,520520340,295687,338865702,35933,64766,241959,2207063517,269852263,223574000,45912000,284247036
2050326.exe,212428,14593397,2397272,1309017,14512,116380,9008,52827,57083408,7021781,57149040,7060863,32042,1678434,483845226,12239,11470029,1083,534917,133,3173,1972,210494136,130656587,130352000,0,144655828
2084584.exe,139190,13004403,2150590,1295972,13453,109146,11050,50953,46201854,6580106,46119152,6586804,43904,1848327,520670465,14512,11946231,1163,556463,128,3321,1024,195470421,140585582,139235000,1001000,154827976
2167115.exe,151525,17030117,3241448,1298363,14262,124914,10845,54650,59973059,6753531,60500983,6703913,164661,1975008,506421346,13877,16164851,1190,2484937,133,3399,1423,231333416,136390655,134722000,997000,150701788
2173464.exe,353379,21071593,5225461,1524951,27455,153286,9462,55376,69371477,7236712,69192888,7209486,24283,1855070,545390160,14884,12253876,1446,999964,133,5048,2708,235278907,147780741,147464000,0,162070295
2266185.exe,149448,13651072,2243115,1384461,15720,118251,9177,53159,58077304,7066898,58122248,7051046,37832,1928455,532909006,15279,11998599,1344,893489,134,4792,1831,209603932,143593696,143298000,0,157923544
2278847.exe,310269,72789805,21242531,900212,20250,102043,783327,823981,32052688,179054,30862430,176945,855868,2077480,249242270,13263,60046971,6436,18694492,4045,1675,619,351049404,67376297,60955000,5995000,81548206
2436721.exe,152114,14064094,2145010,1285345,14944,118292,8798,49875,57875642,7583191,57801125,7558944,18021,1676860,501608308,12297,11515725,1128,533339,132,2988,1374,212572944,135485754,133179000,2002000,149780411
2512213.exe,327179,8187070,5554678,967593,17242,78216,329931,37280,18557767,96633,18436060,95414,61309,754447,80887349,2342,3268053,2517,1614542,2176,518,243,89404300,21901333,17366000,4086000,36267228
2589378.exe,105938,12549464,8397738,567366,13076,73123,1311,7733,6272797,44979,6286460,47233,12735,277658,73364633,2107,12403981,176,9083499,140,804,1333,43934326,19726829,18368000,1020000,34161954
2707323.exe,201336,14380526,2310286,1345805,16475,114077,9721,53495,56679959,6320008,56681572,6315711,46856,1940922,524720664,14779,12049497,1278,595551,133,3854,1690,206452396,141801824,140522000,996000,156100560
2765293.exe,128437,12837512,2204173,1196094,13826,105414,7818,45911,56569415,6797313,56526630,6868656,36509,1678755,451512302,13101,11987054,1203,819432,137,3871,1318,214515264,121767554,121527000,0,136005280
2821116.exe,7934886,528544387,324285686,6264690,385696,858457,2702476,3042077,494776984,7076886,490982804,7004708,10809633,19841759,1526661695,136125,535675031,235464,326920291,42081,63706,229077,2185501316,411817793,365417000,46052000,426016766
2825745.exe,8212777,554439405,331195351,5998326,268546,654847,2706596,2860598,426056759,6416777,428427929,6616520,6880175,16523267,1501658522,130691,525345500,199928,326807144,35931,72748,225993,2331998159,405462839,353087000,52012000,419963229
2919323.exe,175445,14500170,2320935,1284627,13347,114646,9139,56330,53482648,8392622,53728480,8472274,37823,1655965,478458995,12013,11446132,1089,526913,134,3943,2304,204294649,129089147,126714000,1995000,143388884
3053175.exe,191020,14269868,2207100,1295419,14769,111165,9083,53467,45340449,6255515,45009317,6273292,37873,1907082,519387386,14940,11588360,1156,566681,133,3394,1523,173885615,140471294,140257000,0,154573178
3076621.exe,163313,14166916,2159965,1328799,15331,114305,9167,54115,46506640,6412940,46360221,6306772,59734,1984267,529743463,16098,12087767,1382,924996,132,3646,1822,151671364,143188511,141901000,999000,157278162
3221292.exe,350341,8410200,4664105,562348,16697,74080,157282,167286,5536552,39142,5446832,39645,232496,902002,87773091,5877,4968864,11731,2872186,2180,2840,9625,52328597,23570194,19382000,3876000,37773775
3226189.exe,111834,128329136,39931907,1104870,14313,110753,14153,40611,77183430,7145207,77006652,7127087,33669,1137141,333474579,8440,125805456,761,39095619,133,2230,1032,541998745,89956693,87670000,1992000,104235901
3341392.exe,203124,14373517,2135523,1286899,14267,115842,10607,55182,57439317,7117824,57446017,7086290,31313,1721811,499432239,12911,11450587,1128,610891,127,3382,1613,211012806,136504211,135197000,1001000,150612945
3436685.exe,266335,283354468,152383772,1961389,19664,154456,16400,80940,239532809,5030220,239985108,5029445,34592,2612436,797443462,20448,287007375,1929,154303200,135,12624,3022,1039766250,215009123,212727000,1997000,229131664
3562925.exe,148960,16330987,3203897,1299526,14708,114117,9315,62686,45866402,6803004,45615973,6867985,76808,2006047,514989721,14624,14965119,1247,1766458,135,3991,1638,154593162,138884948,138616000,0,152976663
3660935.exe,137285,12812000,2184318,1311804,15093,116472,8743,48743,57698380,7054233,57617904,7016440,18003,1631237,493718923,12448,11516330,1111,538769,134,3216,1087,209993532,134335451,133024000,1000000,148632637
3705119.exe,122129,14154559,2171159,915992,13058,88309,7044,35999,57161173,7489819,57726549,7476408,21165,1052637,300857933,8149,12086508,853,663270,132,2650,1778,224669990,81421133,81023000,0,95662885
3744664.exe,138506,13175981,2107437,1267935,14143,118113,9329,52635,57947358,7499273,57849795,7479878,21525,1669037,500729734,12713,11504832,1102,533083,133,3077,1527,212085377,135550077,135265000,0,149865417
3822869.exe,115758,44456522,22210488,887222,13045,84990,6773,29312,57815075,7332717,57886505,7325444,11466,973663,297202451,9045,45946464,837,22683576,133,2776,1782,278514397,80182956,78935000,999000,94354637
3933710.exe,177376,10154256,9781591,612177,13578,58823,3652,10973,8325270,24951,8231716,23759,16092,214680,54297356,2749,19677871,296,14767660,135,1563,2025,70490709,14532232,12167000,2027000,28886579
4087209.exe,146096,13065470,2231416,1335112,15849,118477,10167,60577,57797527,6932967,57793712,7005419,45554,1844367,507966454,13517,11599837,1169,650492,133,3068,1466,208543072,137241731,136934000,0,151494811
4153746.exe,178117,13470776,2513411,1377581,17133,125710,10512,55847,52679744,6456785,52697913,6546802,30760,1682575,484557926,12760,11602455,1134,637362,135,3783,2109,206366601,130909784,129560000,1004000,145204830
4443566.exe,264315,18002787,4235515,1457209,15445,124227,721987,772391,49007942,6073861,48945738,6471448,550803,2330220,546789897,22791,18678916,5078,4075141,4039,5138,2634,174059064,147260921,140834000,5992000,161628734
4458753.exe,162316,14174929,2181783,1334687,14220,114361,9363,52884,47333851,7079492,47218059,7092246,30958,1983707,537639290,16039,12212413,1392,999246,129,4422,2420,220403513,144720931,142420000,1991000,159113790
4591581.exe,162412,14216657,2144576,1320347,13310,117207,12797,54316,47183170,7372680,47491506,7246297,179699,2152941,532383099,16094,12948611,1350,1135864,129,3619,1738,155861128,143282314,141722000,998000,157444400
4636307.exe,149718,13223522,2132675,1307082,14663,118663,8995,58499,58382805,7540644,58436999,7535208,30801,1690936,504205671,13490,11671026,1060,662123,133,3966,1458,206594392,136016613,135665000,0,150349975
4844341.exe,138789,13619639,2377479,1364383,17474,123732,9638,52345,57711756,7129113,57424872,7125686,34608,1670649,491268728,12813,11506088,1114,548184,133,3267,1658,211859628,132458367,132125000,0,146696850
5009868.exe,126076,12106415,8590392,1009637,14565,93189,6151,39639,15146915,1441585,14911236,1443015,42484,1413601,353302359,10740,9505450,782,7223320,132,2562,1395,89523517,95579568,93285000,1984000,109916534
5172341.exe,209232,14894848,2563290,1526836,17824,134587,11621,61754,57534436,7131204,57689604,7128130,29872,1874456,558227701,14289,11624112,1254,638252,133,4422,2080,221234139,150729547,148442000,1992000,165142692
5184148.exe,151889,12907392,2149300,1330309,14544,114484,9041,54331,55605818,6314521,55712888,6276961,62783,2013677,522656243,15684,12156622,1318,593668,134,3477,1521,207404709,141207300,138916000,1998000,155653773
