file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1267787.exe,1575067,313174877,150891683,1732133,28459,194378,470225,263401,205804565,584137,207312309,582773,170231,2642790,381479562,17314,345957095,6513,172335328,1939,9890,24630,991154837,134876178,128263000,6059000,198437768
1327269.exe,10446486,159493208,69464654,2412893,297081,3063586,443945,525188,143351915,759648,148647936,760796,1431201,13441737,569945396,31770,170487202,32065,73492187,6382,25876,45840,610391987,152824280,142501000,9965000,167126870
1343486.exe,1163720,315868243,170560640,1651311,38988,158762,33868,102812,216713375,662963,214249489,676201,214503,3013623,393649055,13201,301150972,7386,152650087,1937,11676,24268,943983378,106433139,100114000,6006000,120732496
1414577.exe,615422,90268339,42265512,902183,31556,142891,35051,101140,74185336,36890,75305630,72392,112127,1321053,144165604,6066,85355932,5576,32445341,1040,3241,3454,356971918,38663406,36345000,2019000,52864291
1417709.exe,22614273,233284487,70297143,2830090,77441,457408,320457,443851,220056230,2116385,200558147,2229286,1668969,6422127,800062906,44990,242633826,38748,73700368,5698,27340,34652,739393429,215909007,202618000,12975000,230422486
1447707.exe,807976,80729852,46650771,785804,27659,111249,3947,23487,95404026,32555,98818567,97741,123768,1762125,142485956,4230,80490944,792,37135990,916,2469,3207,382237264,38609066,36331000,1963000,52837655
1526865.exe,21673559,248995492,93796681,3281189,467064,1064326,771487,1014147,170925544,1630842,171236711,1596776,5765318,13000990,864605296,89502,235939257,122854,98522406,13315,55038,106482,841921945,232812692,203454000,28922000,247122958
1848211.exe,221113,315693601,162988974,1073029,27553,142834,8137,54405,200135565,554455,200243887,536888,122177,1815515,346672854,9702,326106975,799,170146030,520,2886,9311,936986818,95108425,92827000,1996000,109486461
2149463.exe,562569,324733532,170340077,1447623,28537,147542,39317,88205,228117068,639783,228459505,690261,247524,3315207,371048088,14508,320097929,21832,171242005,1937,12769,28436,962843267,100071434,97778000,2016000,114319193
2257128.exe,3209538,84493759,32803336,931144,55308,228691,45368,353343,78845000,43797,80856742,42148,269556,1881673,164186648,12481,103937063,22425,35147428,3751,10455,9134,334308138,44784200,37379000,7071000,59079913
230934.exe,581683,318818151,167557491,1393636,28358,150972,50944,86168,195079714,565134,197953305,572412,226090,3423614,367323957,18657,322018604,28736,168551420,1900,13178,26729,950391260,99096639,93794000,5042000,113298052
2369399.exe,3231301,83644614,32816712,974475,63575,244291,41228,356808,79949747,48137,81958154,44920,284936,1522262,168961697,13426,105226376,22306,36339096,3751,9782,10727,353516719,45385513,37060000,8013000,59732242
