file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1017851.exe,6098565,76624519,1093364,633838,10777,76445,37519,37350,26331216,35411,26087245,34001,14328,723931,59712141,4252,72087460,356,178078,175,1071,520,183338858,43298741,39832000,2914000,95194911
1222596.exe,5302033,63857634,5189754,543404,11856,80688,4949,16807,64064063,22090,62036521,21452,23175,2544471,76336088,1967,75966344,170,98126,170,500,243,218207626,20736081,20458000,0,34804369
1333078.exe,5356011,57698813,6469835,705835,16933,86517,1155,9005,31770057,17369,31785468,17872,5631,3528688,65819149,1703,79361434,175,373781,206,1226,1530,148176749,17613066,17317000,0,31776104
1497005.exe,8956540,179260415,12012983,551667,11416,59749,2082,12368,61698375,24145,57445463,37906,22204,631546,115817049,5219,190472161,494,33633996,182,768,395,446287835,31894252,30669000,989000,46090421
1682543.exe,69081,2102079,1876730,178788,4311,24838,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,223,<not counted>,<not counted>,<not counted>,2622838,1162000,1162000,16667220
1738528.exe,11291067,744251901,348278582,2014784,18909,275931,13947,86103,606606064,135053,606349620,133120,44923,12148614,812247657,57162,757162568,1788,353495363,227,4877,2742,2562635575,219225133,216931000,1999000,233605968
1753870.exe,6676962,62397560,5813386,578243,12646,106442,1360,7696,46075036,327436,46073917,326569,11944,4398818,77105428,2199,76381039,193,86905,181,503,534,211304434,20543827,17363000,2893000,34691722
1769129.exe,11198765,745364096,346661971,1842122,16488,250433,13629,86075,602038514,129097,601869350,144411,67858,13368332,769421406,22292,750787915,1926,350949147,214,4981,2844,2554291303,208464549,208219000,0,222498290
1818972.exe,3233159,6708961,6730999,655219,13635,60285,3453,10700,35169132,17211,34844716,15513,16324,231581,53395758,2834,82442863,274,494739,189,1981,2896,155779739,13952862,12735000,979000,28165124
1968707.exe,31910078,318877759,3733411,824527,12147,94240,6718,27050,197415799,1449419,197635121,1454156,22812,1154977,261534410,7094,328999813,600,307492,200,1732,876,825765307,70346673,70062000,0,84627286
2174475.exe,2373358,46209792,7610459,840493,18658,73504,1138,7276,44799559,15253,44779639,31392,82028,366258,66958541,1750,74674905,340,1390418,180,1247,1812,176574727,16474654,16076000,0,30871021
2399424.exe,4270489,16565909,7237835,697701,15915,67164,2304,9175,31404371,15046,31243301,14848,9575,227075,54323028,2706,74165716,272,495812,213,1723,3303,141334256,14351403,12030000,2005000,28496358
2414239.exe,5813740,67923265,4195501,748317,17676,79005,2749,9646,32879225,19062,33065687,16795,10800,1959476,60605936,1569,99909712,250,395558,210,1327,2073,205810111,16229606,14904000,993000,30366832
2467389.exe,4025573,40252237,8033445,728551,15408,64679,1095,6854,29947855,15565,29897511,15324,3411,244387,61685880,1610,72697115,273,431054,212,1431,2247,143865066,16564526,15279000,1018000,30488459
2539436.exe,267047,9120838,11148083,538741,13646,53791,897,5750,52156229,13607,52056971,14555,7972,274658,50347067,2729,83379539,323,572019,157,2031,4351,197610719,13344119,11066000,2012000,27376805
2619764.exe,3512481,57382946,6592860,768491,15330,68519,1066,6674,46073155,18212,42606999,15918,17869,250768,61891985,1905,75241426,278,400307,193,1391,1818,218186553,16344989,16101000,0,30612959
2664872.exe,4479294,44877539,8276199,813781,17070,72105,1161,6755,29751406,14580,29693479,14233,3446,263137,61313958,1670,74049748,269,399480,221,1470,1757,123864821,16636353,14462000,1928000,30763360
2754917.exe,12697161,90196407,5118954,559086,11218,242094,3772,8674,30175767,20434,30256342,18645,4617,12842091,83126965,2170,106291189,242,101065,226,559,270,184044115,22507491,21153000,1007000,36823399
2820114.exe,1436965,15536269,8800034,574666,13801,66111,935,6448,30271261,16057,30169369,14498,5589,1624105,51816190,2907,70069325,318,524837,175,1897,2937,119986391,14253427,12149000,1869000,28473790
2983368.exe,150076,5307143,3823718,451181,8572,36023,276088,192009,8383591,25461,7668538,25647,304321,621199,29392030,9663,3316186,<not counted>,<not counted>,2888,<not counted>,<not counted>,<not counted>,8189027,2933000,4889000,22385334
3008897.exe,4568090,34775064,6072897,688798,16084,63935,996,6056,28640352,14114,29073521,13261,2585,243034,56304489,2021,70469912,281,409757,171,1586,1635,133879377,15224745,13991000,999000,29520648
3261436.exe,11270684,741349545,346357367,2162181,26439,322310,14337,88526,599545313,140608,601615257,140260,42009,16037055,812251998,84682,755439092,1777,352307991,222,5176,2730,2540660119,219522737,217084000,1991000,233838497
3341389.exe,2674772,11168332,9893773,611722,15697,59862,986,5939,30773120,14241,30722899,13764,2855,238697,52668171,2695,71600764,305,483625,174,1828,2769,127123582,14436616,12116000,2019000,28472857
3564194.exe,3430946,12390951,10444092,699986,16486,64986,983,6099,30533893,14652,30690421,13425,2607,231711,54558698,2781,72376308,304,521498,243,1518,2528,119235607,14697054,11533000,2883000,29186258
3608182.exe,2072719,15879988,8928815,604793,14785,69598,1494,7115,30002311,14270,30010638,13466,5121,1601744,52349407,2697,70559635,326,500468,173,1877,2392,113595344,14428733,12329000,1896000,28617035
3627461.exe,2170092,50084115,9723542,630408,14199,71634,3599,7298,27567406,23989,30846627,22509,16277,320867,69395070,2086,79112774,154,343965,174,1401,1478,143199343,18449704,17184000,954000,32768585
3731597.exe,154519,3674909,3545595,176060,4282,24580,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,171,<not counted>,<not counted>,<not counted>,3380366,2094000,1047000,17418268
4162031.exe,99648,2572805,1941183,183811,4865,25468,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,223,<not counted>,<not counted>,<not counted>,2660461,1160000,1160000,16807855
