file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1016334.exe,6492748,162992185,67257686,2188094,393386,2728967,309746,499246,132300712,1221570,134295159,1331045,1719215,12279388,457034709,302395,170468109,61667,65853121,3387,11671,26481,522440409,149149510,139536000,9100000,210403907
1135440.exe,4515545,187688434,74173222,1534990,288489,2420916,171410,290591,108578850,3256212,114223736,3070453,946832,10564091,427870849,65738,189658974,13908,79788886,2018,8502,18906,627150371,115183296,109911000,4950000,129686302
1147117.exe,4950871,197491965,86387139,2248995,351504,2439672,210579,366513,148160310,3159720,154812925,3174202,1535239,11933688,730529864,293393,217843193,23659,93994649,2871,115720,324142,694222857,197973148,159490000,38117000,212381220
1199099.exe,4951425,147722896,59001940,1621960,450299,2564184,196434,332198,125935509,1160205,128215064,1120390,1161920,9751699,416493698,126118,186007013,26641,72882503,2480,6020,23507,533287249,112414856,109070000,3001000,126692066
1379278.exe,4757698,216636010,99983822,2688555,251255,2383357,208104,370693,160874904,3374463,160076533,3348605,2068075,13681050,949344147,452625,214947878,23986,98818038,2478,221806,27912,742274808,256469596,190089000,66031000,270963624
1400532.exe,4988170,467734673,243671987,2377961,243095,2350065,184176,301217,304428272,1520909,296672599,1525806,1615103,12512584,712647638,272783,426129578,29875,221955589,2669,9298,38166,1360776672,192303094,187972000,3999000,206904231
1604299.exe,5401059,483307824,249040158,3418629,455579,2639228,217134,414879,324161110,2071455,322470526,2047424,1384033,13224759,1227316642,377654,505655894,29296,260474264,2473,224278,130002,1498228534,332045213,256676000,74905000,346541064
1779544.exe,5513772,495962929,255853869,3462570,456228,2636116,199971,382831,330416371,1883167,330310642,1864494,1181058,12857441,1221852112,377376,519021693,30059,268370094,2473,1032173,276253,1547931084,333218929,271578000,61130000,347624373
1963979.exe,5186297,455560383,236874787,2424935,273167,2253720,184752,311859,319366098,1339515,305866174,1483081,1315085,11804442,718045489,247448,427454899,29809,219117423,2669,27573,33465,1333441202,193615996,190282000,3004000,207901656
2024525.exe,6324046,236867859,99644424,4042385,424297,2590970,203359,333116,103621061,1453277,111601059,1489556,2216604,13955868,543768877,162626,257089327,29258,124705916,2487,29466,180188,915089661,118158027,112790000,5035000,132394159
212795.exe,5562905,134386804,55260864,1583463,387007,2611859,173325,261282,141133457,1017907,140973079,1014190,1071731,8889949,409421751,139838,198571203,24068,76767753,2870,10275,21497,505425857,110608982,106192000,4007000,124952331
2265396.exe,5316338,494409844,255859930,3278613,450508,2686112,209112,422534,330615298,2031224,329893569,2019113,1302492,13293103,1250195043,389768,522465984,30637,268992340,2473,276925,39514,1562604108,333670223,259262000,74074000,347999689
2286318.exe,5116639,148868579,68002156,1769787,417270,1950980,268034,390612,146483772,2715379,150922683,2659143,1720841,10397625,482910943,323195,159920525,29001,60773111,3651,7831,27034,471065194,130208400,123882000,5994000,144361002
2349449.exe,5304509,199532414,90539719,2608700,450870,2592675,201522,369688,162835183,1547573,162354065,1540380,1228450,11580058,907494926,354722,235530635,28464,102230092,2871,216585,24930,708659715,244713061,189259000,55075000,259199429
2375147.exe,5412115,500762222,257774331,3505424,297652,2445008,206663,377775,334337626,1845698,333302145,1842157,1336721,13198337,1212018698,417818,512563032,30461,258243034,2473,214630,38213,1527632509,326902338,264461000,62108000,341294085
2381481.exe,5030614,212093758,92779485,2770906,454135,2637409,207631,393250,164895715,1597227,164058197,1585292,1396952,11574160,917547305,349404,237677213,29860,104101093,3257,219083,127406,749374405,247878862,175665000,71863000,262243129
2490986.exe,5614543,198419064,90743099,2393106,345024,2560945,165442,303738,170753200,1681342,170794842,1680709,1618588,11638996,922129965,373354,232608266,28069,98296417,2870,1043177,769555,690087895,248498936,185115000,63039000,262936994
2614346.exe,4673461,233298581,102870870,2595813,321607,2520928,217485,359884,157536592,1766923,158130978,1748495,1789701,12811243,927964756,378976,236666996,30372,103346712,2673,229759,26338,765842738,251704464,190512000,60844000,266018225
2807545.exe,5449085,125687368,55363223,1628376,356035,2421855,195437,336988,126007808,1159380,125512123,1127082,1275983,9769280,401171529,160464,175875853,22743,64880811,2869,15824,22006,453662254,107795201,100443000,7031000,122009487
3007872.exe,4835430,169317505,67444869,1555417,423514,2502169,197089,330569,132604653,1166156,134189492,1131459,1128310,9979567,426999125,136206,193305296,26859,78617384,2481,9188,18533,604813638,115279105,112972000,1999000,129621890
3050670.exe,4757853,183384955,71520528,1577760,382601,2477183,177530,319000,126089072,1196521,131011876,1158540,1411980,10393392,432075175,140700,198621616,28239,79773155,2480,5476,22092,639173398,116784382,106497000,9953000,131113825
3121765.exe,5029099,154711536,63010063,1545306,439052,2557893,187615,301671,134700881,1042011,134207207,1033676,1074270,9692689,419160041,133707,189784969,27202,78728241,2480,6440,21319,557808096,113421355,107127000,6007000,127702449
3401505.exe,5083324,200206145,88681097,2534336,434426,2666517,270451,422507,161500742,1585424,160389789,1571008,1302354,11588840,913282637,351995,231504268,29593,100728399,2675,217289,594805,705358643,246725273,182192000,64067000,260993467
3509617.exe,4886464,465107373,238219365,2249508,248461,2157203,185458,305090,288958968,1484645,273452564,1572691,2072249,12756735,699610847,265060,416136371,31805,222854361,2671,21964,35969,1372389744,188799987,185385000,3006000,203208547
3585983.exe,5624841,490451054,255200552,3468636,330432,2522591,209060,404018,330404878,1985551,329497641,1975338,1277566,13195745,1219184021,401278,509603398,29909,259135252,2474,213602,41073,1515817472,328582091,262189000,66047000,342903067
