file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1086590.exe,331430305,1439644552,13811252,124661,196029397,139918,234,192281704,135200,283006287,6180771,98060867,983174,178278,4845,41875,6980,315802021,9249,106576331,1105,2220,3419,102444000,4017000
1573990.exe,1234796339,2038193660,53856563,18475975,310152188,467730,98334,310480193,463801,652512501,27346322,193876723,8122768,3962264,58281,8075664,7434364,640516767,284926,193381651,1073996,397517,121253,152586000,180510000
2703189.exe,1202641245,2021136612,52368520,17730830,299000232,474167,98338,304117766,473388,661259622,27780321,301389424,8294524,4287779,61203,8056425,7338152,645692171,305105,287097355,1060464,508299,128218,155923000,169916000
3384818.exe,1340759747,1307827350,28147531,8016674,170372895,571266,195551,169970599,584397,277092856,15512014,177494384,9306991,570484,45260,7062189,6538046,272241703,697154,175288720,621316,1771302,204296,126196000,237370000
4186402.exe,1124314376,1877349890,28360229,8134864,299413742,428958,98382,299382301,420905,442394102,15234490,192675484,5628412,443109,45381,6683240,6452122,445973890,130902,192989160,624758,515657,108290,168144000,136116000
4374179.exe,1344489637,2905007327,53515080,18713127,516575934,513512,98332,523353147,506367,670883761,27560410,197308006,8376079,3690720,75751,8039205,7397802,629636154,304947,191360057,1089303,483584,130998,186818000,175829000
4502274.exe,599420364,1603974605,49314677,185995,200879167,168128,426,201173997,165879,398724670,31114559,102255575,1360844,2164928,6124,9771821,11446,406601229,15563,102455755,1377,3415,3635,160343000,1991000
4955200.exe,1191047977,2128479217,53511423,18222845,304963781,463625,98334,310081550,460653,678524436,27658388,197732310,7313058,4321908,64077,7833951,7213991,603895240,314576,189979561,1087725,472595,129895,145181000,177221000
5156250.exe,1338855378,2219953390,53777010,19020029,310265021,505133,98339,313044756,499178,663360938,26965072,196602918,8214492,3801837,82316,8043954,7388208,631480197,296767,192212586,1091772,322301,122528,186588000,174615000
5481495.exe,528068251,1409913234,30469809,181396,198930595,150509,429,198807803,151520,297165324,12523263,102344486,1205402,212284,6816,649591,9188,305756015,13553,102763522,1180,1928,3181,139829000,1983000
5599936.exe,1220945272,2256141189,52748534,18148422,300749143,475044,98342,300417452,467774,647162883,27843483,296917164,7683419,4117965,85242,8247010,7359286,658945005,283342,298064420,1069261,472951,423901,163207000,166211000
5696434.exe,793583364,900516420,25858600,8134812,124491995,364668,97890,126383470,367154,193935603,15168574,140884053,5015727,750632,52920,6718682,6487138,193813517,119701,140892700,671432,208198,105473,60129000,155333000
5818310.exe,701049184,1595212111,52673603,218216,200288363,186416,432,200301609,180932,397891984,31440443,102492842,1495577,2329371,6047,9995875,13902,403026410,21855,102221662,1855,4763,5913,189410000,996000
5824854.exe,366096688,449059422,21195159,1759879,85510923,3052579,6239,84434288,3171280,107057627,7879772,51794062,11534431,2559890,387381,797888,286101,132303495,72632,61013671,30765,144114,46990,6770000,0
5867753.exe,400168359,1617670162,27604235,191748,199852603,142619,328,199324519,144294,490276432,12447755,102296840,910265,192801,5205,757200,7260,511285609,9590,103119664,905,1448,2415,111481000,0
5926702.exe,779673358,818153846,25751944,8243114,108181955,413021,97899,107832166,424250,194115855,15194935,117328537,4883014,657250,56552,6840102,6476074,184895403,126222,112808276,644776,425597,105314,69234000,143486000
5980254.exe,1344988242,2281806638,54425275,19121587,307852291,501915,98334,310495893,495204,672293668,27510430,300034834,7917636,3794302,76768,7950027,7334896,631211624,303925,288355237,1089619,524295,125174,193144000,170127000
7309424.exe,370402408,1588852870,27212236,208298,196878918,132224,426,197450242,132390,489782916,12610006,103663199,856947,191244,5636,755087,6659,514545568,9302,103388168,838,1328,2276,98779000,1995000
8032489.exe,334847235,1429017062,12757733,143364,195047667,149986,229,199066771,153009,350566854,6587580,84302862,828391,176405,2850,37550,6129,388949039,8050,97388558,752,1189,2056,89517000,1989000
8576029.exe,1018796285,1970522249,26945079,8393275,298540401,415005,97900,298782006,416508,440698005,15192774,292021552,5007415,461817,57177,6837199,6460386,443307762,124782,290377909,676827,473343,104340,134776000,140766000
