file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1097798.exe,196753855,381836577,4412299,618223,68641360,1114252,3009,67659801,1121547,94571917,1009363,51214853,1086674,158731,20471,359444,394519,102251420,33292,52382537,25198,28438,18586,71831000,7981000
2710332.exe,375639044,889706723,4209323,794034,183649908,1368485,3121,182888570,1532616,282488774,943351,157326168,1182425,215286,32901,466362,27896,277777432,29265,149930545,8239,23405,8648,96992000,5999000
282754.exe,165316868,325417537,2826326,650336,63493100,712414,2377,67377175,392122,96186391,926879,50787230,683622,98763,23590,67650,48466,83341691,10893,42038395,12595,8992,3218,41803000,2985000
2877258.exe,351816502,850841199,4246996,1006023,161143122,1224952,3415,162286126,1037099,252318215,1833800,145902860,1675843,169260,35389,155647,229541,280333961,16164,147461430,14586,16603,8002,84870000,9868000
3551732.exe,242428051,444209187,5936227,2275325,79929103,1181828,5755,82193893,1365925,109172258,1775822,65303935,1113735,129598,35609,407992,429276,108478916,19927,61345942,45287,31689,10108,57030000,7866000
3639330.exe,171194468,360134712,3466862,1130277,69177874,611014,3233,72504399,480239,103999652,1253049,54812665,819673,119703,24880,125263,60984,88514305,7188,46804805,18729,12709,5064,37885000,8972000
3726166.exe,184500584,392854471,3011848,692974,75849326,838694,3448,79579292,534567,108530335,1310735,58714655,951060,136169,31714,398225,88265,105631120,11453,53283168,8928,7910,2948,48201000,2008000
4232119.exe,176599736,363849374,4152947,1407413,66488965,716679,4818,68157648,618461,103197834,1655506,59913001,1005204,138615,30195,357528,133634,99906992,12681,47820521,18553,19085,5748,38636000,9906000
4736614.exe,355004235,868640286,4248452,938566,159056690,1262426,3988,157624980,1401455,248420879,1864212,140471582,1324553,159107,43939,242990,121325,303991651,17191,153386702,25346,25494,6049,89660000,6973000
5365488.exe,267643805,504117442,6112549,2927337,91532515,1246787,6642,87685670,944136,120790195,3642865,66413084,1227018,232466,50550,236347,256207,133631173,15931,74525402,20934,17553,9156,61844000,9974000
5605071.exe,377535191,858967358,4799630,743457,171978097,1521680,3005,173858157,1540808,275466264,1069067,154650048,1225576,170285,26298,546184,229061,260815851,33344,140910182,20292,20953,8193,100700000,3021000
5747101.exe,371937290,868352741,4478920,812072,171297618,1593152,3004,170956770,1730748,268182815,1107184,149911234,1173334,195432,33716,585743,279514,277537086,23028,148831684,19788,29721,8425,94042000,5939000
5996947.exe,188712602,398271133,3825369,936672,70085975,828079,4988,71609670,654180,92514403,2020214,55117934,1450631,232086,63964,410421,409644,103241261,21445,47127578,34186,30701,14356,37039000,13645000
6811790.exe,175847942,363077085,4114563,1402646,66193151,712312,4819,68354711,635025,103217101,1657595,60122720,1026769,137521,33427,408332,164923,99539587,12858,47736580,17696,17158,5783,39333000,9076000
6965093.exe,376120689,891393766,4043747,984556,167847943,1670395,4756,164988364,1600708,250242406,1678155,142684017,1376926,203650,46050,332771,119526,306030033,17011,164293670,21020,29683,8257,90969000,9996000
7259642.exe,376286523,897637845,3814762,924699,167512939,1601557,4753,164039189,1525618,249136559,1658164,140986887,1398625,204445,46074,334606,166971,304741780,19211,165898143,24239,30173,8040,93039000,8003000
7663838.exe,404891667,947421335,7075263,3023910,188849834,847883,6003,188083417,1096487,275566878,1975894,163433718,1592806,163541,39926,296350,143708,299252771,22397,162008604,13835,25418,10386,96044000,14006000
7731830.exe,175746706,389339593,2734091,603124,66798799,1147381,3356,67181462,858165,94105419,1576524,52206235,774944,257377,25842,394860,56041,106794127,11792,58586407,9356,7370,3533,38461000,9109000
8513722.exe,308792435,794374113,4130852,758476,165143955,519743,2416,165989336,525358,268538425,512766,146302833,1134434,95485,20752,342529,20663,247657656,20054,131204541,3327,12607,7164,80631000,4031000
943025.exe,251709835,421768060,5156328,1979404,90969310,332531,5655,88632736,306693,119079816,3505700,66107424,1137178,202916,39342,406575,176111,110766568,17567,48066231,16290,18923,5808,55026000,12774000
