file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1289148.exe ,  2.96,  2.37,  0.00,  0.05,  0.00,  148283754,  113065000,   35020000
1751629.exe ,  0.64,  0.49,  0.00,  0.01,  0.00,   36673643,   34653000,    2038000
2160567.exe ,  3.06,  2.46,  0.00,  0.05,  0.00,  150369758,  121500000,   28881000
2219242.exe ,  3.08,  2.49,  0.00,  0.05,  0.00,  148444989,  129303000,   19044000
2346376.exe ,  2.95,  2.36,  0.00,  0.05,  0.00,  147717355,  122784000,   24956000
2806108.exe ,  1.88,  1.51,  0.00,  0.03,  0.00,   91391255,   63236000,   28105000
286654.exe  ,  3.09,  2.51,  0.00,  0.05,  0.00,  147319409,  124453000,   22899000
2920460.exe ,  3.05,  2.45,  0.00,  0.05,  0.00,  151635375,  122758000,   28943000
302205.exe  ,  2.98,  2.40,  0.00,  0.05,  0.00,  149628903,  132581000,   17074000
3135280.exe ,  0.61,  0.46,  0.00,  0.01,  0.00,   37838688,   36723000,    1020000
3439806.exe ,  2.91,  2.33,  0.00,  0.05,  0.00,  147220127,  114070000,   33020000
346060.exe  ,  0.62,  0.48,  0.00,  0.01,  0.00,   35529281,   34531000,    1015000
3974796.exe ,  3.00,  2.42,  0.00,  0.05,  0.00,  147634401,  119713000,   27933000
4656783.exe ,  3.15,  2.56,  0.00,  0.05,  0.00,  150785799,  117830000,   32952000
4925138.exe ,  0.63,  0.48,  0.00,  0.01,  0.00,   35951901,   34960000,     998000
5013886.exe ,  1.93,  1.54,  0.00,  0.03,  0.00,   97309093,   94347000,    3011000
5293957.exe ,  3.01,  2.44,  0.00,  0.05,  0.00,  144734567,  125906000,   18836000
640956.exe  ,  3.06,  2.45,  0.00,  0.05,  0.00,  153184170,  124122000,   29028000
668883.exe  ,  3.15,  2.55,  0.00,  0.05,  0.00,  151236509,  119173000,   32046000
81481.exe   ,  3.09,  2.49,  0.00,  0.05,  0.00,  150149888,  123107000,   27023000
