@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
2.96,2.37,0.00,0.05,0.00,148283754,113065000,35020000,0
0.64,0.49,0.00,0.01,0.00,36673643,34653000,2038000,0
3.06,2.46,0.00,0.05,0.00,150369758,121500000,28881000,0
3.08,2.49,0.00,0.05,0.00,148444989,129303000,19044000,0
2.95,2.36,0.00,0.05,0.00,147717355,122784000,24956000,0
1.88,1.51,0.00,0.03,0.00,91391255,63236000,28105000,0
3.09,2.51,0.00,0.05,0.00,147319409,124453000,22899000,0
3.05,2.45,0.00,0.05,0.00,151635375,122758000,28943000,0
2.98,2.40,0.00,0.05,0.00,149628903,132581000,17074000,0
0.61,0.46,0.00,0.01,0.00,37838688,36723000,1020000,0
2.91,2.33,0.00,0.05,0.00,147220127,114070000,33020000,0
0.62,0.48,0.00,0.01,0.00,35529281,34531000,1015000,0
3.00,2.42,0.00,0.05,0.00,147634401,119713000,27933000,0
3.15,2.56,0.00,0.05,0.00,150785799,117830000,32952000,0
0.63,0.48,0.00,0.01,0.00,35951901,34960000,998000,0
1.93,1.54,0.00,0.03,0.00,97309093,94347000,3011000,0
3.01,2.44,0.00,0.05,0.00,144734567,125906000,18836000,0
3.06,2.45,0.00,0.05,0.00,153184170,124122000,29028000,0
3.15,2.55,0.00,0.05,0.00,151236509,119173000,32046000,0
3.09,2.49,0.00,0.05,0.00,150149888,123107000,27023000,0
1.19,0.93,0.00,0.02,0.00,67298181,67055000,0,1
5.37,4.26,0.00,0.10,0.00,283139730,282120000,1000000,1
9.57,7.58,0.00,0.17,0.00,503930125,502942000,997000,1
0.82,0.65,0.00,0.02,0.00,46484675,43550000,2969000,1
1.19,0.94,0.00,0.02,0.00,65688508,65705000,0,1
9.79,7.80,0.00,0.17,0.00,502989092,501983000,999000,1
1.17,0.92,0.00,0.02,0.00,63938532,62936000,998000,1
1.26,1.00,0.00,0.02,0.00,65302231,64322000,1005000,1
0.83,0.65,0.00,0.02,0.00,46327058,45319000,1007000,1
1.19,0.93,0.00,0.02,0.00,64923159,63987000,999000,1
1.26,0.99,0.00,0.02,0.00,67358133,66370000,1005000,1
2.61,2.11,0.00,0.04,0.00,126221948,125206000,1001000,1
0.46,0.34,0.00,0.01,0.00,31372490,30368000,1012000,1
0.74,0.58,0.00,0.01,0.00,40404269,39429000,1011000,1
1.31,1.03,0.00,0.02,0.00,69217556,68242000,1003000,1
9.91,7.90,0.00,0.17,0.00,509330513,508227000,1000000,1
1.24,0.99,0.00,0.02,0.00,62830976,61851000,997000,1
1.35,1.07,0.00,0.02,0.00,69791811,68807000,997000,1
1.31,1.06,0.00,0.02,0.00,62418566,61435000,990000,1
0.66,0.51,0.00,0.01,0.00,35977549,34058000,1946000,1
0.85,0.70,0.00,0.01,0.00,38134622,35731000,1985000,2
0.79,0.63,0.00,0.01,0.00,41738460,39697000,2035000,2
0.76,0.59,0.00,0.02,0.00,43567181,41532000,2025000,2
1.75,1.41,0.00,0.03,0.00,87792320,83815000,3991000,2
0.73,0.56,0.00,0.01,0.00,41558603,39540000,2027000,2
0.79,0.62,0.00,0.01,0.00,42977544,41060000,1955000,2
1.81,1.43,0.00,0.03,0.00,93937606,88955000,4997000,2
1.81,1.45,0.00,0.03,0.00,88946183,85943000,2998000,2
0.75,0.58,0.00,0.01,0.00,41993540,39999000,1999000,2
0.84,0.64,0.00,0.02,0.00,51608528,49432000,1977000,2
1.77,1.41,0.00,0.03,0.00,89596705,84670000,4980000,2
1.84,1.47,0.00,0.03,0.00,95348236,94204000,1002000,2
0.77,0.61,0.00,0.01,0.00,40921207,38785000,2041000,2
1.79,1.45,0.00,0.03,0.00,86093116,84998000,999000,2
1.77,1.42,0.00,0.03,0.00,86905263,82725000,3939000,2
1.78,1.41,0.00,0.03,0.00,91812779,88701000,2989000,2
1.71,1.36,0.00,0.03,0.00,86053351,82981000,2999000,2
0.85,0.67,0.00,0.02,0.00,46672921,37690000,8926000,2
2.00,1.58,0.00,0.04,0.00,103884257,100867000,2996000,2
1.79,1.44,0.00,0.03,0.00,87533797,86525000,1006000,2
5.04,4.02,0.00,0.09,0.00,258760107,199372000,59110000,3
6.43,5.20,0.00,0.11,0.00,311135303,261101000,50019000,3
2.70,2.16,0.00,0.05,0.00,136465460,131386000,5014000,3
6.56,5.29,0.00,0.11,0.00,320020423,263991000,55998000,3
6.27,5.01,0.00,0.11,0.00,313438348,234291000,79098000,3
3.90,3.13,0.00,0.07,0.00,192340799,181374000,10962000,3
2.36,1.87,0.00,0.04,0.00,121720699,118714000,2992000,3
6.51,5.25,0.00,0.11,0.00,317248454,259201000,58045000,3
6.61,5.35,0.00,0.11,0.00,315976205,263009000,53001000,3
2.16,1.71,0.00,0.04,0.00,113197717,104182000,9015000,3
2.39,1.90,0.00,0.04,0.00,122230449,117231000,5009000,3
2.15,1.70,0.00,0.04,0.00,112716132,108727000,3989000,3
4.73,3.79,0.00,0.08,0.00,237007675,178984000,57994000,3
2.59,2.05,0.00,0.05,0.00,134298367,122261000,12025000,3
2.37,1.88,0.00,0.04,0.00,123259606,113377000,9945000,3
6.47,5.23,0.00,0.11,0.00,310728993,260734000,49949000,3
2.38,1.89,0.00,0.04,0.00,123125176,115112000,8007000,3
