@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
3.01,2.42,0.00,0.05,0.00,149093814,117896000,30972000,0
0.62,0.46,0.00,0.01,0.00,38259047,36183000,2010000,0
3.16,2.56,0.00,0.05,0.00,151981863,122998000,28999000,0
3.11,2.51,0.00,0.05,0.00,148979963,123855000,25173000,0
3.05,2.45,0.00,0.05,0.00,150368362,115529000,34858000,0
1.90,1.55,0.00,0.03,0.00,89439430,61301000,28138000,0
3.17,2.58,0.00,0.05,0.00,149503067,125293000,24056000,0
3.09,2.51,0.00,0.05,0.00,147555537,121563000,25907000,0
2.87,2.30,0.00,0.05,0.00,145349784,121315000,24062000,0
0.68,0.53,0.00,0.01,0.00,36426416,33411000,3037000,0
3.01,2.41,0.00,0.05,0.00,149562465,124675000,24935000,0
0.65,0.51,0.00,0.01,0.00,35301134,34286000,1008000,0
3.11,2.52,0.00,0.05,0.00,149289097,124435000,24887000,0
3.07,2.48,0.00,0.05,0.00,147097160,116123000,31032000,0
0.66,0.52,0.00,0.01,0.00,35420590,33463000,1968000,0
1.93,1.55,0.00,0.03,0.00,97393833,94359000,3011000,0
2.97,2.40,0.00,0.05,0.00,144449128,122430000,22077000,0
3.19,2.59,0.00,0.05,0.00,150059235,126969000,22994000,0
3.08,2.50,0.00,0.05,0.00,146173598,117144000,29035000,0
3.08,2.47,0.00,0.05,0.00,151930821,132828000,19119000,0
1.16,0.90,0.00,0.02,0.00,66871247,65606000,1009000,1
5.28,4.17,0.00,0.10,0.00,283558557,282547000,1001000,1
9.56,7.59,0.00,0.17,0.00,501788724,500814000,999000,1
0.84,0.66,0.00,0.02,0.00,45923641,42951000,2996000,1
1.21,0.95,0.00,0.02,0.00,64970010,62996000,1999000,1
9.60,7.61,0.00,0.17,0.00,503791441,502677000,1001000,1
1.21,0.95,0.00,0.02,0.00,63893086,61946000,1966000,1
1.23,0.96,0.00,0.02,0.00,65919703,65919000,0,1
0.85,0.66,0.00,0.02,0.00,46170846,45195000,1004000,1
1.20,0.94,0.00,0.02,0.00,65211140,64242000,1003000,1
1.26,0.99,0.00,0.02,0.00,67338978,65364000,1980000,1
2.60,2.10,0.00,0.04,0.00,124587682,124113000,0,1
0.50,0.38,0.00,0.01,0.00,29151349,26242000,2915000,1
0.75,0.58,0.00,0.01,0.00,41101186,40133000,1003000,1
1.34,1.07,0.00,0.02,0.00,67584901,67526000,0,1
10.08,8.06,0.00,0.17,0.00,510001978,508993000,999000,1
1.22,0.98,0.00,0.02,0.00,62795024,61810000,1013000,1
1.31,1.03,0.00,0.02,0.00,71678318,70608000,1008000,1
1.23,0.98,0.00,0.02,0.00,62954682,61972000,999000,1
0.62,0.48,0.00,0.01,0.00,36355641,35373000,1010000,1
1.32,1.07,0.00,0.02,0.00,63762658,55718000,6964000,2
1.26,0.99,0.00,0.02,0.00,67339860,61454000,5947000,2
1.26,0.99,0.00,0.02,0.00,69146426,66166000,3007000,2
3.86,3.14,0.00,0.06,0.00,181377104,175359000,6012000,2
1.37,1.09,0.00,0.02,0.00,69882050,67861000,2025000,2
1.32,1.06,0.00,0.02,0.00,66945865,63988000,2953000,2
3.88,3.14,0.00,0.06,0.00,187679023,181680000,5989000,2
3.71,3.01,0.00,0.06,0.00,178144296,175077000,3001000,2
1.25,0.98,0.00,0.02,0.00,67930534,64898000,3042000,2
4.58,3.63,0.00,0.08,0.00,233259032,219285000,13954000,2
3.89,3.17,0.00,0.06,0.00,183780931,177859000,5961000,2
3.97,3.23,0.00,0.06,0.00,188584536,182585000,5986000,2
1.20,0.94,0.00,0.02,0.00,64752078,61758000,2988000,2
3.80,3.05,0.00,0.06,0.00,186463628,181411000,4983000,2
3.81,3.08,0.00,0.06,0.00,185008253,184008000,1000000,2
3.78,3.05,0.00,0.06,0.00,183035926,180029000,3000000,2
3.82,3.09,0.00,0.06,0.00,182882444,180895000,1998000,2
1.40,1.11,0.00,0.02,0.00,72187813,67156000,5011000,2
2.65,2.08,0.00,0.05,0.00,140155203,132163000,8009000,2
3.75,3.03,0.00,0.06,0.00,181875303,180909000,999000,2
5.14,4.13,0.00,0.09,0.00,257593195,203496000,53866000,3
6.49,5.26,0.00,0.11,0.00,313246195,260173000,53035000,3
2.62,2.08,0.00,0.05,0.00,135928838,128882000,7048000,3
6.62,5.33,0.00,0.11,0.00,328245902,272205000,56042000,3
6.08,4.87,0.00,0.10,0.00,301295201,247346000,53857000,3
4.16,3.36,0.00,0.07,0.00,200713272,194638000,5988000,3
2.41,1.92,0.00,0.04,0.00,122306067,117334000,5014000,3
6.47,5.20,0.00,0.11,0.00,319557387,274591000,44933000,3
6.63,5.40,0.00,0.11,0.00,310317650,250251000,60060000,3
2.19,1.73,0.00,0.04,0.00,112926986,107894000,5041000,3
2.35,1.87,0.00,0.04,0.00,120505520,116412000,4014000,3
2.20,1.74,0.00,0.04,0.00,113103405,107139000,6007000,3
4.84,3.89,0.00,0.08,0.00,238735264,189793000,48946000,3
2.54,2.02,0.00,0.04,0.00,131138887,123229000,7950000,3
2.42,1.93,0.00,0.04,0.00,122845822,118828000,3994000,3
6.45,5.21,0.00,0.11,0.00,312263672,253200000,59046000,3
2.42,1.92,0.00,0.04,0.00,123750517,115703000,8048000,3
6.29,5.07,0.00,0.10,0.00,305608002,255513000,50100000,3
2.09,1.66,0.00,0.04,0.00,108117134,106090000,2001000,3
4.74,3.82,0.00,0.08,0.00,231112165,175068000,56021000,3
2.53,1.98,0.00,0.05,0.00,134216787,119998000,13884000,4
3.96,3.18,0.00,0.07,0.00,195693633,185653000,9981000,4
5.53,4.31,0.00,0.10,0.00,301671455,127202000,17665000,4
2.56,2.01,0.00,0.05,0.00,134818743,129790000,5030000,4
2.56,2.03,0.00,0.04,0.00,130350774,127316000,3007000,4
3.59,2.92,0.00,0.05,0.00,158293663,151267000,7012000,4
2.61,2.07,0.00,0.05,0.00,133095836,124068000,9004000,4
2.86,2.23,0.00,0.05,0.00,153159784,146146000,7007000,4
4.04,3.24,0.00,0.07,0.00,199218248,191213000,8008000,4
4.70,3.69,0.00,0.08,0.00,245731674,229740000,15981000,4
2.98,2.36,0.00,0.05,0.00,150779172,137612000,13058000,4
4.07,3.25,0.00,0.07,0.00,204274774,199221000,5005000,4
2.31,1.82,0.00,0.04,0.00,118114269,110064000,8004000,4
2.94,2.33,0.00,0.05,0.00,148260416,138242000,10017000,4
3.14,2.47,0.00,0.06,0.00,162203726,153195000,9011000,4
2.71,2.15,0.00,0.05,0.00,136330485,119392000,16913000,4
6.85,5.50,0.00,0.11,0.00,333507954,203772000,11041000,4
2.84,2.21,0.00,0.05,0.00,153318609,145249000,8013000,4
6.15,4.86,0.00,0.11,0.00,316272529,186532000,10972000,4
3.06,2.40,0.00,0.05,0.00,158802359,149715000,9043000,4
1.48,1.16,0.00,0.03,0.00,77215760,65059000,11829000,5
2.07,1.65,0.00,0.03,0.00,101071567,86057000,15009000,5
1.58,1.29,0.00,0.02,0.00,69749828,62752000,6972000,5
1.65,1.31,0.00,0.03,0.00,76842224,70867000,5988000,5
3.29,2.66,0.00,0.05,0.00,156787556,147800000,8987000,5
4.23,3.44,0.00,0.07,0.00,192203855,178089000,14007000,5
1.55,1.23,0.00,0.03,0.00,77078184,72103000,5007000,5
3.37,2.76,0.00,0.05,0.00,152057187,145020000,7001000,5
1.44,1.14,0.00,0.02,0.00,73494833,66529000,6950000,5
1.70,1.33,0.00,0.03,0.00,84230946,75206000,9024000,5
1.69,1.33,0.00,0.03,0.00,83162781,72163000,11025000,5
3.84,3.07,0.00,0.06,0.00,178877100,167494000,10966000,5
1.54,1.24,0.00,0.03,0.00,75060422,64231000,10869000,5
9.81,7.98,0.00,0.16,0.00,460634526,228314000,232320000,5
3.26,2.64,0.00,0.05,0.00,153846743,146838000,6992000,5
1.52,1.19,0.00,0.03,0.00,75543925,65639000,9945000,5
1.55,1.24,0.00,0.03,0.00,74785434,65786000,8970000,5
1.48,1.19,0.00,0.02,0.00,70188972,63210000,6913000,5
1.56,1.23,0.00,0.03,0.00,77338887,66269000,11044000,5
1.56,1.25,0.00,0.03,0.00,75681025,67584000,8069000,5
4.76,3.73,0.00,0.09,0.00,258304050,89913000,13883000,6
1.81,1.46,0.00,0.03,0.00,89368564,80416000,8935000,6
2.76,2.22,0.00,0.05,0.00,134439722,130480000,4014000,6
5.61,4.57,0.00,0.09,0.00,265376351,262394000,3004000,6
1.53,1.22,0.00,0.03,0.00,78668972,75680000,2987000,6
4.66,3.72,0.00,0.08,0.00,227560858,215580000,11976000,6
7.93,6.42,0.00,0.13,0.00,368585804,351559000,16978000,6
3.55,2.84,0.00,0.06,0.00,168703189,158663000,9916000,6
5.49,4.48,0.00,0.09,0.00,254066705,249882000,3998000,6
8.71,7.06,0.00,0.14,0.00,411311880,270974000,21902000,6
2.54,2.03,0.00,0.04,0.00,125327566,117234000,8016000,6
5.47,4.45,0.00,0.09,0.00,256427711,247311000,9011000,6
7.14,5.82,0.00,0.11,0.00,326869820,320724000,5994000,6
2.71,2.17,0.00,0.04,0.00,131841078,121848000,9987000,6
4.65,3.76,0.00,0.08,0.00,220709810,208628000,11978000,6
2.00,1.59,0.00,0.03,0.00,98872459,89790000,9079000,6
2.09,1.67,0.00,0.04,0.00,103054646,94057000,9005000,6
4.38,3.49,0.00,0.07,0.00,210041322,198994000,10999000,6
7.13,5.79,0.00,0.11,0.00,336089395,328998000,6999000,6
1.76,1.40,0.00,0.03,0.00,87535979,80510000,6957000,6
2.95,2.37,0.00,0.05,0.00,146226334,143986000,1999000,7
7.62,6.14,0.00,0.12,0.00,346506667,202198000,144141000,7
8.01,6.49,0.00,0.12,0.00,358521295,215196000,143130000,7
10.02,8.10,0.00,0.16,0.00,481792975,267444000,214356000,7
6.79,5.66,0.00,0.09,0.00,272824965,132867000,139860000,7
8.29,6.67,0.00,0.13,0.00,381888855,231800000,149870000,7
4.30,3.52,0.00,0.07,0.00,197555384,196556000,997000,7
7.83,6.31,0.00,0.12,0.00,353886131,211415000,142279000,7
