file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1315752.exe ,  0.36,  0.26,  0.00,  0.01,  0.00,   25890630,   24628000,    1026000
1571671.exe ,  0.65,  0.50,  0.00,  0.01,  0.00,   36633462,   33519000,    3047000
1992683.exe ,  4.21,  3.36,  0.00,  0.07,  0.00,  215463805,  214427000,    1001000
2696383.exe ,  4.64,  3.70,  0.00,  0.08,  0.00,  239566691,  239479000,          0
2706187.exe ,  0.42,  0.32,  0.00,  0.01,  0.00,   27575321,   25615000,    1970000
344718.exe  , 13.84, 11.10,  0.00,  0.24,  0.00,  699117057,  696900000,    1999000
3594696.exe ,  0.56,  0.42,  0.00,  0.01,  0.00,   33474702,   31527000,    1970000
4301671.exe ,  3.76,  3.00,  0.00,  0.07,  0.00,  193531089,  192554000,     997000
4303820.exe ,  0.70,  0.56,  0.00,  0.01,  0.00,   35807067,   30974000,    4839000
4663650.exe ,  4.22,  3.38,  0.00,  0.07,  0.00,  213912963,  212924000,     999000
5032811.exe ,  0.46,  0.35,  0.00,  0.01,  0.00,   25320783,   20435000,    4865000
5108067.exe ,  3.00,  2.36,  0.00,  0.05,  0.00,  161699579,  160660000,    1004000
5372423.exe ,  0.36,  0.27,  0.00,  0.01,  0.00,   22423612,   20514000,    1953000
5624865.exe ,  0.60,  0.46,  0.00,  0.01,  0.00,   35082167,   32074000,    3006000
5804862.exe ,  0.56,  0.44,  0.00,  0.01,  0.00,   30983647,   28872000,    1991000
6470436.exe ,  0.32,  0.24,  0.00,  0.01,  0.00,   19250369,   18224000,    1012000
6627581.exe ,  0.40,  0.30,  0.00,  0.01,  0.00,   26433103,   24516000,    1961000
713282.exe  ,  4.52,  3.61,  0.00,  0.08,  0.00,  228841705,  227800000,    1003000
835034.exe  ,  4.17,  3.34,  0.00,  0.07,  0.00,  210768454,  209727000,     998000
907195.exe  ,  1.12,  0.88,  0.00,  0.02,  0.00,   59960051,   54824000,    5076000
