file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
174258.exe  ,  1.91,  1.84,  0.09,  0.00,  4.90,  175947761,  172671000,    3011000
1787832.exe ,  2.14,  2.06,  0.12,  0.00,  5.54,  197675841,  185504000,   12032000
1821852.exe ,  1.57,  1.51,  0.08,  0.00,  4.22,  154825750,  153783000,     998000
1898852.exe ,  0.17,  0.17,  0.01,  0.00,  0.46,   15829829,   13064000,    2799000
2048785.exe ,  1.54,  1.48,  0.08,  0.00,  4.16,  152958407,  151949000,     999000
2110174.exe ,  1.94,  1.86,  0.11,  0.00,  5.17,  182272725,  172322000,    9960000
2271051.exe ,  1.65,  1.59,  0.08,  0.00,  4.49,  164071710,  163047000,    1000000
2381283.exe ,  2.35,  2.27,  0.13,  0.00,  6.11,  218889318,  206752000,   12043000
2447635.exe ,  1.88,  1.82,  0.10,  0.00,  4.98,  175268145,  166141000,    9007000
2460677.exe ,  1.60,  1.55,  0.08,  0.00,  4.30,  159800757,  159790000,          0
2671073.exe ,  0.96,  0.93,  0.05,  0.00,  2.45,   85696327,   79703000,    5977000
2671088.exe ,  0.95,  0.92,  0.06,  0.00,  2.48,   86422768,   77463000,    8938000
2675921.exe ,  2.08,  2.00,  0.12,  0.00,  5.62,  196926273,  184906000,   11993000
2675933.exe ,  2.06,  1.99,  0.12,  0.00,  5.61,  198122929,  189102000,    9004000
2844052.exe ,  0.45,  0.44,  0.03,  0.00,  1.21,   41653088,   26759000,   14866000
2942024.exe ,  0.76,  0.73,  0.05,  0.00,  2.00,   67767889,   57778000,    9961000
2942175.exe ,  1.86,  1.80,  0.12,  0.00,  4.76,  163588863,  144617000,   18949000
3010849.exe ,  1.74,  1.68,  0.10,  0.00,  4.80,  167842419,  154832000,   12985000
3080883.exe ,  1.46,  1.41,  0.08,  0.00,  4.06,  144020988,  142994000,     999000
3266282.exe ,  2.21,  2.12,  0.12,  0.00,  5.98,  210393143,  197309000,   13020000
3454388.exe ,  1.91,  1.84,  0.12,  0.00,  4.88,  168341432,  157293000,   11020000
3666316.exe ,  2.13,  2.05,  0.11,  0.00,  5.48,  195549963,  190530000,    4987000
3916769.exe ,  0.14,  0.13,  0.01,  0.00,  0.37,   11854796,    6908000,    4934000
4034922.exe ,  0.31,  0.29,  0.02,  0.00,  0.84,   28602912,   23652000,    4927000
4083399.exe ,  2.04,  1.96,  0.11,  0.00,  5.34,  190373389,  185344000,    5009000
4088261.exe ,  1.80,  1.72,  0.09,  0.00,  4.76,  170114782,  162815000,    6992000
4207131.exe ,  0.69,  0.67,  0.04,  0.00,  1.79,   60839639,   56760000,    3983000
4230847.exe ,  0.53,  0.51,  0.03,  0.00,  1.47,   47694429,   36746000,   10924000
4358293.exe ,  1.30,  1.25,  0.08,  0.00,  3.36,  113766157,  103670000,   10065000
4474695.exe ,  1.11,  1.07,  0.06,  0.00,  2.84,   96089162,   91030000,    5001000
4484725.exe ,  2.35,  2.27,  0.13,  0.00,  6.33,  217047934,  210935000,    5998000
4625512.exe ,  3.26,  3.15,  0.16,  0.00,  8.20,  264197011,  251171000,   13008000
