@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1.52,1.47,0.07,0.00,4.02,129811487,99526000,29858000,0
1.54,1.50,0.07,0.00,3.86,132784870,107629000,25146000,0
1.60,1.55,0.07,0.00,3.87,133137448,106103000,27026000,0
1.56,1.51,0.07,0.00,4.02,132823516,101858000,30956000,0
1.57,1.53,0.07,0.00,3.79,131831246,100622000,31193000,0
1.59,1.54,0.07,0.00,3.93,131747231,98805000,32935000,0
0.31,0.30,0.01,0.00,0.78,24989021,22894000,1990000,0
0.99,0.95,0.05,0.00,2.51,89239477,57145000,32081000,0
1.51,1.46,0.07,0.00,4.00,131056367,99590000,31185000,0
0.31,0.30,0.01,0.00,0.75,25089802,24151000,966000,0
0.31,0.30,0.01,0.00,0.77,25117756,24011000,1000000,0
0.32,0.31,0.01,0.00,0.84,25108512,22978000,1998000,0
0.29,0.29,0.01,0.00,0.76,25448494,25456000,0,0
1.54,1.49,0.07,0.00,3.98,131850447,104778000,26942000,0
0.35,0.34,0.02,0.00,0.89,27809116,26819000,993000,0
1.58,1.53,0.07,0.00,3.88,133533566,106420000,27107000,0
1.54,1.50,0.07,0.00,3.82,131861237,98898000,32966000,0
1.56,1.51,0.07,0.00,4.11,133609993,96703000,36887000,0
1.57,1.52,0.07,0.00,3.92,133659018,112550000,21103000,0
1.57,1.53,0.07,0.00,3.84,133280610,105433000,27850000,0
1.54,1.49,0.07,0.00,3.88,130800688,99845000,30952000,0
1.56,1.51,0.07,0.00,4.04,131375186,106154000,25036000,0
1.56,1.51,0.07,0.00,3.93,131520835,98548000,32849000,0
1.02,0.99,0.05,0.00,2.60,92068219,62973000,28987000,0
1.51,1.47,0.07,0.00,3.96,131568701,97698000,33895000,0
1.50,1.45,0.07,0.00,4.00,131090293,105039000,26009000,0
0.98,0.95,0.05,0.00,2.71,92304652,59115000,33064000,0
1.48,1.44,0.07,0.00,3.87,131639212,105667000,25918000,0
1.55,1.50,0.07,0.00,4.06,133491281,97561000,35838000,0
1.53,1.48,0.07,0.00,3.96,132032859,102924000,28978000,0
1.54,1.50,0.07,0.00,3.91,132767790,105805000,26950000,0
0.31,0.30,0.01,0.00,0.77,25223170,23199000,2017000,0
1.52,1.48,0.07,0.00,4.00,132305231,104018000,28005000,0
0.31,0.30,0.01,0.00,0.78,25231633,24100000,1004000,0
1.53,1.48,0.07,0.00,4.02,132742171,98718000,33903000,0
1.50,1.46,0.07,0.00,4.06,132768127,94114000,38636000,0
0.30,0.30,0.01,0.00,0.76,25026973,24977000,0,0
1.52,1.48,0.07,0.00,4.00,133364870,103270000,30078000,0
1.52,1.47,0.07,0.00,4.10,133222849,98080000,35028000,0
0.36,0.35,0.02,0.00,0.90,28899152,26900000,1992000,0
1.56,1.51,0.07,0.00,3.81,130708349,102754000,27933000,0
1.54,1.49,0.07,0.00,4.11,133196155,114977000,17996000,0
0.30,0.30,0.01,0.00,0.79,24991260,23860000,994000,0
0.31,0.30,0.01,0.00,0.78,25046426,21941000,2992000,0
