file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1054386.exe ,  0.21,  0.20,  0.02,  0.00,  0.85,   36973858,   29736000,    6938000
2082270.exe ,  0.49,  0.49,  0.02,  0.00,  1.23,   40850052,   37814000,    2985000
2136822.exe ,  0.43,  0.41,  0.02,  0.00,  1.09,   33030412,   28983000,    3997000
2395206.exe ,  1.80,  1.75,  0.09,  0.00,  4.59,  164275241,   95152000,   69110000
2666073.exe ,  0.53,  0.51,  0.03,  0.00,  1.31,   41739190,   33773000,    7946000
301392.exe  ,  0.20,  0.20,  0.01,  0.00,  0.49,   16736170,   11723000,    4884000
3960987.exe ,  0.31,  0.30,  0.02,  0.00,  0.79,   25027446,   21009000,    4001000
3989839.exe ,  0.29,  0.28,  0.02,  0.00,  0.73,   23976724,   20887000,    2983000
4443808.exe ,  0.68,  0.66,  0.04,  0.00,  1.68,   51500385,   48350000,    3021000
4870928.exe ,  2.03,  1.94,  0.15,  0.00,  5.18,  174275457,   83059000,   91064000
5060739.exe ,  0.51,  0.50,  0.02,  0.00,  1.25,   41156294,   36121000,    5016000
5237654.exe ,  1.11,  1.07,  0.07,  0.00,  2.96,  103616719,   90641000,   12948000
5454536.exe ,  0.49,  0.49,  0.03,  0.00,  1.26,   39886609,   31890000,    7972000
5962406.exe ,  0.43,  0.41,  0.03,  0.00,  1.08,   34313397,   26221000,    8068000
6021928.exe ,  0.52,  0.50,  0.02,  0.00,  1.31,   40544246,   37455000,    3036000
670905.exe  ,  0.22,  0.21,  0.02,  0.00,  0.75,   30699842,   27615000,    3068000
704949.exe  ,  0.29,  0.28,  0.01,  0.00,  0.71,   23421824,   17511000,    5837000
718631.exe  ,  0.48,  0.47,  0.03,  0.00,  1.29,   44835171,   36773000,    7951000
7209909.exe ,  0.53,  0.51,  0.02,  0.00,  1.32,   41418928,   37344000,    4037000
820436.exe  ,  0.45,  0.43,  0.03,  0.00,  1.12,   35715647,   29730000,    5946000
