@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1.57,1.52,0.07,0.00,3.84,130750983,104517000,25880000,0
0.32,0.31,0.01,0.00,0.75,25117332,22101000,3013000,0
1.60,1.55,0.07,0.00,3.82,132930772,99933000,32978000,0
1.55,1.49,0.07,0.00,3.94,131275352,104209000,27054000,0
1.76,1.70,0.08,0.00,4.25,135849533,100821000,34938000,0
0.97,0.94,0.05,0.00,2.54,89328691,59215000,30109000,0
1.62,1.57,0.07,0.00,3.87,133860812,98798000,34928000,0
1.58,1.53,0.07,0.00,3.81,131609923,105534000,25885000,0
1.57,1.53,0.07,0.00,3.85,133154742,108111000,25025000,0
0.32,0.31,0.01,0.00,0.78,25073572,23950000,997000,0
1.56,1.51,0.07,0.00,3.82,130869539,95812000,34931000,0
0.32,0.31,0.01,0.00,0.80,25520386,25515000,0,0
1.52,1.47,0.07,0.00,3.91,130745922,102792000,27943000,0
1.54,1.49,0.07,0.00,3.77,130355541,104272000,26068000,0
0.30,0.30,0.01,0.00,0.76,25327973,24304000,1012000,0
0.89,0.87,0.04,0.00,2.18,69204104,67188000,2005000,0
1.53,1.48,0.07,0.00,3.97,131792462,98837000,32945000,0
1.55,1.50,0.07,0.00,3.82,131381431,98295000,33099000,0
1.53,1.49,0.07,0.00,3.78,131605899,98622000,32874000,0
1.50,1.45,0.07,0.00,3.78,131672615,93470000,38192000,0
0.47,0.44,0.02,0.00,1.28,47379405,46129000,981000,1
1.90,1.82,0.11,0.00,5.27,205794126,204800000,999000,1
3.52,3.38,0.20,0.00,9.68,380743594,380743000,0,1
0.29,0.28,0.02,0.00,0.79,28896623,28789000,0,1
0.46,0.45,0.02,0.00,1.29,48140993,47013000,1000000,1
3.48,3.35,0.19,0.00,9.69,380998215,379920000,999000,1
0.46,0.45,0.02,0.00,1.27,47134915,47159000,0,1
0.47,0.45,0.02,0.00,1.30,47881244,46881000,997000,1
0.24,0.23,0.02,0.00,0.81,32928759,31937000,998000,1
0.41,0.39,0.03,0.00,1.27,49012458,49014000,0,1
0.54,0.52,0.03,0.00,1.40,47854435,46836000,996000,1
0.89,0.86,0.05,0.00,2.40,89176281,89140000,0,1
0.17,0.16,0.01,0.00,0.49,17587072,16608000,976000,1
0.27,0.26,0.01,0.00,0.73,25941465,24921000,996000,1
0.47,0.46,0.03,0.00,1.32,49507207,47400000,1975000,1
3.35,3.21,0.20,0.00,9.64,383931481,383799000,0,1
0.45,0.45,0.02,0.00,1.24,45718789,43770000,1989000,1
0.49,0.48,0.03,0.00,1.35,49267466,48100000,1002000,1
0.47,0.46,0.02,0.00,1.28,46166958,44097000,1959000,1
0.24,0.24,0.01,0.00,0.65,23164745,22148000,1006000,1
0.43,0.42,0.02,0.00,1.07,35509715,33182000,2011000,2
0.41,0.40,0.02,0.00,1.03,34593884,32578000,1974000,2
0.40,0.38,0.02,0.00,0.98,32699908,30703000,1980000,2
0.82,0.80,0.03,0.00,2.04,66231856,63212000,3010000,2
