file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1735981.exe ,  1.54,  1.50,  0.08,  0.00,  3.83,  122032924,  114656000,    7040000
2408959.exe ,  1.36,  1.32,  0.06,  0.00,  3.14,  103594717,   96592000,    6970000
3675256.exe ,  0.57,  0.55,  0.03,  0.00,  1.42,   46158488,   40120000,    6018000
4166218.exe ,  0.67,  0.64,  0.04,  0.00,  1.63,   52554177,   49397000,    3024000
4381451.exe ,  0.90,  0.87,  0.07,  0.00,  2.45,   87009317,   78004000,    9000000
4540243.exe ,  1.35,  1.31,  0.06,  0.00,  3.31,  105356790,  103329000,    2006000
4860832.exe ,  1.37,  1.33,  0.06,  0.00,  3.35,  105570633,  102541000,    3015000
5461201.exe ,  0.66,  0.63,  0.04,  0.00,  1.67,   52468743,   47428000,    5045000
5528880.exe ,  0.61,  0.59,  0.03,  0.00,  1.55,   48862614,   44753000,    3978000
5557634.exe ,  0.78,  0.75,  0.06,  0.00,  2.02,   67867223,   62818000,    4985000
6164655.exe ,  0.72,  0.69,  0.04,  0.00,  1.86,   59318714,   54182000,    5016000
6968005.exe ,  0.69,  0.66,  0.05,  0.00,  1.93,   67416814,   59447000,    7926000
7117658.exe ,  0.64,  0.63,  0.04,  0.00,  1.62,   52449746,   48399000,    4033000
7240130.exe ,  1.37,  1.34,  0.06,  0.00,  3.25,  105995947,   97975000,    7998000
7244472.exe ,  0.63,  0.62,  0.04,  0.00,  1.58,   51484978,   45403000,    6053000
7380878.exe ,  1.42,  1.37,  0.07,  0.00,  3.48,  110790626,  106756000,    3990000
7534269.exe ,  3.15,  3.04,  0.23,  0.00,  7.95,  274100103,  263069000,   11002000
7568057.exe ,  0.63,  0.61,  0.03,  0.00,  1.58,   50833651,   44828000,    5977000
7632862.exe ,  0.25,  0.25,  0.01,  0.00,  0.65,   20383727,   16298000,    4074000
7824960.exe ,  1.33,  1.30,  0.06,  0.00,  3.30,  104016569,  101992000,    1999000
