@relation 'problema-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute pkg numeric
@attribute cores numeric
@attribute gpu numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
1.44,1.4,0,146499289,105188000,41073000,0
0.3,0.3,0,25387279,24379000,1015000,0
1.54,1.5,0,131109743,95974000,34990000,0
1.53,1.48,0,131309315,91204000,40089000,0
1.53,1.49,0,131246193,104043000,27011000,0
0.95,0.93,0,89785144,58510000,31273000,0
1.53,1.48,0,131108448,99000000,32000000,0
1.54,1.5,0,131898380,96913000,34968000,0
1.52,1.47,0,132807657,91853000,40934000,0
0.31,0.3,0,25098973,24088000,1003000,0
1.55,1.51,0,133768339,96825000,36933000,0
0.31,0.31,0,25429100,25434000,0,0
1.51,1.46,0,130996765,103858000,26963000,0
1.49,1.45,0,131063929,89037000,42017000,0
0.31,0.31,0,25209759,24197000,1008000,0
0.87,0.86,0,68755706,64745000,3984000,0
1.56,1.52,0,132341620,111287000,21054000,0
1.52,1.47,0,131244703,102189000,29053000,0
1.56,1.51,0,131036589,100032000,31010000,0
1.53,1.48,0,130771482,105809000,24955000,0
0.37,0.35,0,64486745,63265000,1004000,1
1.94,1.85,0,205696641,204687000,998000,1
3.54,3.4,0,380883088,380777000,0,1
0.28,0.28,0,28904936,27886000,995000,1
0.46,0.44,0,47987598,46950000,998000,1
3.53,3.4,0,380965533,379953000,999000,1
0.49,0.46,0,47139980,46137000,1002000,1
0.46,0.44,0,47949514,46913000,998000,1
0.3,0.29,0,29191038,28792000,0,1
0.42,0.41,0,47918718,46927000,998000,1
0.45,0.44,0,46963251,45955000,999000,1
0.9,0.87,0,89134620,89068000,0,1
0.16,0.16,0,17436576,17420000,0,1
0.26,0.25,0,26492479,24523000,1961000,1
0.48,0.46,0,49402608,49407000,0,1
3.29,3.15,0,388188727,386032000,2000000,1
0.47,0.45,0,45928141,44920000,998000,1
0.47,0.46,0,49523437,48445000,988000,1
0.46,0.44,0,46044375,46027000,0,1
0.24,0.23,0,22986855,20971000,1997000,1
0.43,0.41,0,35624327,31259000,3907000,2
0.41,0.39,0,34667253,32668000,1979000,2
0.39,0.38,0,32872231,29870000,2987000,2
0.78,0.76,0,68181635,67164000,1002000,2
0.41,0.4,0,33897450,32883000,996000,2
0.42,0.4,0,34892876,32799000,1987000,2
0.87,0.84,0,68848918,64833000,3989000,2
0.81,0.79,0,64134276,61115000,3005000,2
0.41,0.39,0,35489467,34473000,1013000,2
0.44,0.43,0,37269476,36257000,1007000,2
0.82,0.8,0,65248842,62873000,1995000,2
0.87,0.85,0,68367546,65298000,3013000,2
0.39,0.38,0,32963798,29951000,2995000,2
0.78,0.76,0,65786138,62705000,2985000,2
0.81,0.8,0,65762603,62758000,2988000,2
0.78,0.75,0,67465757,65417000,2012000,2
0.79,0.77,0,64156456,62023000,2000000,2
0.44,0.44,0,38760354,28697000,9895000,2
0.89,0.86,0,83976715,77870000,5990000,2
0.82,0.79,0,65425911,64412000,1006000,2
2.8,2.7,0,259747122,194555000,64851000,3
3.25,3.14,0,288106026,227953000,59987000,3
1.31,1.26,0,115748642,106624000,8968000,3
3.26,3.16,0,293106619,223301000,69781000,3
3.32,3.2,0,312657920,256694000,55933000,3
1.78,1.73,0,148828511,140808000,7989000,3
1.1,1.07,0,98544096,97513000,1005000,3
3.26,3.16,0,291948310,215943000,75980000,3
3.18,3.07,0,291736894,233538000,58133000,3
1,0.96,0,93751862,90713000,2990000,3
1.12,1.08,0,100181010,94134000,6008000,3
0.98,0.94,0,91824945,85817000,5987000,3
2.43,2.35,0,233219138,173079000,60027000,3
1.18,1.15,0,106665749,99540000,7038000,3
1.08,1.05,0,98342056,93269000,5014000,3
3.28,3.18,0,293424413,224232000,69071000,3
1.11,1.06,0,99421351,91442000,7951000,3
3.25,3.15,0,290445856,236022000,54005000,3
0.97,0.94,0,87923617,81911000,5993000,3
2.48,2.4,0,234776909,156842000,77921000,3
2.05,1.95,0,227991451,75316000,12213000,4
2.74,2.65,0,226900887,131033000,10002000,4
2.17,2.1,0,186031684,85813000,13664000,4
1.18,1.13,0,113895522,108851000,4993000,4
1.11,1.06,0,107316201,102279000,5013000,4
2.22,2.14,0,199907356,104716000,7978000,4
1.22,1.19,0,112695787,103690000,8973000,4
1.31,1.26,0,127108888,117075000,10006000,4
2.74,2.65,0,229240487,129322000,12932000,4
2.87,2.76,0,270536050,172537000,11034000,4
1.93,1.86,0,175120770,75839000,12972000,4
1.96,1.9,0,169096563,164955000,3998000,4
1.89,1.82,0,167929619,65340000,16083000,4
1.99,1.92,0,173038780,79900000,6991000,4
2.27,2.19,0,212235597,117378000,8025000,4
1.96,1.9,0,173640972,70718000,15936000,4
2.66,2.59,0,227609544,128148000,14016000,4
2.21,2.13,0,202925382,107167000,9406000,4
2.41,2.32,0,220571152,122117000,11646000,4
1.95,1.88,0,172721805,79639000,8064000,4
2.31,2.22,0,212706306,78671000,15131000,5
2.05,1.99,0,177252119,76714000,13122000,5
2.02,1.95,0,173623242,77547000,9223000,5
1.47,1.41,0,144153327,138071000,6003000,5
2.77,2.68,0,234952659,137615000,10371000,5
3.25,3.14,0,286929311,183036000,17892000,5
1.94,1.88,0,175189552,77311000,11044000,5
2.92,2.82,0,254797099,154477000,12956000,5
1.94,1.87,0,170091533,76917000,6992000,5
1.6,1.54,0,160347583,149169000,11012000,5
1.59,1.53,0,163544972,152507000,11036000,5
2.91,2.8,0,279700140,270551000,8985000,5
1.91,1.83,0,167661322,69138000,12024000,5
1.98,1.91,0,176918402,83817000,8078000,5
2.75,2.66,0,229909673,136541000,6023000,5
1.54,1.48,0,161376472,151334000,10022000,5
1.84,1.78,0,157744606,60340000,10056000,5
1.96,1.89,0,175074164,74331000,14062000,5
2.08,2.01,0,185238157,87258000,13038000,5
1.96,1.9,0,172317743,73399000,12065000,5
2.41,2.3,0,213098325,85282000,11891000,6
0.99,0.96,0,80426166,76292000,4015000,6
3.13,3,0,307479746,295431000,12017000,6
2.61,2.53,0,202546288,200498000,2004000,6
0.86,0.83,0,72750157,67677000,4976000,6
4.26,4.11,0,397020363,384012000,12966000,6
5.16,4.99,0,455250765,435193000,19963000,6
3.61,3.47,0,358387664,333323000,25024000,6
2.51,2.43,0,192417953,189363000,3005000,6
3.99,3.88,0,320366295,215104000,19098000,6
1.41,1.37,0,119395728,115348000,4012000,6
2.56,2.5,0,200425655,193389000,7014000,6
3.13,3.04,0,250348849,243269000,6979000,6
1.47,1.41,0,136059610,128979000,6998000,6
3.5,3.39,0,320434853,307425000,12975000,6
1.25,1.2,0,104844347,99781000,5039000,6
1.27,1.22,0,106948384,98827000,7986000,6
3.99,3.84,0,372936799,358880000,13995000,6
3.07,2.98,0,251627848,248598000,2995000,6
0.93,0.91,0,78165926,68051000,10007000,6
1.08,1.05,0,84515187,83152000,1001000,7
4.26,4.08,0,345274883,201013000,144009000,7
3.75,3.59,0,309521351,152142000,157147000,7
5.22,5.04,0,441651302,231738000,209763000,7
2.96,2.85,0,248107919,142043000,106032000,7
4.17,3.98,0,345709515,184760000,160791000,7
1.55,1.51,0,118916340,117913000,999000,7
3.82,3.65,0,318764979,150753000,167725000,7
4.14,3.97,0,346011690,172903000,172903000,7
1.08,1.05,0,84610671,83465000,993000,7
4.19,4.01,0,347769931,184839000,162858000,7
3.3,3.17,0,282652155,144751000,137763000,7
2.23,2.17,0,186260270,184228000,2002000,7
1.34,1.29,0,126231060,1979000,4507000,7
1.21,1.17,0,92074539,91061000,1000000,7
2.15,2.06,0,200742484,57198000,143497000,7
3.61,3.45,0,312163544,154914000,156913000,7
1.31,1.26,0,106174575,104158000,2003000,7
1.1,1.07,0,88033936,86992000,999000,7
3.09,2.97,0,261685976,118826000,142791000,7
1.93,1.84,0,193471427,177118000,16010000,8
3.21,3.09,0,279865480,220866000,58964000,8
1.01,0.97,0,87797415,79795000,7979000,8
1.7,1.64,0,145208833,138052000,7002000,8
1.56,1.5,0,132960684,118907000,13989000,8
1.46,1.4,0,117543735,110495000,7031000,8
1.81,1.74,0,155623533,139653000,15960000,8
1.88,1.82,0,156875826,150797000,6031000,8
