file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1489349.exe ,  1.35,  1.30,  0.07,  0.00,  3.67,  129790253,  129489000,          0
1599310.exe ,  0.81,  0.78,  0.04,  0.00,  2.16,   78489142,   77491000,    1006000
1643497.exe ,  1.86,  1.81,  0.08,  0.00,  4.72,  157729836,  155720000,    1996000
2350693.exe ,  1.75,  1.68,  0.08,  0.00,  4.54,  156558963,  154548000,    1994000
2490708.exe ,  1.33,  1.28,  0.07,  0.00,  3.56,  133296061,  132164000,    1001000
2827190.exe ,  1.27,  1.22,  0.07,  0.00,  3.46,  124833736,  123508000,     996000
3316605.exe ,  2.26,  2.19,  0.11,  0.00,  5.96,  216806625,  215665000,     998000
3933685.exe ,  0.15,  0.15,  0.01,  0.00,  0.40,   14020819,   14018000,          0
4253487.exe ,  0.95,  0.92,  0.05,  0.00,  2.46,   89101455,   85085000,    4004000
4537272.exe ,  1.46,  1.41,  0.07,  0.00,  3.78,  137694804,  137643000,          0
4977530.exe ,  1.31,  1.27,  0.07,  0.00,  3.62,  136257895,  135253000,    1001000
5312206.exe ,  1.37,  1.32,  0.07,  0.00,  3.70,  137065016,  136057000,    1000000
5899769.exe ,  1.33,  1.28,  0.07,  0.00,  3.59,  135151378,  134124000,    1000000
5943722.exe ,  1.37,  1.32,  0.07,  0.00,  3.65,  133099285,  132090000,    1000000
6130154.exe ,  1.43,  1.37,  0.07,  0.00,  3.82,  141363023,  140255000,     994000
7079101.exe ,  1.36,  1.31,  0.07,  0.00,  3.58,  132107943,  129745000,    1980000
7283440.exe ,  1.46,  1.41,  0.07,  0.00,  3.92,  139940002,  138819000,     998000
7584647.exe ,  1.49,  1.44,  0.07,  0.00,  3.91,  142355044,  140354000,    1990000
8028684.exe ,  0.13,  0.12,  0.01,  0.00,  0.34,   11977248,   11984000,          0
8516128.exe ,  0.13,  0.13,  0.01,  0.00,  0.34,   12867504,   11899000,     991000
