@relation 'problema-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute pkg numeric
@attribute cores numeric
@attribute gpu numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
0.03,0.04,0,3336120,3306000,0,9
0.52,0.5,0,39898374,39873000,0,9
0.53,0.51,0,41926179,36898000,4986000,9
0.23,0.22,0,16701291,15712000,982000,9
0.03,0.04,0,3264944,3270000,0,9
0.24,0.23,0,18742566,16744000,1969000,9
0.17,0.17,0,14134392,11033000,3009000,9
0.15,0.15,0,11909266,9918000,1983000,9
0.05,0.04,0,3698966,2717000,905000,9
0.23,0.23,0,18168224,14124000,4035000,9
0.21,0.2,0,16325207,15306000,1020000,9
0.51,0.49,0,41051445,39015000,2017000,9
0.17,0.16,0,12993139,8980000,3991000,9
0.16,0.16,0,12589449,10530000,1914000,9
0.15,0.14,0,11427360,11355000,0,9
0.53,0.52,0,44120101,40571000,3042000,10
1.15,1.12,0,91515408,87486000,3976000,10
0.57,0.55,0,45545648,40551000,4945000,10
1.33,1.29,0,109268401,104201000,5009000,10
0.98,0.95,0,83027523,77878000,4992000,10
0.72,0.68,0,62391577,54399000,7912000,10
0.76,0.72,0,66752812,53775000,12946000,10
0.81,0.78,0,72185680,65166000,7017000,10
1.38,1.33,0,115507839,104532000,10951000,10
1.25,1.2,0,115793112,105694000,9971000,10
1.12,1.09,0,91568115,89533000,2011000,10
1.03,1,0,102437815,96396000,6024000,10
0.81,0.78,0,73393996,64456000,8924000,10
0.8,0.77,0,72777573,58795000,13951000,10
1.41,1.36,0,118837736,107829000,10982000,10
1.42,1.38,0,120355645,113211000,7013000,10
1.59,1.54,0,135436631,127382000,8024000,10
0.52,0.5,0,43987740,39956000,3995000,10
1.16,1.13,0,92346250,84304000,8028000,10
0.86,0.84,0,76587391,69512000,7052000,10
0.64,0.62,0,55723463,54356000,1006000,11
0.61,0.59,0,54153092,54145000,0,11
5.42,5.24,0,514443781,512426000,1997000,11
0.74,0.71,0,63649544,62641000,994000,11
1.09,1.05,0,95090433,94077000,1000000,11
0.56,0.54,0,52252106,52257000,0,11
0.71,0.68,0,62757292,62748000,0,11
0.04,0.04,0,3130482,2090000,1045000,11
0.64,0.62,0,56180496,54147000,2005000,11
1,0.97,0,95747646,93767000,1995000,11
0.58,0.56,0,52504394,52491000,0,11
1.02,0.99,0,90325229,90319000,0,11
3.77,3.62,0,344336973,184162000,160141000,11
0.62,0.61,0,54374685,53378000,988000,11
0.79,0.76,0,71779064,70800000,997000,11
0.68,0.66,0,58332704,55279000,2961000,11
0.6,0.58,0,55638947,53639000,1986000,11
0.72,0.69,0,65311734,64261000,1004000,11
3.8,3.69,0,294019701,293996000,0,11
0.69,0.66,0,60491588,59471000,1007000,11
0.42,0.4,0,34317508,29078000,4846000,12
0.46,0.45,0,38297033,33156000,5023000,12
0.67,0.64,0,57074560,53986000,3055000,12
1.2,1.17,0,93755442,90647000,2988000,12
1.11,1.08,0,95816295,94816000,998000,12
0.49,0.47,0,39118879,36088000,3007000,12
1.21,1.17,0,93438414,89455000,3975000,12
2.57,2.47,0,231474063,216480000,14964000,12
0.8,0.77,0,71001120,67976000,2998000,12
1.18,1.15,0,91352685,89255000,1983000,12
0.38,0.37,0,32739104,28762000,3967000,12
0.37,0.37,0,32393045,29346000,3035000,12
0.4,0.39,0,33207732,32180000,1005000,12
1.19,1.14,0,110332512,101343000,8942000,12
1.02,0.99,0,98865790,92795000,6051000,12
1.18,1.14,0,113131851,105721000,6981000,12
1.38,1.34,0,110169706,102139000,8010000,12
1.27,1.24,0,100922337,97845000,2995000,12
0.51,0.5,0,43056576,36915000,5986000,12
0.41,0.4,0,51038248,44032000,7005000,12
0.33,0.33,0,25798643,25460000,0,13
0.12,0.11,0,10160876,9144000,1016000,13
0.13,0.12,0,10334144,10227000,0,13
0.32,0.31,0,24623393,21608000,2946000,13
0.12,0.12,0,10615624,10587000,0,13
0.32,0.31,0,25284502,23177000,2015000,13
0.27,0.26,0,24194767,24109000,0,13
0.11,0.11,0,10222644,10148000,0,13
0.29,0.28,0,23976856,21983000,1998000,13
0.29,0.29,0,23502303,21354000,2033000,13
0.28,0.28,0,23303342,22181000,1008000,13
0.32,0.32,0,25384633,22274000,3037000,13
0.16,0.16,0,13106090,11091000,2016000,13
0.3,0.29,0,22789156,21801000,990000,13
0.35,0.34,0,28412627,25299000,3035000,13
0.31,0.31,0,24377673,23346000,1015000,13
0.3,0.29,0,23029683,21033000,2003000,13
0.12,0.12,0,9955911,8960000,995000,13
0.29,0.27,0,22373054,21396000,972000,13
0.27,0.27,0,23142020,21130000,2012000,13
2.14,2.06,0,197943645,183611000,13970000,14
1.6,1.55,0,165049043,163950000,999000,14
2.03,1.96,0,187228827,178199000,9010000,14
1.52,1.47,0,144235277,140211000,4006000,14
1.86,1.8,0,174016874,166988000,6999000,14
1.2,1.16,0,107213412,96166000,11019000,14
1.37,1.32,0,121784222,111711000,10064000,14
0.72,0.7,0,63131754,57096000,6010000,14
1.58,1.53,0,158379083,157374000,1002000,14
2.23,2.14,0,208559785,199512000,9023000,14
2.25,2.17,0,210123771,195077000,15005000,14
2.15,2.08,0,200672946,190553000,9976000,14
1.3,1.25,0,130227921,129193000,1001000,14
0.53,0.51,0,48186157,45190000,3012000,14
2.09,2.03,0,193298869,184260000,9012000,14
1.43,1.38,0,137810253,130637000,6980000,14
1.34,1.3,0,115865656,103853000,11983000,14
2.09,2.02,0,198156617,191132000,7004000,14
2.2,2.13,0,209455415,202391000,7013000,14
1.98,1.91,0,183262763,179227000,4005000,14
0.65,0.62,0,52629960,48164000,4013000,15
0.63,0.62,0,53239192,51146000,2005000,15
1.69,1.64,0,130983790,126875000,3996000,15
0.58,0.57,0,48262592,45170000,2945000,15
0.56,0.55,0,50931212,45757000,5084000,15
1.65,1.6,0,128963398,124952000,3998000,15
1.66,1.62,0,130065324,129054000,1000000,15
0.57,0.55,0,50647256,46558000,4048000,15
2.18,2.12,0,187071938,179059000,8002000,15
0.59,0.57,0,49240756,47176000,2007000,15
0.59,0.57,0,49572386,49549000,0,15
0.64,0.62,0,53180246,48157000,5016000,15
1.74,1.69,0,137070537,130052000,7002000,15
0.63,0.6,0,52364628,51341000,1006000,15
0.64,0.62,0,54196152,51228000,2955000,15
0.64,0.61,0,53199724,50054000,3003000,15
0.49,0.47,0,51788599,49740000,2030000,15
0.63,0.61,0,52753427,48643000,3970000,15
0.62,0.6,0,51798179,50783000,995000,15
0.62,0.6,0,51712201,48761000,2985000,15
1.13,1.07,0,92492450,88132000,4005000,16
1.7,1.66,0,147674368,143659000,3990000,16
1.61,1.55,0,149859381,143739000,5989000,16
1.21,1.15,0,126144481,2088000,4176000,16
1.79,1.73,0,166805218,164680000,1996000,16
0.89,0.86,0,76762413,74619000,2016000,16
1.54,1.48,0,143391540,138386000,4977000,16
1.68,1.63,0,147682708,145542000,2007000,16
1.57,1.53,0,147744551,145725000,1996000,16
1.68,1.64,0,142462850,135387000,6968000,16
1.66,1.6,0,154677373,149605000,4986000,16
1.59,1.53,0,147277953,143257000,4007000,16
1.86,1.8,0,151875318,148856000,2997000,16
3.53,3.39,0,297291879,166577000,130668000,16
4.56,4.42,0,375922340,368934000,6979000,16
1.39,1.34,0,120740671,116733000,3990000,16
1.48,1.42,0,142515228,138500000,3985000,16
1.84,1.77,0,157033334,153778000,2995000,16
3.76,3.64,0,315423813,311408000,4005000,16
1.83,1.77,0,150586315,148386000,2005000,16
3.45,3.32,0,372202273,368896000,3007000,17
3.88,3.73,0,405605322,400577000,5007000,17
6.15,5.97,0,526758871,519698000,6995000,17
3.6,3.45,0,405640800,402532000,2996000,17
3.52,3.38,0,378246906,377130000,1000000,17
3.74,3.6,0,401684415,397662000,4006000,17
3.55,3.45,0,323641320,315635000,7990000,17
3.92,3.78,0,377193540,375071000,2000000,17
3.22,3.08,0,372137620,371106000,1000000,17
3.49,3.35,0,405543444,398433000,6990000,17
5.01,4.84,0,453339558,445997000,6999000,17
3.5,3.35,0,405658508,400652000,4995000,17
3.61,3.48,0,403542025,401514000,2002000,17
1.13,1.09,0,94386366,89326000,5018000,17
3.32,3.18,0,373569727,370276000,2994000,17
3.64,3.5,0,405056866,402045000,3000000,17
4.62,4.49,0,391617938,388604000,3004000,17
3.35,3.21,0,374915856,370903000,3998000,17
3.29,3.15,0,371720556,368698000,2997000,17
4.14,4.01,0,344368503,341325000,3002000,17
1.21,1.15,0,142617987,6389000,4259000,18
1.03,0.97,0,83900410,77700000,6054000,18
1.62,1.54,0,137316690,133279000,4008000,18
2.91,2.82,0,257200868,255215000,1993000,18
6.1,5.88,0,515125151,385048000,130016000,18
4.52,4.31,0,371493326,238307000,133171000,18
0.85,0.82,0,69480990,66358000,3016000,18
1.81,1.73,0,153549092,150514000,3010000,18
2.84,2.72,0,250843768,249818000,1003000,18
1.37,1.33,0,115986093,112967000,2999000,18
1.64,1.58,0,138438560,134247000,3977000,18
1.62,1.55,0,137764082,131748000,5988000,18
1.11,1.08,0,91496412,89345000,2007000,18
1.6,1.55,0,137101534,135092000,2001000,18
1.37,1.32,0,116250101,113219000,3005000,18
1.66,1.58,0,142915573,137733000,4990000,18
1.19,1.14,0,102208324,99194000,3005000,18
1.66,1.58,0,148561439,140577000,7976000,18
4.29,4.08,0,373690394,225787000,147860000,18
1.61,1.53,0,139600118,133595000,5981000,18
3.19,3.08,0,268875838,228968000,37994000,19
1.27,1.21,0,133562988,4550000,2275000,19
1.09,1.04,0,90631624,55757000,34848000,19
1.09,1.06,0,92529759,1961000,4464000,19
1.14,1.1,0,92283915,2091000,4182000,19
3.81,3.68,0,310590071,230664000,79883000,19
3.89,3.75,0,333982070,276950000,56989000,19
1.14,1.1,0,92963344,1922000,4372000,19
1.1,1.05,0,91508379,57306000,34182000,19
1.06,1.02,0,96576971,60712000,35830000,19
1.08,1.04,0,95022296,2928000,3471000,19
1.39,1.35,0,116289973,90135000,26039000,19
1.1,1.06,0,92803943,939000,5256000,19
1.67,1.6,0,144795471,78884000,65903000,19
1.59,1.52,0,139889201,73928000,65936000,19
4.47,4.32,0,367363058,302283000,65061000,19
0.97,0.93,0,87567085,56360000,31199000,19
0.48,0.47,0,43138667,41097000,2004000,19
1.06,1.02,0,91961704,63951000,27978000,19
1.06,1.03,0,94363509,1099000,6598000,19
0.25,0.24,0,44391717,42058000,2002000,20
0.17,0.16,0,13521732,12486000,1040000,20
0.36,0.35,0,28114096,26095000,2007000,20
0.01,0.01,0,1420203,1417000,0,20
0.33,0.32,0,25881753,23872000,1989000,20
0.3,0.29,0,22930458,20940000,1994000,20
0.21,0.21,0,17803948,14813000,2962000,20
0.3,0.29,0,22633035,22616000,0,20
0.33,0.31,0,25552831,24440000,1018000,20
0.01,0.01,0,1477753,1482000,0,20
0.38,0.36,0,29709278,28670000,1023000,20
0.36,0.36,0,29541411,28406000,979000,20
0.37,0.36,0,30530441,26551000,3933000,20
0.28,0.27,0,37022900,36043000,1001000,20
0.21,0.21,0,18711774,14765000,3937000,20
0.3,0.29,0,23074518,21061000,2005000,20
0.38,0.36,0,30543791,27462000,3051000,20
0.19,0.2,0,15741265,13756000,1965000,20
0.37,0.37,0,30609125,27645000,2962000,20
0.37,0.36,0,29598199,26599000,2955000,20
0.04,0.04,0,3953875,1847000,1847000,21
0.15,0.14,0,13767473,6821000,6821000,21
1.6,1.55,0,141400153,141270000,0,21
2.19,2.12,0,185457807,183293000,1992000,21
0.06,0.05,0,4583259,2753000,1835000,21
5.06,4.9,0,468214343,466965000,999000,21
0.05,0.04,0,3728371,3749000,0,21
1.61,1.55,0,145025133,143915000,999000,21
0.15,0.15,0,13579618,6261000,7304000,21
2.57,2.49,0,231784894,229668000,1997000,21
0.21,0.2,0,18870501,12565000,6282000,21
1.98,1.91,0,189383582,186378000,2990000,21
0.04,0.04,0,3989231,3979000,0,21
0.11,0.11,0,10215213,5110000,5110000,21
0.06,0.05,0,4499434,2702000,1801000,21
0.1,0.1,0,9551989,8593000,954000,21
0.06,0.05,0,4162416,3077000,1025000,21
1.69,1.64,0,153651919,152581000,997000,21
2.6,2.53,0,230377829,227295000,2990000,21
0.28,0.27,0,24132315,20092000,4018000,21
0.14,0.13,0,11000366,8711000,1935000,22
0.26,0.26,0,23651119,22625000,1028000,22
0.13,0.13,0,11386342,9314000,2069000,22
0.31,0.31,0,24566975,23539000,1023000,22
0.29,0.28,0,24027024,21999000,1999000,22
0.13,0.13,0,10572082,9615000,961000,22
0.53,0.51,0,49804288,45787000,3981000,22
0.12,0.13,0,10514862,7655000,2870000,22
0.3,0.29,0,23972632,22966000,998000,22
0.13,0.13,0,12055074,8998000,2999000,22
0.41,0.4,0,36649956,33630000,2967000,22
0.29,0.29,0,23177875,21067000,2006000,22
0.14,0.13,0,10585528,8662000,1925000,22
0.12,0.12,0,10479669,7326000,3139000,22
0.3,0.29,0,23267015,21233000,2022000,22
0.12,0.12,0,10050200,9041000,1004000,22
0.1,0.1,0,11681901,9535000,2119000,22
0.14,0.14,0,11104824,10975000,0,22
0.3,0.29,0,23672044,21626000,1966000,22
0.29,0.28,0,24080251,22072000,2006000,22
1.56,1.51,0,122519862,118226000,3974000,23
0.77,0.76,0,65642475,57663000,7953000,23
1.42,1.38,0,113241761,107202000,6011000,23
0.69,0.66,0,56790345,50791000,5975000,23
0.76,0.73,0,66119636,59074000,7008000,23
0.75,0.73,0,61413993,57245000,4017000,23
0.77,0.74,0,73205318,57090000,16025000,23
1.62,1.57,0,147309568,138326000,8956000,23
1.34,1.3,0,116797144,114761000,1995000,23
1.45,1.41,0,114562507,109527000,5024000,23
0.7,0.67,0,57204122,54178000,3009000,23
1.56,1.51,0,123852990,115736000,7981000,23
0.7,0.69,0,67802982,64760000,3035000,23
0.77,0.74,0,66318616,61276000,5022000,23
1.41,1.37,0,117634357,113598000,4021000,23
0.72,0.7,0,60677825,53566000,6943000,23
0.68,0.66,0,56598759,54381000,2014000,23
0.72,0.7,0,61256079,56214000,5019000,23
0.75,0.72,0,62325997,59198000,3010000,23
1.36,1.31,0,120271676,111279000,8942000,23
1.69,1.63,0,133472092,123684000,8977000,24
0.64,0.63,0,52633697,48569000,4047000,24
0.71,0.68,0,59984467,55839000,3988000,24
1.35,1.31,0,106383743,104348000,2006000,24
0.64,0.62,0,52356845,47305000,5032000,24
0.63,0.62,0,52590275,48592000,3966000,24
0.61,0.59,0,58174118,53155000,5014000,24
0.62,0.59,0,73295886,65379000,7924000,24
0.69,0.67,0,60450567,52516000,7927000,24
0.97,0.94,0,84088730,73956000,9994000,24
0.64,0.63,0,53298665,47249000,6031000,24
0.71,0.69,0,60416809,58269000,2009000,24
0.68,0.66,0,56175472,51140000,5013000,24
1.52,1.48,0,119015601,112941000,6050000,24
0.65,0.63,0,54512109,50505000,3961000,24
0.64,0.61,0,52180421,50147000,2005000,24
0.63,0.61,0,51690069,47681000,3973000,24
0.74,0.72,0,62864382,50782000,11948000,24
0.69,0.67,0,58864880,55841000,2991000,24
0.84,0.81,0,71987678,65910000,5991000,24
0.74,0.71,0,58387089,55030000,3001000,25
0.85,0.83,0,72347450,62271000,10043000,25
0.72,0.69,0,68875953,63792000,5062000,25
0.7,0.68,0,64281354,59247000,5020000,25
0.78,0.76,0,66211027,63174000,3008000,25
0.8,0.78,0,68190966,61268000,6917000,25
0.82,0.79,0,66840612,61850000,4908000,25
0.74,0.72,0,61209910,58167000,3008000,25
0.83,0.8,0,71759415,66750000,4981000,25
0.92,0.89,0,65894235,59879000,5987000,25
0.75,0.72,0,64893271,59867000,4988000,25
0.77,0.75,0,64556327,60492000,4032000,25
0.76,0.74,0,62989613,59904000,2995000,25
1.44,1.41,0,124497512,117422000,6965000,25
0.75,0.73,0,64002041,61010000,2952000,25
0.73,0.71,0,63885380,59816000,4055000,25
0.74,0.71,0,62482317,57451000,4952000,25
1.57,1.53,0,128341889,120292000,8019000,25
1.48,1.45,0,120338611,119314000,1002000,25
0.87,0.84,0,74714133,65564000,9078000,25
1.54,1.5,0,122032924,114656000,7040000,26
1.36,1.32,0,103594717,96592000,6970000,26
0.57,0.55,0,46158488,40120000,6018000,26
0.67,0.64,0,52554177,49397000,3024000,26
0.9,0.87,0,87009317,78004000,9000000,26
1.35,1.31,0,105356790,103329000,2006000,26
1.37,1.33,0,105570633,102541000,3015000,26
0.66,0.63,0,52468743,47428000,5045000,26
0.61,0.59,0,48862614,44753000,3978000,26
0.78,0.75,0,67867223,62818000,4985000,26
0.72,0.69,0,59318714,54182000,5016000,26
0.69,0.66,0,67416814,59447000,7926000,26
0.64,0.63,0,52449746,48399000,4033000,26
1.37,1.34,0,105995947,97975000,7998000,26
0.63,0.62,0,51484978,45403000,6053000,26
1.42,1.37,0,110790626,106756000,3990000,26
3.15,3.04,0,274100103,263069000,11002000,26
0.63,0.61,0,50833651,44828000,5977000,26
0.25,0.25,0,20383727,16298000,4074000,26
1.33,1.3,0,104016569,101992000,1999000,26
2.26,2.2,0,177368013,171053000,6001000,27
2.23,2.17,0,174218386,168196000,6007000,27
0.93,0.9,0,75557963,72421000,3017000,27
2.31,2.25,0,178219990,175162000,3002000,27
0.89,0.87,0,74490941,66523000,7943000,27
0.9,0.87,0,72792028,66790000,5981000,27
0.84,0.81,0,80751817,77703000,3027000,27
2.25,2.19,0,176961209,170934000,5997000,27
2.25,2.19,0,174480805,167473000,6978000,27
0.92,0.89,0,74102577,72046000,2001000,27
0.95,0.92,0,75870186,74850000,998000,27
2.21,2.15,0,174263156,169230000,5006000,27
2.2,2.14,0,174174073,173147000,1000000,27
0.88,0.85,0,74778631,70762000,3986000,27
0.88,0.87,0,74747840,68748000,5978000,27
2.2,2.13,0,174586140,172559000,2006000,27
2.25,2.19,0,177306969,173274000,4006000,27
0.85,0.82,0,73842038,65748000,8092000,27
0.92,0.9,0,76085717,67028000,9003000,27
0.94,0.91,0,78883777,72809000,6067000,27
1.41,1.38,0,120366966,117886000,1007000,28
1.55,1.51,0,134238545,134230000,0,28
1.65,1.59,0,139826876,135819000,3994000,28
2.3,2.24,0,181321208,158144000,23021000,28
3.52,3.41,0,293765347,261774000,31972000,28
2.42,2.35,0,195088581,162964000,31993000,28
3.68,3.58,0,317581982,315594000,1997000,28
1.55,1.49,0,128442671,126410000,2006000,28
2.3,2.23,0,195039492,160026000,35005000,28
1.75,1.7,0,146027354,145007000,1000000,28
2.58,2.49,0,218425735,181506000,36899000,28
1.4,1.35,0,105597443,103586000,1992000,28
1.37,1.33,0,104708210,102701000,1994000,28
