@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
516169236,770971789,982448,144491,154888679,1036217,128,154749262,1034808,245702364,423824,141437867,643034,195917,?,72622,?,255130455,1285932,143982747,107698,62,429438,128860000,27181000,0
495003558,771176953,781005,104042,155529652,712833,128,155137942,713930,247403123,353602,139812069,539471,181620,?,53392,?,253307665,1237640,141918111,106660,4,10711,127841000,18976000,0
513849251,784307362,903442,144755,160503624,723668,715,161028924,721332,255307019,462235,141330508,658785,191897,?,96381,?,245846007,1323696,139700546,112502,46,286395,121457000,30113000,0
495328803,766998094,828622,107089,155404642,730708,129,154847537,726347,248724232,365943,140917633,562744,179108,?,52807,?,254919712,1359791,141713302,106181,2,10716,111923000,31978000,0
501649314,769781610,802125,108603,155981536,747416,127,155608552,742442,249337203,344863,140034856,591719,184059,?,56179,?,253141037,1390109,140684904,105928,5,10955,121892000,26976000,0
527254971,769920632,893455,124231,155350096,1127621,128,154715343,1116369,247295070,347041,141227595,633794,175088,?,56420,?,253130664,955635,142736660,106885,163,465892,133635000,23934000,0
528124374,768526381,913098,121574,155236999,1034275,130,154901198,1024709,246967325,372681,140687332,614171,179135,?,56713,?,252388272,1246033,141853710,106935,5449,524583,131008000,26001000,0
110827399,231247548,437470,77882,43159480,243541,136,45334866,234762,66836590,246693,32997406,132672,85901,?,14550,?,74092011,12921,32585849,2052,35,6028,32168000,2924000,0
290183335,330275784,571946,86718,63426017,475764,134,63211718,466752,94902471,322078,52207596,348397,140700,?,34879,?,97114074,1220342,52456624,106166,1515,182116,62094000,26039000,0
510204694,776193803,878924,117592,157171204,948786,129,156760945,940757,250070020,370264,143118053,549482,175389,?,55243,?,255723222,1228546,143660881,106924,359,256631,121178000,32047000,0
531294792,772678168,969157,126205,155741705,943763,130,155371947,934949,247983355,365960,142790764,591564,186485,?,57165,?,255155870,1259746,144096598,107371,267,519734,129576000,29129000,0
503540042,769629851,831981,107069,155782415,919450,129,155552034,919253,247212280,331316,140107948,574850,186734,?,56700,?,250660874,1042966,140827584,106674,178,224886,129072000,20011000,0
61395653,125024563,299268,53184,19884687,160990,590,19606967,205142,31473487,307599,14523671,260107,120156,?,63935,?,33799602,34054,19474334,4771,32,3346,19045000,2004000,0
102256298,224392645,393419,89104,44081976,222504,330,43314852,204565,62297769,244895,33664217,132595,92603,?,15945,?,71843873,18467,32929866,2277,51,5024,29046000,2003000,0
109756327,227131716,349397,61375,43553897,226323,134,44532727,221669,65724435,228454,32808705,129405,85242,?,14153,?,73053911,15764,32705777,1942,99,5600,30119000,2007000,0
104770237,211646116,375104,60542,42357446,411583,135,43048179,410824,64472148,235847,30900143,138152,88199,?,15094,?,67407920,17634,29584609,1970,1742,5456,30903000,996000,0
493961027,767348769,828417,111279,155677878,718692,127,155375224,725952,247704968,338085,140344865,599607,195088,?,56384,?,253183954,1054449,142027648,106760,60,11397,117723000,29929000,0
126309273,278021069,417228,65713,55343951,239000,130,54552917,235509,53652840,225205,37172651,165471,87713,?,14915,?,61203983,20758,38289652,2178,0,5610,39664000,0,0
497739707,755746668,827797,107662,153215894,1053894,127,152964530,1050358,244735586,366602,137779018,607470,186906,?,56466,?,247519278,1205299,138239560,106473,29,217940,130006000,19000000,0
299539229,325489150,566056,82074,62902287,473413,132,62997936,469903,93798138,278107,51325905,353916,137064,?,34453,?,95521413,1150593,51826476,105826,22,291209,56061000,32035000,0
520450520,762673689,913314,116738,155308937,928969,128,155499444,923652,247798425,350566,142223903,591664,173479,?,55075,?,252500447,1146650,142159582,106706,283,479082,127168000,26034000,0
513402483,769550837,831047,116538,155207862,949446,129,154685012,950747,245996217,375887,141370535,586953,196926,?,58349,?,252202130,1442890,142361237,106921,54,304513,123714000,26937000,0
500565772,764491423,813302,112970,155817998,718806,126,155747501,716431,249072357,318605,140795525,546802,180109,?,54748,?,254309573,1044751,142253995,106459,142,210914,127127000,20020000,0
507576777,766077147,862619,122940,154927112,1027764,130,154985465,1024668,246625990,367216,142254108,566224,178877,?,56371,?,253336876,1246716,142687958,106860,179,325058,122346000,30085000,0
512269715,753481675,868635,115577,152182115,917828,127,151457454,909141,241355382,351631,138185176,553459,177022,?,54958,?,248199366,1403726,139987168,107641,53,446101,125797000,26956000,0
111846698,228034597,450757,65204,46356574,285691,139,47091506,280683,68949249,245479,33010056,138138,85117,?,13943,?,71061807,17456,31775435,2117,324,7017,32180000,1005000,0
517033299,766656687,922366,123660,155423185,738009,129,155789716,732489,250377851,338938,141646843,568523,174878,?,54852,?,255406746,1432413,141929292,106509,37,585050,123878000,31968000,0
360895825,398818120,703743,137012,76805002,572933,1890,77122849,549411,118481873,771361,76887795,443694,179580,?,218319,?,112547357,1432909,63690774,125247,688,434155,75370000,31153000,0
514507649,751541356,898246,117669,153322766,1033430,128,152951485,1030001,244318187,362641,138481248,578501,185660,?,54350,?,249929952,1403104,138605905,106345,50,505873,129457000,25088000,0
495401961,770544091,803713,111140,155834132,764865,127,155282575,766038,247272861,339264,139391555,552354,182202,?,55663,?,253038984,1350404,142215650,106919,25019,10408,129774000,17968000,0
495363671,769227821,816340,109920,155938941,722747,127,155450116,720234,249530021,354432,140015479,586478,191221,?,56694,?,254109405,1428804,141165750,107052,0,10606,118931000,29982000,0
113378885,232755548,415122,65861,43536852,265084,135,44627905,261327,65831816,217822,32621810,169405,89620,?,15307,?,74688700,11687,33733127,1899,40,18551,34810000,1989000,0
516735889,752696963,836578,113955,153749571,1054129,128,153937265,1057644,246841390,312677,140245487,572749,188769,?,58398,?,248284231,1391093,138972904,105980,57,571493,126800000,24960000,0
