file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
2307838.exe,463196326,1252906422,4884389,1405976,203622423,205023,2083,199739021,201580,198346522,12366278,103366174,510254,8176096,<not supported>,115927,<not supported>,206599222,222375,106896277,5924,96,8266,130262000,3006000
2409014.exe,454109218,444674602,7170149,872182,89146043,4028970,8189,89815177,3983346,117770172,7725818,69239983,8245424,3679801,<not supported>,919812,<not supported>,110568264,623762,58054778,76750,83597,161569,2058000,9262000
2451062.exe,997272058,1755552025,3917694,480236,328144003,2074631,3800,321496462,1994318,323523491,2105016,117376790,2501887,565582,<not supported>,688513,<not supported>,323162896,207345,120178836,27308,29447,91100,250985000,6999000
2516802.exe,415224876,419028810,6163428,803386,90520871,3491771,6221,88683183,3432869,116619121,6594995,59949333,7042096,3548264,<not supported>,655512,<not supported>,100494851,608423,52286185,70849,70417,138139,3525000,3525000
2538223.exe,1116777012,2342145298,1565725,200612,502134040,1391130,1111,500161882,1390151,303215663,708766,106278388,1071189,296624,<not supported>,118825,<not supported>,307212326,45632,105117330,10199,312,16377,327545000,2995000
2838507.exe,435682982,1070781838,820184,190402,206451251,1210539,2081,202111845,1170770,200422654,998008,11219646,939087,141187,<not supported>,521162,<not supported>,209431927,20799,3603574,5963,169,6291,121996000,6999000
3425234.exe,857492073,1437664385,1344301,295111,205159801,1297879,2082,204949456,1299533,303262265,801479,108688846,831529,244391,<not supported>,91448,<not supported>,309177273,33256,106363287,9739,203,12315,245555000,4990000
3760856.exe,863685255,1738448600,1275952,235711,401945268,1302306,2081,398695307,1289955,304086204,1048087,110417705,867822,337165,<not supported>,189741,<not supported>,315689226,48416,106831760,7685,614,14239,252240000,5004000
3881005.exe,856628313,1326950012,1285548,234574,203234360,1305433,1274,203416514,1332544,305224478,885401,109195811,1456587,418902,<not supported>,120742,<not supported>,313543530,78288,106839216,8920,859,14088,256356000,0
421866.exe,871012233,1552871418,1365488,230157,305214132,1342629,2085,303782466,1297811,303514267,1134667,108727795,1341234,224168,<not supported>,573186,<not supported>,308716373,47216,106611174,7679,599,14597,249053000,7001000
4782128.exe,865444753,1236959984,1355792,242434,204383772,1319230,2089,203841698,1301781,302077508,858690,107631920,832283,214437,<not supported>,177835,<not supported>,309815454,30484,105415075,7986,504,14088,251366000,4005000
5172847.exe,860342899,1438181141,1287019,258757,304722304,1315937,2094,302828847,1298496,303157828,835173,107616456,831535,219744,<not supported>,101658,<not supported>,308327792,34434,105210106,7890,499,13924,249548000,3006000
5945339.exe,423049622,394867232,6904588,902363,85897583,3449112,7212,89943436,3381430,117183139,6699939,70777895,7444278,2939432,<not supported>,822159,<not supported>,110021890,626043,56310345,73478,80255,145817,2938000,7667000
6012416.exe,990292552,2022563732,8938273,5502549,402777471,548415,98763,400646512,543541,349327192,15537765,333056649,3420746,2622518,<not supported>,6038548,<not supported>,351482343,2099888,336400178,602139,769,366876,130728000,159668000
6086206.exe,439343022,396355697,7310362,1012145,81170781,3843521,8183,82646280,3585064,113010597,7570978,69097824,6834446,2768173,<not supported>,942921,<not supported>,122759013,555914,66206571,84294,92099,174663,1020000,12309000
6111112.exe,432411405,1236099219,704872,147031,297144282,1173980,1105,295766778,1167534,295576608,478931,103920866,465146,134875,<not supported>,48477,<not supported>,309095787,20096,104586832,4253,10,5419,126942000,3022000
6114886.exe,859245094,1530428648,1329243,240001,203427608,1331586,1109,203255378,1338851,302613292,630999,105846794,811059,234941,<not supported>,93284,<not supported>,307227532,32240,104577378,7585,63,13620,249447000,2003000
6677723.exe,865877883,1335301408,1281926,242000,205346756,1316662,2084,204710147,1315588,302857026,865126,108512977,831563,225499,<not supported>,135095,<not supported>,310440232,35693,105792047,7688,207,13498,248070000,4001000
7474778.exe,428392287,391714865,7238707,1043486,79578324,3731571,7204,82330963,3519062,113509892,7470106,68575014,6991179,2886052,<not supported>,831219,<not supported>,122193461,520883,63260243,70616,108765,144735,1015000,10157000
8445631.exe,545948272,1556395345,876652,159241,396313854,1947775,1110,391653601,1939702,295830491,756337,7948928,715257,155018,<not supported>,55570,<not supported>,310506199,104758,3658935,4595,162,7240,157839000,4021000
