file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
10178028.exe,346123,271922392,143473083,1732288,27662,173147,87003,93256,165703409,683348,166976976,686333,92506,2410193,534941205,120023,274278554,1467,147857985,129,316391,357010,852408072,173302191,145962000,26809000,237921673
1095744.exe,262905,268075880,141711892,1398846,25979,142815,10126,59408,167607538,591395,166323201,588680,81952,2001811,521522424,115802,269960284,1130,143754993,130,308966,110422,825634896,141283406,114917000,25981000,155314591
1201761.exe,368662,279407180,144456606,1595568,25950,152346,45141,93333,160168830,569503,162763047,574081,147800,2217836,523222493,114646,282291274,4367,150366560,713,99405,355759,866436974,141502710,112077000,29020000,155842736
1322833.exe,233539,267262220,141350306,1337701,26667,141458,9978,54535,166130971,550497,166913624,548430,91610,1948719,516641983,115767,271273651,1115,143336258,129,308527,239166,823497956,140152409,115900000,23979000,154337519
1343819.exe,223066,267259078,140538107,1410906,27374,146302,9804,55765,168675969,520475,168822976,531767,80698,2010103,525731967,116807,271083626,1252,143005346,130,308880,410026,825507946,142260777,113905000,27976000,156593317
1349457.exe,286014,265956508,142061286,1387464,28224,149146,9108,56784,168435529,593320,167168208,594734,85255,2081990,518587833,117439,268697211,1205,144512814,133,309229,132593,828041948,141303329,111284000,29808000,155430864
1368556.exe,256313,263567138,140758995,1365139,26152,141902,9834,56393,169139099,583987,168237005,579339,83319,2004132,519906987,116845,268376512,1093,143714741,130,308926,139337,825914936,140846027,111661000,28912000,155178148
1417617.exe,175699,69173403,30664986,471763,20275,80836,3210,11576,53299000,18799,53284982,22247,53943,470084,98895595,3944,76285511,235,33395651,136,2244,3486,264978099,26917630,25588000,984000,41044822
1449665.exe,177111,97720541,45710724,987316,24185,119982,13083,45651,65227202,278558,65386065,272045,73282,1394797,343573504,110769,99076159,727,46118798,134,309178,257780,341567734,93015803,69042000,23671000,107645561
1563740.exe,270615,270256539,143508344,1531459,27378,145007,9618,55658,170112804,586458,169173242,606655,265522,2604718,528647667,123052,271841631,1973,145847593,131,314770,131294,837589957,141986864,105448000,36153000,156316909
1568383.exe,219954,268874464,143584771,1453775,28182,157452,8633,55253,169047588,553418,167713105,549281,91786,1979215,520106011,116235,269738218,1123,145577004,130,410430,114372,833630304,140759924,99253000,41105000,155018658
1600646.exe,234564,264388632,140652840,1390062,27243,144050,9195,55064,168281893,535709,167970139,544315,79068,1991619,525558091,117094,269616468,1300,144191911,130,309967,364454,827438494,142035478,103593000,38218000,156016200
1607191.exe,246608,9841929,7444995,781003,27409,94278,55856,71439,24773546,21765,24638381,19057,120077,458175,53608038,3520,51335555,1236,38320767,593,1849,2444,156747766,14273111,11209000,2802000,28373823
1623932.exe,123446,67278338,31710380,529443,14827,71447,2256,14112,56287350,20793,56019924,19265,66631,523342,96213808,2919,77801502,217,30499585,330,1826,2125,260421129,25937933,25666000,0,40264823
163578.exe,137604,69613027,29831273,507751,22067,82574,2727,10232,53258126,20629,53259091,19367,65313,476715,99830133,4030,76915248,264,33558475,135,2300,3359,264132200,26465644,25214000,1008000,40574418
1658193.exe,137193,65765977,27641941,490085,20639,84292,1767,11057,49926120,20256,50042046,21486,55183,490419,95019802,3864,73690238,243,31554072,135,2891,3895,252028795,25475193,24128000,1005000,39673185
1799592.exe,213099,267074796,140732743,1368841,27831,144620,9069,58417,167502912,577892,167989490,573535,99884,2019921,518564800,116044,271958369,1079,143706178,128,105563,213539,826268399,139508099,118106000,21018000,153710362
180566.exe,93159,56666692,33869637,504232,21347,78900,2065,17104,62627314,46446,63321395,41507,66072,671776,107657644,4824,62436919,236,38098506,133,3550,5520,311762515,29121210,27838000,994000,43513325
182761.exe,212951,261861946,138198671,1348226,26120,139854,10925,59186,164485347,553217,165001784,544550,89246,1928182,517353664,115075,266494268,1042,141437744,130,309191,379504,810287127,139362096,101968000,36988000,153677027
1873684.exe,178645,96211038,44604818,1025102,24461,116203,8982,51995,65046670,315919,65864197,299897,227550,1704458,350623412,112187,98770049,681,45214104,134,310329,393408,337459348,93588800,65118000,28050000,108025806
1931123.exe,247044,265968110,141795900,1433898,29408,147724,9379,56395,168869758,545572,168752362,544403,76475,1979531,539428140,117340,269476927,1288,144205045,130,392078,348756,828627789,145528401,115194000,30050000,159858520
1950101.exe,222992,265377880,140920772,1405718,28519,145248,13382,62214,168964358,506547,169107862,512797,111134,2048326,526406893,116512,268666277,1129,143230593,130,308533,411799,826136347,142243099,111893000,29971000,156539986
2102452.exe,232779,267906572,141307127,1420857,28606,147042,9108,54810,168546303,497011,168012809,507306,78801,1981945,524889542,116934,271719580,1302,144270350,129,408090,348063,829606422,141778802,110385000,31108000,155860760
2157682.exe,221810,266247171,142210324,1377374,26855,142755,10026,59571,168905928,550254,168405333,552849,94499,2069220,522966750,115975,268027127,1244,143704603,129,307876,368908,826316203,142097730,100493000,41202000,155896452
2349630.exe,232952,260553043,138366709,1385111,28139,142562,8954,60263,164378108,511073,164776903,505553,78586,1961191,517545488,115150,266099398,1061,141394244,128,309194,376060,811325365,139334370,107027000,32008000,153430698
2351086.exe,144240,68113504,30006200,474760,20565,81854,3467,10647,54215766,20785,53917941,22432,58615,476155,100466571,3390,77797623,233,34023856,142,1174,3438,269812592,26721142,25361000,975000,40967179
2360855.exe,218376,269895717,142680354,1419706,27799,148563,9233,54436,168371106,505149,168443681,511853,87799,2061575,523704025,115933,269931468,1275,142959593,128,377924,408936,826216695,142427733,116131000,26029000,156777185
2633688.exe,400646,116299673,56028049,1163451,27762,126462,359860,395273,76361475,272942,75867625,273118,301270,1924815,387777578,111449,128624868,942,73483193,1892,302227,190167,422915468,104579322,69183000,35093000,118899810
2741683.exe,226091,261047736,138387810,1324075,25925,138653,8923,62061,164944798,531656,165138530,525465,76798,1914873,516854359,114765,266119637,1052,141208033,128,308771,363104,810643579,139270112,103945000,34981000,153196738
2748277.exe,466764,268690970,142593658,2138213,31275,197793,9363,55783,170928899,505634,170694654,504807,83288,1993213,530225749,118023,273857297,1581,144609145,129,308429,341911,834887127,144391878,111997000,31999000,158668657
299057.exe,217169,266873759,140593880,1381819,27942,146498,9056,54721,169284965,519214,168287709,519898,77128,2011043,524297693,116424,271054680,1260,143413881,129,308526,417285,824783474,141738340,108272000,33083000,156002801
3574254.exe,137476,70941126,29763580,493887,20911,78087,3156,18187,50243426,34502,51539535,30464,67991,561732,100016450,5636,77952762,229,33992989,137,2207,3377,268462507,27001570,26636000,0,41417223
3639900.exe,222802,263704728,139473487,1364178,27632,142157,8886,52537,166110045,525305,165245266,524729,93997,2002868,519546340,116447,266690563,1167,142300898,127,309775,375610,816110869,140011454,100800000,38922000,154297205
3743333.exe,218442,265699016,141055439,1648982,26775,143678,10759,57580,168190356,514789,167987026,508960,88960,2015432,518718124,116044,269005278,1065,143954578,130,309016,153694,827531945,139812726,107293000,32087000,153993214
3809348.exe,131590,67881018,29695359,493609,20739,78487,3188,21249,52465288,34971,52746721,29956,50414,581722,98819033,3699,76619970,225,33538456,136,1905,3141,265416763,27301327,23847000,3110000,41581045
3839240.exe,218943,267080635,140760756,1424510,26091,145719,13431,61519,168801768,507024,168826034,505458,99159,2128603,525470392,116995,271586736,1293,143664807,129,308666,370035,824528185,144751338,111356000,33106000,159006116
3840609.exe,240855,261834733,139285088,1355866,28743,145857,9682,54365,164733512,514358,165187742,512929,78799,1930880,518266138,116210,267653883,1079,142449849,128,309439,369540,814607552,139727220,106493000,32843000,153986289
3910898.exe,164275,69146928,30325199,496176,26361,88634,5466,17882,53264212,26514,53515625,22992,59985,471794,99238119,3690,77972373,217,34076066,136,2029,3305,271392759,26431854,25002000,1000000,40495426
3941233.exe,215868,268270084,141415498,1396078,27726,143920,11295,58164,168166578,494949,167847700,496091,89335,1990379,523841859,115643,270109546,1294,143143506,130,307852,365981,827323818,143486109,112157000,31043000,157686824
3943646.exe,176598,96521511,44686372,985335,24552,120587,9353,40275,65219770,273536,65400847,271828,95239,1349060,343855020,111753,98022441,718,45235306,132,310006,199245,338435807,92424361,59354000,32645000,106697678
3985410.exe,163859,64163783,28324381,455528,21029,82420,1746,13899,50957594,23900,50426086,22634,54977,468210,95577188,3412,73159965,215,31556661,136,2233,4726,252488583,25687097,23451000,1954000,40190967
3986867.exe,136745,71303379,30932097,488302,20298,77463,5103,26043,49836629,44107,51369323,37593,80003,640483,100908425,3631,79014147,220,35035685,135,2285,3400,273275953,27195285,26812000,0,41525190
4099008.exe,126651,65708164,28053224,456863,20476,83647,1736,11390,49820197,21476,49758005,20728,49089,442116,94954238,3549,72955853,218,31092075,136,2168,5412,249034967,25644755,25395000,0,39734994
4158466.exe,232855,265886808,140716511,1379982,26463,143468,9058,54467,168813607,533586,168239470,535067,94602,2058882,524933167,116911,271076527,1180,143719941,129,308529,376082,824526129,141343360,111015000,30004000,155331995
