file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1172589.exe,982437,555669774,315292527,2243977,40727,257695,235520,392515,318894167,3335958,307045274,3693547,393319,4899275,741027875,36531,547864977,4641,304441452,910,8335,16861,1565231257,233122417,225582000,6987000,285706239
126726.exe,934173,684097986,437407629,2564054,39427,263661,26240,163416,401229140,3261036,401264678,3315805,130657,3842673,957972077,27723,715289577,10817,439201223,1004,11982,28880,2006191486,259294266,253982000,4999000,273633248
1342186.exe,5850738,699578193,519493730,3784206,442854,2920734,193310,397244,380347405,5102382,380712369,5107210,2196114,15928253,1445063346,271005,708718379,16011,524694472,2870,14021,26828,2144956736,391205181,385793000,4997000,405642352
1409011.exe,927984,549206948,298397168,2124900,40591,232919,16997,87115,328661426,3458627,328537967,3529675,180544,3377298,736067065,20359,549010290,1889,309233069,910,7263,10664,1518246836,198942959,196583000,2005000,213105903
1690595.exe,1958814,249468683,164483698,5385307,108426,509398,43144,99365,146715866,3568072,155048005,3651943,1031256,7637625,517143589,59391,255913930,14828,167588280,1998,51590,55164,851383132,119047782,116719000,1995000,133308639
1825983.exe,647262,694555228,439098969,2250432,38424,242808,17062,104950,399946427,3469502,397978489,3661877,149445,3963584,945580390,28454,698051417,2437,433441546,521,8757,16776,2000781774,256092970,253710000,1997000,270503101
1883504.exe,1454346,699137617,439207794,2717387,47836,322856,54653,188493,406161140,3371980,407072541,3352093,198060,4465256,976905554,28219,735259908,15222,454193607,1906,11188,30951,2062596590,263977263,259535000,4008000,278185423
201747.exe,957138,687131482,436908405,2531336,43164,262428,37769,165686,402317784,3224791,402347471,3281037,140847,3858359,963468993,28134,714910422,11778,438857551,1003,11624,27748,1996346089,260229661,256819000,2997000,274607747
2024997.exe,1081930,377753201,262307730,1760744,44864,217669,12849,75520,215762662,2864139,216127634,2888518,160735,3292579,639814492,17289,401637070,1649,262396877,917,6077,6082,1125525084,173644687,169164000,4003000,187955366
2094555.exe,1005357,339931438,206690514,1659429,41782,242198,251278,406460,161341381,3499650,165992456,3375221,265518,3323743,568703952,18423,346039426,6972,218553155,1431,5285,10065,1005167329,152957056,146399000,5975000,167303187
2131253.exe,1554586,555495425,354026243,2289483,38541,274929,230677,357584,283916458,3675035,289529317,3594383,414568,4808447,852333103,32094,564458808,13443,366523966,2333,18794,19365,1716437591,230137899,222719000,6991000,244656015
229437.exe,721289,758522870,491193420,2507001,45541,267219,18450,105623,430345482,3535500,423365758,3592270,111238,3969614,1045383320,32236,767386938,5619,502316980,523,13095,29388,2208505853,282361641,280028000,2000000,296707266
230403.exe,945085,539752938,297895106,2062078,39001,236605,34649,132302,330312171,3431510,320527247,3629736,298900,3738403,733848435,19977,543903440,2377,310263292,958,5709,12939,1517325714,198555695,196070000,2000000,212736773
2616722.exe,579629,547985380,299973646,1945447,39999,233854,30956,77880,326062880,3431077,315539399,3631926,128019,3053900,725630360,20378,538025531,1671,305036110,519,5576,24582,1516724857,196032506,193717000,1997000,210314105
2631785.exe,1027939,377317453,260782278,1662667,35989,207926,14915,76017,214918529,2873900,215948025,2886380,201204,3314451,642294965,17888,402902718,1744,261814821,915,6689,5622,1129091642,173213944,168753000,3994000,187483241
2642820.exe,1067512,383018860,262681414,1725366,38102,213674,12697,73613,214752877,2892234,216343941,2887041,189719,3484820,646101021,19779,408714453,1810,267103179,916,6750,4205,1159235526,174234123,171753000,1997000,188416260
2657371.exe,872311,684007610,475904852,2761849,48240,298160,49437,134149,324609526,3258462,323683133,3278611,123760,4448184,1127102596,36812,681994475,13484,478238804,784,11189,20856,1939136713,305739779,302406000,3004000,320207609
2781088.exe,754272,680366183,427152682,2345847,39937,244214,20527,105341,401540915,3237825,401191368,3303532,115070,3813991,951270177,26264,711172294,2147,435037646,523,9591,25586,1971782157,260319905,256986000,2999000,274559496
2923923.exe,839997,226745113,135401353,1424274,30009,164660,12891,65542,142345279,2704055,142138265,2782728,202266,2576753,428045328,11771,248896490,1238,135170694,913,4297,5212,655591005,115647085,111295000,4010000,129869746
2946862.exe,548587,223194005,132820471,1237448,32837,165661,40925,84869,138223140,2805389,137471865,2876645,157673,1982853,422717667,12104,241879912,3053,134596990,525,4741,7368,646269970,114192743,112916000,999000,128370604
3025699.exe,1237845,828867576,543785235,2959768,44934,309594,22820,131954,457606479,4306440,457814724,4210940,221181,5171843,1200768777,32891,869867045,2974,564441652,1299,12288,19181,2439856336,326829015,324507000,2003000,341170638
3098869.exe,1030518,536465482,297376399,2090527,41849,233210,14224,82305,328275881,3514348,327677108,3514473,453089,3666246,738390313,20897,550641230,1934,310028429,908,7413,13137,1506335501,199502648,197127000,2001000,213943836
336539.exe,666367,698508243,440070769,2367842,38998,251246,17398,103710,402631730,3439690,399989709,3625647,117026,3891500,957165892,29013,707172154,2544,435823500,521,12717,15847,2023169792,258626438,255335000,2992000,272921385
338328.exe,584894,546345505,298878729,2005337,40647,230630,43395,82192,327039985,3420092,316955491,3627920,127599,3037427,725094540,19981,540714434,1656,306276250,519,6482,18217,1513176657,196407644,194077000,2000000,210753634
3457445.exe,647129,437617184,294777228,1821048,37386,206103,13008,81892,224254932,3410218,226089068,3331501,113819,2916714,715582569,19972,445353192,1800,302167889,527,7167,5827,1310223086,193337949,189022000,4000000,207423183
3461403.exe,658943,535598448,299564191,2038818,37714,224782,43294,117265,323292248,3556896,323242657,3556236,343395,3360396,745206274,21157,545951639,3623,307701961,520,8456,22443,1498616500,200418466,197158000,3002000,214789357
3515653.exe,598133,547458747,299860098,2024597,39780,224091,12965,79187,326828156,3517820,314419954,3626218,104269,3057185,723669017,21717,538332088,1753,303131514,519,8641,19458,1519078007,195433557,192108000,3001000,209510978
3605312.exe,6109775,901657521,607387617,4499027,432613,2877515,220074,512037,525688984,5385037,524743273,5362296,2012241,17767787,1641233908,288537,926736392,19647,619854414,2864,15565,39275,2700896267,442893908,433529000,9011000,457234730
3632999.exe,670871,693115750,437832909,2307263,39961,241057,17152,106143,402739606,3449369,402096529,3602260,132963,3869933,953624894,25496,705421924,2371,435310250,521,9963,20605,2012741959,257954972,253543000,3992000,272143322
3703754.exe,3882121,1577558554,935980813,5246757,56775,801836,70599,277325,661753917,5112044,660713983,5064837,196256,11604140,2286772693,116939,1597679477,31316,942466615,542,18323,29032,4058200730,617220024,615743000,1001000,631657353
3837785.exe,971517,683038611,433469126,2591837,43971,279788,38051,143722,399425139,3261938,400638041,3288275,135350,3931832,963657660,27231,717996017,8411,442566774,1004,11003,25410,2005340209,261496784,259174000,2001000,275823891
3893727.exe,5770365,571326611,417551525,3301847,456109,2712363,198054,405634,322396646,4577362,320958632,4600080,2089341,15937693,1232484621,281550,565363826,17857,416845195,2867,11802,31716,1714522614,333603155,328292000,5004000,347853224
3997375.exe,629468,539328521,297690887,1969397,38163,219870,15975,80892,323677784,3419327,324328210,3393485,148077,2933967,733680240,20374,549895927,1695,310190544,519,7440,19544,1505649303,197784397,193442000,4009000,211860646
4005226.exe,852613,228729878,136202455,1329503,28954,165666,17188,60745,142292446,2724978,142208998,2781307,209825,2547702,428335870,12201,250350307,1209,134364112,915,4507,4865,660364373,115372531,113051000,2000000,129737674
4027093.exe,558499,223311963,133226447,1274088,35109,168107,43323,83989,138013283,2795663,137210170,2861794,155277,1941110,422252345,12029,241073439,3033,134473136,524,4811,7213,644404676,114499477,113151000,1001000,128820470
4261206.exe,864109,228312432,133416605,1387389,37519,179920,11275,51943,142396218,2717642,141399179,2813875,152300,2388768,421051766,11808,249614094,1273,135772678,916,3919,5279,662429108,113693597,110219000,3005000,127902586
4306462.exe,1021402,375177947,255751275,1682128,35976,212244,13332,84904,214808086,2915503,215993166,2870325,196963,3352247,645539279,17520,405442920,1658,264769590,916,5589,4874,1131342092,174062324,170712000,3012000,188336013
4307955.exe,645218,548059170,300884680,1995801,56356,245379,15061,75593,326581476,3490546,314141237,3600496,100049,2983565,721408970,20157,538963947,1626,302137980,518,8148,20233,1530968040,194454173,192965000,999000,208759702
4312536.exe,1279243,1130618301,648664799,3577063,63607,378192,80334,219930,465876311,4494594,469227674,4490023,421016,6227102,1418243054,79395,1146221412,7941,655086178,949,12729,21287,2892213067,381796183,375043000,5984000,396061319
4320720.exe,631262,549711351,301134976,2051712,41505,226593,13038,78789,317411785,3651388,308304957,3724176,105272,3021792,720991752,19775,539514775,1653,302681989,519,8194,19148,1529929636,195283904,191041000,3980000,209720346
4419376.exe,587010,224012318,134315453,1234996,31073,162769,43644,85065,138300034,2769290,137146283,2836391,164357,2011382,422022384,12024,242881797,3199,133781804,524,5013,6659,648023212,115026935,111675000,2991000,129451992
4455035.exe,1035330,538194268,301688060,2223007,42545,249728,71377,148309,325378953,3462194,323211866,3637493,235230,3550048,735345098,21555,543454681,5342,307616467,909,8237,17840,1518294119,198336169,194018000,3979000,212672409
4458794.exe,977263,400999478,263117274,1758428,39082,220550,13103,77980,218883435,3038933,218833167,3027491,146345,3265345,654712021,18040,421631077,1680,274796111,916,4796,4105,1209030921,176903603,174594000,1995000,191124782
459141.exe,1033348,401078781,266840905,1822460,39552,225286,12901,79133,218169520,3026412,218334472,3002401,164011,3202415,658144098,17824,417238171,1783,279041598,915,5832,5288,1216743823,177745823,173464000,3987000,192061673
4612168.exe,909715,685059621,435444443,2540291,42382,273374,25404,143937,398909936,3325394,400199024,3334933,160968,4049832,960142645,28088,718249932,9166,439598161,1002,10967,23162,2007681841,260277778,257964000,1999000,274485719
4689992.exe,610719,384402002,258532983,1694443,33036,197177,15362,78705,213630413,3014611,213838006,2950118,153969,2845799,652733334,17739,405931683,1498,269764621,526,5531,5349,1165246530,176246538,173955000,1999000,190662938
4766440.exe,555518,225753325,134236913,1253402,31946,164996,42631,91103,139768329,2745212,138783874,2807557,165982,2010350,422951614,12307,245244711,3149,133204251,526,4954,7027,651295870,114488107,112190000,2003000,128683111
4817246.exe,732522,514961579,369730065,2136376,37766,235843,20871,120443,260628854,3801680,261361284,3807790,368886,3891928,876985396,24972,536564552,2102,379099907,527,7853,6330,1560469877,239416611,236993000,1991000,253705757
5272843.exe,5895257,784001838,515811706,3984106,487824,3000861,201447,468960,461135138,5188778,461441939,5271937,2039476,15895152,1414735761,259190,810624136,17767,522279442,2668,21959,28010,2326697360,381286467,374925000,5998000,395686963
548972.exe,676271,692064551,435905364,2426544,42728,256608,17298,104111,401347693,3306358,400802099,3389428,230551,4047751,959049187,26501,702272769,2453,431905425,521,9995,21817,1999957496,258603476,258313000,0,273006440
