@relation problema
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-store-misses' real
@attribute 'LLC-stores' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-store-misses' real
@attribute 'dTLB-stores' real
@attribute 'page-faults' real
@attribute 'iTLB-load-misses' real
@attribute 'iTLB-loads' real
@attribute 'instructions' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
232779,267906572,141307127,1420857,28606,147042,9108,54810,168546303,497011,168012809,507306,78801,1981945,524889542,116934,271719580,1302,144270350,129,408090,348063,829606422,141778802,110385000,31108000,155860760,0
221810,266247171,142210324,1377374,26855,142755,10026,59571,168905928,550254,168405333,552849,94499,2069220,522966750,115975,268027127,1244,143704603,129,307876,368908,826316203,142097730,100493000,41202000,155896452,0
232952,260553043,138366709,1385111,28139,142562,8954,60263,164378108,511073,164776903,505553,78586,1961191,517545488,115150,266099398,1061,141394244,128,309194,376060,811325365,139334370,107027000,32008000,153430698,0
144240,68113504,30006200,474760,20565,81854,3467,10647,54215766,20785,53917941,22432,58615,476155,100466571,3390,77797623,233,34023856,142,1174,3438,269812592,26721142,25361000,975000,40967179,0
218376,269895717,142680354,1419706,27799,148563,9233,54436,168371106,505149,168443681,511853,87799,2061575,523704025,115933,269931468,1275,142959593,128,377924,408936,826216695,142427733,116131000,26029000,156777185,0
400646,116299673,56028049,1163451,27762,126462,359860,395273,76361475,272942,75867625,273118,301270,1924815,387777578,111449,128624868,942,73483193,1892,302227,190167,422915468,104579322,69183000,35093000,118899810,0
226091,261047736,138387810,1324075,25925,138653,8923,62061,164944798,531656,165138530,525465,76798,1914873,516854359,114765,266119637,1052,141208033,128,308771,363104,810643579,139270112,103945000,34981000,153196738,0
466764,268690970,142593658,2138213,31275,197793,9363,55783,170928899,505634,170694654,504807,83288,1993213,530225749,118023,273857297,1581,144609145,129,308429,341911,834887127,144391878,111997000,31999000,158668657,0
217169,266873759,140593880,1381819,27942,146498,9056,54721,169284965,519214,168287709,519898,77128,2011043,524297693,116424,271054680,1260,143413881,129,308526,417285,824783474,141738340,108272000,33083000,156002801,0
137476,70941126,29763580,493887,20911,78087,3156,18187,50243426,34502,51539535,30464,67991,561732,100016450,5636,77952762,229,33992989,137,2207,3377,268462507,27001570,26636000,0,41417223,0
222802,263704728,139473487,1364178,27632,142157,8886,52537,166110045,525305,165245266,524729,93997,2002868,519546340,116447,266690563,1167,142300898,127,309775,375610,816110869,140011454,100800000,38922000,154297205,0
218442,265699016,141055439,1648982,26775,143678,10759,57580,168190356,514789,167987026,508960,88960,2015432,518718124,116044,269005278,1065,143954578,130,309016,153694,827531945,139812726,107293000,32087000,153993214,0
131590,67881018,29695359,493609,20739,78487,3188,21249,52465288,34971,52746721,29956,50414,581722,98819033,3699,76619970,225,33538456,136,1905,3141,265416763,27301327,23847000,3110000,41581045,0
218943,267080635,140760756,1424510,26091,145719,13431,61519,168801768,507024,168826034,505458,99159,2128603,525470392,116995,271586736,1293,143664807,129,308666,370035,824528185,144751338,111356000,33106000,159006116,0
240855,261834733,139285088,1355866,28743,145857,9682,54365,164733512,514358,165187742,512929,78799,1930880,518266138,116210,267653883,1079,142449849,128,309439,369540,814607552,139727220,106493000,32843000,153986289,0
164275,69146928,30325199,496176,26361,88634,5466,17882,53264212,26514,53515625,22992,59985,471794,99238119,3690,77972373,217,34076066,136,2029,3305,271392759,26431854,25002000,1000000,40495426,0
215868,268270084,141415498,1396078,27726,143920,11295,58164,168166578,494949,167847700,496091,89335,1990379,523841859,115643,270109546,1294,143143506,130,307852,365981,827323818,143486109,112157000,31043000,157686824,0
176598,96521511,44686372,985335,24552,120587,9353,40275,65219770,273536,65400847,271828,95239,1349060,343855020,111753,98022441,718,45235306,132,310006,199245,338435807,92424361,59354000,32645000,106697678,0
163859,64163783,28324381,455528,21029,82420,1746,13899,50957594,23900,50426086,22634,54977,468210,95577188,3412,73159965,215,31556661,136,2233,4726,252488583,25687097,23451000,1954000,40190967,0
136745,71303379,30932097,488302,20298,77463,5103,26043,49836629,44107,51369323,37593,80003,640483,100908425,3631,79014147,220,35035685,135,2285,3400,273275953,27195285,26812000,0,41525190,0
126651,65708164,28053224,456863,20476,83647,1736,11390,49820197,21476,49758005,20728,49089,442116,94954238,3549,72955853,218,31092075,136,2168,5412,249034967,25644755,25395000,0,39734994,0
232855,265886808,140716511,1379982,26463,143468,9058,54467,168813607,533586,168239470,535067,94602,2058882,524933167,116911,271076527,1180,143719941,129,308529,376082,824526129,141343360,111015000,30004000,155331995,0
242349,266908299,140985491,1399565,26396,146952,10823,53712,166982066,577844,168023521,589228,77579,2010921,518518177,116873,271610773,1271,143427522,130,513890,9246,827701331,142928755,108703000,33907000,157339017,0
233071,266469779,140873717,1365249,27362,145206,8971,65003,167227656,507314,167766102,501105,77349,1970630,515170896,115445,271694909,1045,143622359,129,308736,159460,825201523,138749439,106587000,31876000,152959779,0
218979,268079109,141676662,1378934,26959,147531,11303,54494,168819540,496063,168537827,504523,82471,2056546,525620527,117237,270548000,1278,143453376,129,409884,409280,827383277,142512521,118207000,24042000,156727985,0
212985,270431689,142901129,1350520,26229,141971,12664,64581,166175027,508309,167238947,504788,100809,2028966,514464713,115897,273759767,1082,145127668,131,309385,115389,832001009,139282288,103990000,34996000,153542579,0
319896,278495995,145075610,1452948,25614,146130,21137,67788,160304218,562274,162876836,564233,105129,2113809,522527800,113039,284045396,2279,152397920,324,290636,363276,870008180,141682124,119248000,22046000,156021516,0
236007,269774116,142355253,1388918,27885,148387,9353,53791,168891247,715795,169132946,728445,108213,2087380,530590309,116755,271891995,1351,143809715,128,205563,160886,830291176,143363955,113022000,30005000,157601048,0
136726,67914863,28929004,491286,20949,83535,1653,17229,49786382,24399,49695760,23142,61040,476141,95286942,3390,73557555,246,31708718,136,2439,6373,252890056,25583288,25303000,0,39791229,0
233909,261613439,138697746,1357625,25803,141473,9019,56302,163590802,512282,163800947,510201,109785,2046662,510399838,117184,266434897,1112,141860874,128,105466,114795,814035994,140569050,110186000,30050000,154994887,0
300402,267724763,142424216,1372357,27185,147457,12031,56484,169291899,564758,169361431,571094,76478,2010965,526336519,115906,269091069,1265,143439309,129,305536,113341,829996794,142772671,117422000,25090000,156991068,0
177907,255091585,130512017,947945,23752,115759,5250,30713,154272164,296555,153796706,298578,84038,1306341,289418390,10701,259045847,820,139437866,327,4956,7520,782468114,77796758,74424000,2976000,91959543,0
161590,66936312,29818320,472856,20699,81469,2262,17184,52733938,38352,53036653,33006,85862,580623,100192969,4602,76895536,215,33717650,135,2987,2417,266947237,26481339,25105000,1004000,40771431,0
173205,74524476,32022241,655654,20780,93407,5312,32840,49868294,55393,48394418,50056,87828,933246,90202188,5892,70198097,414,31853025,135,2844,3089,268213638,50939051,47894000,1995000,64943349,0
217341,264705985,140745092,1389983,27092,142020,12752,61471,168696266,606477,167796197,599533,116885,2026180,520384195,116404,268421152,1114,143884041,129,105341,216488,827004850,140436744,115128000,25027000,154601487,0
217059,268882150,141897805,1369736,26398,142229,9012,53857,169339960,497025,168530088,515410,129229,2104411,526886969,117963,272516387,1398,144806557,129,308880,334658,830682598,141696899,107249000,34079000,156121747,0
217974,261248375,139070214,1394692,28480,147292,8938,58268,164788606,511548,165141865,505823,78830,2006380,517269783,116166,265313493,1046,142291713,129,308954,390104,809076932,139514277,99123000,40050000,153652709,0
149516,67319178,29309759,479781,20597,81122,3494,15320,52743352,28890,52747489,26590,50581,530948,102765517,3644,77209206,224,32932448,138,2439,5133,269406141,27346042,24056000,3007000,41337748,0
220538,268457464,141468469,1414457,27638,143186,9196,52665,168889184,507185,168446650,515836,86404,1958964,523431386,116537,271768576,1286,144175604,130,309066,345941,828277635,141793970,107380000,34120000,155906042,0
133427,69393937,29653941,482734,21105,83225,3191,15751,53278802,27328,53461427,26077,52160,511901,99139597,3847,77264875,217,33581228,135,2224,3062,268497040,26789720,24404000,2033000,41002374,0
144103,68119489,28735536,532216,23631,85658,2341,13137,50605673,22281,50616800,21600,47074,466077,96178304,3978,74745481,215,32452082,135,2061,4777,255478717,26581489,25266000,1010000,40825150,0
237080,266849562,140926641,1397854,28142,144560,10662,56373,167729983,513599,168020534,505276,120603,2026856,520796954,116836,271913102,1104,143884446,130,309407,209294,827236875,140285322,111922000,27980000,154340300,0
186321,97767188,45677763,1011083,24257,116405,7500,53726,65770470,285953,65913863,280533,88451,1495961,347448266,111656,99450025,696,46267227,135,309125,329596,342163957,93694834,63250000,30119000,107994049,0
269575,267655753,141526733,1433916,27348,151850,12864,56781,167803979,609936,168181268,607380,79672,2127662,530614066,117789,270422614,1355,142674399,128,307079,403949,820241749,145018194,120767000,23953000,159384792,0
224461,266513203,142455367,1407390,27702,148059,9126,54969,169116725,532989,169231420,541589,78186,2016120,525990028,117052,269714849,1235,144494738,131,309022,413592,831789065,142547933,103108000,39041000,156869311,0
221765,266635557,140832460,1372288,27989,143455,9297,52064,168516110,496426,167590287,506930,85607,1992034,524554549,116623,270605673,1248,143586438,129,308910,425785,826474051,141548591,110425000,30839000,156012326,0
219745,268018949,141648346,1387824,28087,146365,9084,53656,167636365,576260,168113477,571282,79477,1999552,518974014,116655,272405337,1082,144303346,130,308982,118120,829271446,139973091,117565000,22106000,154103984,0
198396,98470288,45861718,1021017,24655,122261,5876,39131,66285064,262435,66252977,262240,59980,1207843,339179434,111051,100334766,666,46656103,136,310952,189214,344023866,91516279,58080000,33046000,105885369,0
220040,268110168,140736234,1402470,27057,144188,9067,53695,169276439,494968,169430710,514892,124508,2152547,526832937,118096,271271911,1388,143286553,128,308929,375969,827117598,142310973,115956000,25990000,156598850,0
192584,93895933,44263505,975356,24552,123604,9939,43401,64859737,268646,64854457,268915,79234,1312598,345460163,112309,95685199,747,45010440,133,310153,402309,331250339,92801765,63662000,28847000,107146754,0
278593,270135695,143004244,1445200,39547,161805,12660,52626,168789981,515080,167506106,519000,99299,2005401,523900238,116202,271409131,1253,144824072,127,309154,391317,830402764,141443736,112984000,27996000,155613136,0
229376,268264129,141678130,1359396,28514,141442,10372,56945,166864254,544617,166695513,536015,101719,2053447,518937700,115732,270778577,1113,143705366,128,105108,271422,825738726,140347652,105025000,35008000,154319852,0
221082,97326144,45247842,1017885,24421,121455,7525,46621,64431986,274695,64770802,270189,64097,1388966,344559261,111137,97996647,723,45431269,136,309284,373624,337462917,93660681,55590000,37722000,108010247,0
139825,66178465,28525329,461751,20744,84177,1737,11357,50396326,22521,50447637,21538,46824,463852,95830995,3320,73328218,214,31454494,137,2455,5236,249704286,25727962,23502000,1958000,39944867,0
225787,268337122,140863215,1434633,29857,149253,9095,55521,168682669,509396,168155096,520897,169072,2198329,528414232,116958,272593724,1205,144553855,129,309487,355227,828495869,141487785,105304000,35763000,155783112,0
207958,66616422,29274762,460813,19421,80844,7410,21376,48582033,30390,49071016,28649,73792,517914,97550981,3074,73382052,223,31704093,133,2189,5656,250987483,26572375,25210000,1008000,40900055,0
258897,267805808,141361362,1399878,27699,144260,9025,55372,165704672,551045,166816258,549169,89243,1986149,515561470,116000,271965968,1135,143628268,128,105083,211927,825003632,139814987,108624000,30893000,154167084,0
277842,267275525,141201453,1360659,28198,145173,9773,55565,166285057,567106,167272616,565344,79941,1993529,518140177,116124,271919081,1103,143446382,129,308457,210103,824315569,140438020,108109000,32032000,154659399,0
284479,151813547,50790837,2427133,20760,191557,19464,104376,32675953,1818639,32747355,1817338,37487,3407111,997470225,26193,148425813,2440,50136555,134,7107,2470,283750246,287910767,285402000,1995000,340057474,1
91017,32591798,21195820,684086,11401,73517,3015,18941,7851672,34098,7822688,31799,7988,618329,168878892,4405,32316065,403,21577061,129,1116,503,220999576,45840027,44560000,990000,60172999,1
42086,26544030,13146552,459423,8912,56073,7246,13109,2204327,25968,2218329,22395,6351,410563,100902096,2598,22343468,235,12428113,128,699,302,141708064,26914064,26653000,0,41148581,1
66768,4342975,3503972,739021,12500,72519,3624,22326,4802180,50083,4980831,45437,64226,948462,209299772,7968,2582304,658,2088664,133,2300,748,206926989,55913907,55632000,0,70131932,1
312482,275701240,194006093,2268241,18979,177999,18159,104831,73236195,172136,73171125,184835,86416,3587534,1017342425,27640,275669320,2529,194437636,133,6669,3297,827725864,275207108,273956000,999000,289271803,1
54992,19829931,8980330,456210,9235,56699,1639,14986,1917235,22847,1832657,22543,15813,368193,95098034,2418,20001628,216,8833151,132,629,170,87033346,25430607,24028000,1001000,39822096,1
212722,189018040,122883923,1618591,15992,133776,11776,69387,104033024,137412,104261081,131362,54793,2472047,679731059,19368,189832912,1550,123771387,133,4418,2387,1014219860,184080541,182711000,998000,198261496,1
184545,32007505,13787388,857336,12401,76511,3870,24154,4773594,96288,4671472,104746,16787,808477,225242109,5926,30706069,1439,12635845,191,4875,4503,133828747,60534059,59206000,993000,74622469,1
172110,60014109,28897360,1521258,15150,123465,10611,85242,14959826,166789,14684245,151833,154789,2614884,623592792,18801,60370501,1666,28149642,132,5611,2565,163444545,166108766,164823000,998000,180621152,1
238575,208069649,126525395,1764926,16592,139600,12531,75686,151457988,136833,151247212,134823,28277,2430106,710232522,17844,211140818,1788,128543900,136,5691,3338,926597511,192651150,189403000,2990000,206882018,1
120522,23568723,7775773,759428,13675,77043,3821,21946,1780036,38175,1805058,37951,8259,737536,213904267,6755,21657786,664,6481923,138,2505,1766,241834312,58285875,55995000,1999000,72329748,1
305808,326290673,206509772,2449365,19974,192675,19337,125089,102266055,199074,102731858,205812,137250,4042095,1103839272,28755,323020553,2696,205599026,133,8539,3783,2100497378,298079520,296681000,998000,312213383,1
1277570,651219152,281231691,10368633,68837,717898,89986,515914,206029503,806574,206532134,814772,248793,16352177,5168477578,128218,649557417,12155,280328047,129,36515,15810,1715094279,1396251527,1395923000,0,1410461330,1
52432,17552102,7367569,583330,10154,60745,5287,18963,1188188,26731,1081797,28822,39286,612503,125088534,4794,17489104,522,6578812,134,1765,342,43735638,33836108,33511000,0,47824237,1
125419,30327111,14473268,648607,11689,64954,3323,34661,2822244,63614,2488679,55483,53744,898763,189534837,5043,29365088,435,13984394,127,1267,551,185326219,51530918,50315000,986000,65739559,1
67780,24683326,10953825,700570,10897,69926,3539,26909,3169968,64508,3056886,67490,44921,866854,206395971,6932,25893870,672,10224722,135,2088,641,57352978,55467357,55174000,0,69715678,1
98009,20484391,10630079,524055,11441,66121,1422,9000,1835849,18432,1788607,18197,10839,311667,78548496,2225,21728553,180,11278504,132,535,235,111587869,21169725,20927000,0,35291210,1
117327,38627997,14872146,1169869,15272,102160,8302,56951,4797836,150546,4479375,135326,44781,1629351,430692148,10573,37948833,975,13853257,134,2872,1355,105781168,116378758,116075000,0,130682271,1
829087,701002287,468986249,6090023,37577,434096,53422,303860,411184301,3292671,411599355,3287421,188882,9795135,2928916730,74862,701246171,6910,469505262,127,21530,10398,4791157600,793517647,792100000,1000000,808013256,1
1318080,651797756,281555762,10374875,56483,693757,91525,520031,206157488,824446,206107595,832970,223106,16661770,5171035019,124050,649706464,12075,280624020,129,35273,14334,1717048299,1397206852,1395478000,999000,1411398543,1
43963,17440811,8016071,498001,10862,60543,1498,13282,2644304,192775,2575269,189352,14019,322775,85072984,2104,17203736,195,7654832,134,575,177,100650832,22993249,20740000,1975000,37227157,1
121148,89782324,75121310,1027110,13596,91856,6404,40659,25522965,64517,26109726,74406,114029,1576112,356437870,11374,90175957,1082,75714868,127,3168,1264,595656716,99539455,96157000,2973000,113923870,1
138829,39463011,13646121,1163173,14180,108140,9244,44800,4002910,106262,3879558,107896,28077,1363218,402622053,9898,37948553,973,12388649,134,3102,1543,100898012,108478126,107212000,1001000,122615589,1
66282,25061601,14251492,530371,11178,56489,2067,12545,3091314,72795,3375688,78473,24184,602426,112575674,5128,24525686,384,14543817,134,813,394,115615542,31481607,29161000,2011000,45614217,1
74525,28757699,17232318,475675,9110,57969,4542,15909,11336468,33349,11168306,28256,53891,433970,88216291,2917,30979729,205,18171449,132,607,282,130354661,23448887,22157000,1007000,37257028,1
75824,21275983,5859059,608394,10066,69117,9761,27464,2110680,37482,1966502,34014,29175,631326,181508905,4458,20108002,410,4780371,127,1205,403,151790818,48971561,46700000,1987000,63285249,1
782388,329535505,142160704,5559166,48781,386772,44547,272130,103520669,438288,103421953,431371,120026,8460547,2590211898,63155,326927516,5958,141089390,129,18059,8007,866174427,699680961,698101000,1000000,714107789,1
107136,26930306,9800410,830525,12331,85957,8001,32207,2805032,59778,2741155,55861,28198,846697,229888334,5936,25609229,549,8600430,133,1606,691,62625203,65338948,64043000,1000000,79571030,1
548629,9001682,6444376,2692260,26193,193141,116549,204728,71637842,3772189,71860826,3750641,154570,3656978,1030593968,27752,6238967,9707,5399978,1559,12694,11466,376091239,280375528,276860000,2998000,294939438,1
1249997,642162640,275259224,10188374,59445,695668,93919,515780,206467608,803502,206408374,818781,294243,16364956,5158231709,123166,640445821,11713,273874411,133,32258,15016,1694413648,1391034584,1389597000,999000,1405272738,1
55976,22252199,7325933,637018,10700,72916,3354,20622,1787837,34183,1759951,31805,8981,628494,177529127,4495,21643056,410,6305341,133,1204,540,138223824,47941695,47642000,0,62089381,1
96629,24586031,7483168,706894,12373,72048,22605,66415,2702975,53902,2321359,47120,163715,1035326,208725825,7031,23153441,679,6494704,127,2392,565,157088464,56065512,54693000,994000,70406425,1
322733,329272280,206901784,2626683,21235,195742,20528,117880,105871780,200760,105682521,196723,57390,3752586,1120208176,27600,330598319,2636,207983494,133,7718,3881,1655823198,303235639,302873000,0,317473036,1
82491,23210560,8789697,666464,11368,77541,7950,15989,1278963,29596,1419741,28259,6511,572505,161512563,4036,22178848,365,7928168,134,1130,486,97672096,43681269,41432000,1972000,57904372,1
83107,23788991,13239183,476449,9411,50721,2629,20947,6655322,123474,6609007,114103,36583,569663,102180270,2741,23700714,259,13493450,129,694,263,144200687,28374010,27025000,1000000,42634837,1
112539,39244826,20482067,819632,11742,77019,6058,43697,2936107,72199,2550864,63543,41517,1090291,266835163,6542,37988862,603,19804059,134,1767,540,181861974,72064892,70644000,994000,86211799,1
761827,632349975,431563463,5570173,39753,396637,46381,276930,288537749,1850767,291142616,1850493,155152,9005482,2675072521,66452,633652756,6288,432738506,133,18194,9917,4907005243,721628093,721173000,0,735851597,1
80058,29248193,14017113,571661,11098,65033,9337,28938,8488146,175665,11008145,179897,23907,763585,126330593,4930,29964312,483,14243647,135,1898,1688,137284257,35079492,33772000,993000,49253514,1
93590,27359357,11017919,841920,12192,86192,6424,30117,2924570,194442,3197328,190119,52107,945702,241834805,7021,26701707,632,9664602,128,1669,689,67001590,65461159,64105000,1001000,79686484,1
121253,23377131,12021338,480888,10068,59363,2693,10878,2877543,30178,3248228,34936,4441,353763,94378613,2367,23986629,214,12540141,133,655,330,131986719,25709674,24320000,1013000,39770409,1
374608,611981111,437679182,2837812,21211,210311,21948,126505,268051764,452283,267613434,465386,102049,4428966,1260446811,33697,614687071,3204,440577400,132,8744,4774,2378621735,340099298,338832000,999000,354344047,1
108156,26446369,17640685,487806,10174,52811,2047,11282,4670381,39871,4879424,34957,25192,562626,111776986,5024,27221566,260,19833572,128,686,325,186126504,30245484,28029000,1933000,44721084,1
225574,177617888,109610170,1635882,16565,141079,11116,64454,49379981,106564,49378744,105533,22962,2218638,643708125,16685,173367422,1604,107290484,135,5162,3531,893404717,173187826,172723000,0,187498758,1
122460,19667040,10034312,613539,14678,72693,1246,7910,2932979,68644,2931466,63016,10466,266349,68682067,1948,22434727,179,11485476,128,1582,1095,98829408,18571848,18259000,0,32711068,1
129095,32247302,13544717,608244,11723,64085,2896,16740,8358282,568042,8343949,568914,15405,576528,130347564,4928,32266501,487,13185984,133,1915,1687,123536623,35693779,34305000,1008000,50035667,1
806973,787438684,558834002,6021498,39442,426649,54288,298624,411146800,3288671,411092929,3281251,106347,9582503,2910376788,71546,788018757,6813,559428203,133,20898,10508,4527450819,786489710,785177000,1000000,800819954,1
55002,30372794,17526822,614444,13599,83246,30568,18552,4782863,31070,4783308,32381,8684,641885,177728463,4641,29171979,431,16922836,137,1266,702,153306732,48216317,47827000,0,62621860,1
56426,20215465,9230972,511785,10534,55525,3169,14311,8281621,36913,8304368,34785,34002,585162,103078284,4900,19226469,261,8532736,128,781,331,102995062,30820016,28599000,1972000,44907909,1
116214,14894648,7271572,625366,15511,75739,1216,8239,935325,14121,920976,14595,3659,252909,65026805,1693,15682012,153,7370620,135,1338,1149,86123141,18581066,17201000,1011000,32703472,1
74178,46694078,30980712,787674,12169,85384,4501,26793,19021791,44338,19088772,44297,10907,862175,256941272,6165,46319076,582,31048983,133,1741,576,304893759,69512073,69132000,0,83816158,1
93730,41150779,24409520,846483,14339,80631,20085,44006,13209864,55138,12872470,49588,77897,850005,228756470,5457,41096663,519,24205192,134,2330,1425,298009968,61417950,61090000,0,75812704,1
39935,24072759,12975155,490373,10304,53977,3381,19281,3729395,37496,3482332,31692,23665,519267,101789677,2541,23042973,234,11575516,136,695,319,76607373,27449008,27130000,0,41523647,1
73739,29920950,14418802,683823,11842,69779,3743,19574,4811864,48379,5253006,45242,26926,796539,196838783,6660,29270561,477,13838967,134,1268,404,207305879,53164213,50852000,1994000,67318171,1
92512,18978057,7640217,508807,11130,62852,1496,11889,1367024,18150,1357178,19247,9040,326738,85314355,2171,15571792,196,6464128,134,589,205,76073099,23140534,21939000,953000,37293311,1
545226,80887753,37937321,1891070,27411,168041,323531,389865,18318140,140235,18342823,140858,434852,2977279,725980197,29253,80294462,26329,35952760,4039,15696,18084,227845095,198205803,190895000,6996000,212527962,1
226746,10628592,4740624,556137,12084,53348,3565,10326,1159354,14498,1066827,13497,17976,219364,52412575,2596,11779886,311,3568802,132,1755,2623,61678672,14088634,12732000,979000,28439841,1
99452,26915970,11958443,865537,13897,81089,7752,29784,2125737,45118,2017716,42354,29778,797039,221733645,5551,26064251,681,10920227,134,2309,1518,177277787,60255251,59911000,0,74370886,1
