file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
120780.exe,284479,151813547,50790837,2427133,20760,191557,19464,104376,32675953,1818639,32747355,1817338,37487,3407111,997470225,26193,148425813,2440,50136555,134,7107,2470,283750246,287910767,285402000,1995000,340057474
1231818.exe,91017,32591798,21195820,684086,11401,73517,3015,18941,7851672,34098,7822688,31799,7988,618329,168878892,4405,32316065,403,21577061,129,1116,503,220999576,45840027,44560000,990000,60172999
1290864.exe,42086,26544030,13146552,459423,8912,56073,7246,13109,2204327,25968,2218329,22395,6351,410563,100902096,2598,22343468,235,12428113,128,699,302,141708064,26914064,26653000,0,41148581
1318308.exe,66768,4342975,3503972,739021,12500,72519,3624,22326,4802180,50083,4980831,45437,64226,948462,209299772,7968,2582304,658,2088664,133,2300,748,206926989,55913907,55632000,0,70131932
1340102.exe,312482,275701240,194006093,2268241,18979,177999,18159,104831,73236195,172136,73171125,184835,86416,3587534,1017342425,27640,275669320,2529,194437636,133,6669,3297,827725864,275207108,273956000,999000,289271803
1570142.exe,54992,19829931,8980330,456210,9235,56699,1639,14986,1917235,22847,1832657,22543,15813,368193,95098034,2418,20001628,216,8833151,132,629,170,87033346,25430607,24028000,1001000,39822096
1751912.exe,212722,189018040,122883923,1618591,15992,133776,11776,69387,104033024,137412,104261081,131362,54793,2472047,679731059,19368,189832912,1550,123771387,133,4418,2387,1014219860,184080541,182711000,998000,198261496
1920040.exe,184545,32007505,13787388,857336,12401,76511,3870,24154,4773594,96288,4671472,104746,16787,808477,225242109,5926,30706069,1439,12635845,191,4875,4503,133828747,60534059,59206000,993000,74622469
2079662.exe,172110,60014109,28897360,1521258,15150,123465,10611,85242,14959826,166789,14684245,151833,154789,2614884,623592792,18801,60370501,1666,28149642,132,5611,2565,163444545,166108766,164823000,998000,180621152
2087440.exe,238575,208069649,126525395,1764926,16592,139600,12531,75686,151457988,136833,151247212,134823,28277,2430106,710232522,17844,211140818,1788,128543900,136,5691,3338,926597511,192651150,189403000,2990000,206882018
2095380.exe,120522,23568723,7775773,759428,13675,77043,3821,21946,1780036,38175,1805058,37951,8259,737536,213904267,6755,21657786,664,6481923,138,2505,1766,241834312,58285875,55995000,1999000,72329748
2118492.exe,305808,326290673,206509772,2449365,19974,192675,19337,125089,102266055,199074,102731858,205812,137250,4042095,1103839272,28755,323020553,2696,205599026,133,8539,3783,2100497378,298079520,296681000,998000,312213383
2133666.exe,1277570,651219152,281231691,10368633,68837,717898,89986,515914,206029503,806574,206532134,814772,248793,16352177,5168477578,128218,649557417,12155,280328047,129,36515,15810,1715094279,1396251527,1395923000,0,1410461330
214531.exe,52432,17552102,7367569,583330,10154,60745,5287,18963,1188188,26731,1081797,28822,39286,612503,125088534,4794,17489104,522,6578812,134,1765,342,43735638,33836108,33511000,0,47824237
2148414.exe,125419,30327111,14473268,648607,11689,64954,3323,34661,2822244,63614,2488679,55483,53744,898763,189534837,5043,29365088,435,13984394,127,1267,551,185326219,51530918,50315000,986000,65739559
2167825.exe,67780,24683326,10953825,700570,10897,69926,3539,26909,3169968,64508,3056886,67490,44921,866854,206395971,6932,25893870,672,10224722,135,2088,641,57352978,55467357,55174000,0,69715678
2270454.exe,98009,20484391,10630079,524055,11441,66121,1422,9000,1835849,18432,1788607,18197,10839,311667,78548496,2225,21728553,180,11278504,132,535,235,111587869,21169725,20927000,0,35291210
