file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1070657.exe,13600121,2716393313,1506021422,5763632,138345,1001223,162471,428231,804309512,432844,805002870,426285,8269099,35889859,2570096317,189384,2721533465,88454,1514850608,2083,24569,17871,8176024091,722970412,710442000,12007000,796995404
1096416.exe,13234345,2321039158,305337675,3988820,127191,554271,858215,1157726,211341018,259780,208697640,259034,8416362,33740173,1640616288,205268,2337179803,28691,306284035,2087,10905,4265,5084002127,443165607,437847000,4998000,457545281
1293444.exe,7104595,3015208066,1402914436,5393339,46485,779517,231428,290542,810844356,421726,810379242,410644,1038308,22427024,2532277737,65548,3028516097,5836,1413414028,1105,15996,8548,8483693293,684674415,681357000,3001000,699120372
1458177.exe,13298502,1821308397,1009239755,4012784,137453,583668,519237,680591,500129791,331233,503791988,317250,8894753,35010395,1813103541,164514,1828376701,83539,1016139219,2093,10799,5603,6102135083,492004385,489684000,2002000,506433572
1562200.exe,13127177,512199125,204152205,2046898,101744,383909,892319,1630074,303506070,138726,303536502,148935,8269776,30553387,767087703,214309,514380038,2666,207521954,2087,4565,1869,2589855762,207768689,202341000,5008000,222148412
1623325.exe,30561402,6718374964,4238506171,22657664,283262,2615381,6937873,7954202,2111640139,1619803,2112051001,1609174,29735633,80902078,8414488410,556736,6668680174,1769037,4203957494,99787,156652,581212,20537045790,2269065774,2108150000,159935000,2283276560
1626177.exe,6928549,3305022027,303943529,4631120,30520,639583,34598,209854,205573485,352494,204751679,344765,296046,20309361,1990446690,53515,3323708645,4640,304187876,1105,13265,5959,6459478741,536755404,534399000,2001000,550915999
1628906.exe,13554362,3121864324,1508482307,5865195,137306,904080,537941,776983,799540291,439896,804487816,447204,8572336,37559993,2748281283,162417,3135830568,102731,1515080345,2081,18736,9059,8798213425,743630361,738225000,5001000,758079634
1759010.exe,6751422,1919297071,303458267,3217312,31958,581045,55784,145741,204937208,209449,204811473,208908,427850,17476273,1309017281,33465,1930913919,3059,306017060,1112,8735,3949,4170295793,353750109,352457000,1001000,368041188
2014050.exe,13893649,3815022082,2206606507,7747743,155970,1275234,558386,838305,1302811652,586433,1307703641,581141,9106492,40576523,3737364924,280789,3834041600,9097,2214846929,2083,23682,9940,11486961043,1007558243,1004890000,1999000,1022048743
2134955.exe,29912058,6694281099,4223146638,19225174,231321,2113420,6938224,7942049,2109401855,1575826,2109371487,1583314,28819471,80598799,8383183669,558385,6664816104,1809245,4205002245,99783,312666,468070,20502268903,2262641665,2115408000,146958000,2276928880
2199340.exe,7376765,110414404,27198140,576750,12774,234082,151999,35700,28760917,37939,28924841,34476,301487,15435670,113911057,5433,120571880,266,31735232,2088,665,309,415035972,30859103,27637000,2961000,45134263
2230392.exe,6659521,909702650,203001430,2326246,24235,392606,260608,367125,104532197,181574,103892865,174865,766862,17249217,1000226658,26548,917628859,2449,204750738,2079,5856,2560,3267815327,269946299,266634000,3007000,284397509
