file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1009412.exe,1090505,208612372,119239057,1336970,27852,140474,505279,559985,72217941,77225,71386877,72995,1557788,3231736,265009180,31319,156999331,27410,122183127,4857,12119,24926,651226875,77672113,69179000,7906000,146984174
1055671.exe,1566557,394550631,267981534,2451387,45381,208361,203478,283171,230351092,406319,232025950,388490,721703,3361922,578983719,33013,400845387,45312,262904030,5599,24494,61149,1216584071,160064199,146782000,12980000,174367063
1064013.exe,1384170,331778988,201699640,1517376,39104,170884,334564,598395,149307967,328516,156210714,341442,1386127,3601733,430763697,37240,312202297,32665,198293624,5277,11741,34611,1029953796,117592909,109271000,8019000,131821009
1163493.exe,1497145,334353146,217095358,2447017,35445,188620,327519,406014,198539049,378586,196555235,375859,1295605,4085451,491774180,46524,351413054,30862,224423712,6057,12035,53413,1031040756,132588452,117265000,15033000,146967426
1449114.exe,1486012,353298692,220948315,2709323,50999,219527,148874,246136,207533483,312798,209731821,321008,436021,2767993,502302526,17542,376496440,13429,237089657,5012,9313,43347,1107410468,136143386,121754000,13971000,150564340
1472098.exe,1557658,256586743,184328069,2120583,44444,197007,335890,464858,157002195,104929,161760562,97850,574875,2465600,425462187,23824,293929527,23884,195467254,5280,14525,42183,849365450,115359782,106052000,9004000,129657671
1488692.exe,1345919,136237725,91841684,1699274,34960,139016,489301,347352,107614207,61706,112014505,58743,360590,1746936,245482707,12527,183622138,18637,103286566,5049,9384,38539,501313912,66381673,53058000,13014000,80801283
1523561.exe,2802807,207897415,136220744,3896127,26504,134143,447691,527404,121124608,90255,123732431,88466,1509687,3743495,378847645,54300,227281338,43373,135980493,9934,100917,65576,675492735,102552670,85192000,17038000,116877598
1581847.exe,1487478,127448144,78020442,2160680,42598,139989,71822,147413,103684121,47765,108451756,51023,336014,1862835,235810899,12544,169471109,16307,94229645,4659,7553,41931,443608030,63367555,55025000,8003000,77504545
1677942.exe,405243,289238071,164195810,1606868,22490,128891,780467,693685,141331943,293268,147294421,291270,1714100,4130175,371434162,28361,279656369,10136,167562889,4652,9972,20151,920237887,100142967,90720000,9072000,114597206
1696369.exe,1169147,261428925,170476426,1610645,25526,147134,769710,680076,123189440,94398,125461977,89361,1917146,4219028,374656214,37707,240675683,22418,171676319,5636,21105,19716,841331615,101181434,86891000,13982000,115488562
