file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1103772.exe,9027070,575752370,414724522,5796444,1306049,3015713,1088653,1646174,318478262,1031501,320567898,1028928,7999550,20171774,1304360846,797769,591195979,110138,419686904,14978,57740,97621,1834967219,382017827,343501000,38055000,447194901
1155269.exe,8531644,597341024,374919601,4373536,1305333,3030674,973334,1473741,337860722,1097858,337697426,1122854,8144083,21282051,1173696367,869611,621976120,89634,391756725,9312,23008,64691,1814921039,316966751,297646000,18977000,331528072
1172017.exe,10186366,429856670,298701290,3921964,1884763,4560029,837787,1035827,257397130,1076291,261058497,1064535,10742324,24192460,1164187471,1082902,469312528,142896,315515492,13419,47921,108405,1407939841,314083364,292740000,20981000,328323987
1265468.exe,8709101,813956800,542257419,6707760,1233073,2788733,1139839,2200495,443790177,1334355,443581780,1311987,9737914,24886035,1547332747,817399,802958527,104240,544409971,14974,37042,142584,2520431339,416986335,385497000,31040000,431112392
1346726.exe,8509307,606735916,374807778,4551258,1714254,3724232,817313,931646,322571721,1049248,328172296,1026739,10263056,23086402,1200395781,1084167,617932341,90558,387344877,10285,30240,70362,1882343241,323787563,302429000,21029000,337996348
1482288.exe,8490370,416177813,290006416,3819368,1420192,2918458,854272,2031776,237681891,1091293,230987797,1109042,10369315,23435484,1068054073,929935,403802433,76245,286031974,8144,17359,60397,1287847973,288449617,276102000,12004000,302771522
1558669.exe,8702167,353757919,238631701,3447221,1445887,2756273,1240849,1948241,213787789,1000368,206080517,1052742,10370434,22880220,981410250,989983,351164811,139150,232330029,7556,19455,42034,1092816996,264057030,248614000,14976000,278676310
1881529.exe,7537533,606800598,377013792,4597853,1306573,3024917,992576,1707452,332369410,1292185,342416129,1283202,8060290,21387962,1201971983,739149,627823729,73829,390516744,9506,29143,58883,1876282146,325948603,309517000,16026000,340266829
1892033.exe,9330556,615462813,440495391,5849455,1301288,2970092,1381727,2301056,332879906,977027,335390093,966854,8817993,22386453,1373414782,817118,618322657,102874,440407881,16736,38643,59058,1987079197,370482049,343010000,27000000,384720958
1992578.exe,7069930,312311437,210462049,3179169,1275749,2995550,661676,1722570,217591240,818263,219576274,822158,6581351,19121839,842393817,816068,363142223,75596,225621307,7557,15348,52713,1021463368,228252313,212814000,14986000,242439533
1997898.exe,7214422,320765937,203290849,4242466,1606891,3754295,589181,857679,191222335,1000254,198377626,1001573,7918970,20925472,872019747,857758,366871329,52822,227539739,7319,22741,99620,1115658661,234981680,226631000,7987000,249153100
2040953.exe,8457313,579430025,361692036,4277040,1537043,3424590,1037813,1396467,337660504,1396319,341833921,1426261,8566311,20358580,1188067208,1042397,617452580,166673,380714512,9505,39844,59495,1788410673,320268066,301900000,17994000,334612489
2079377.exe,7862571,373866726,245463780,3468392,1403249,2830782,629006,1431584,195667654,1130395,196426722,1120608,9932865,23313358,965248309,935085,361624111,59388,241927710,7166,17500,50972,1189185733,260958956,248547000,12026000,275360277
2396518.exe,13265288,623425205,434853172,6662572,2245607,4543481,2090941,2618440,354193458,1120078,353448105,1123170,16144700,32256743,1546953396,1769308,610852330,491838,423728494,16278,28769,96060,1952847837,417179942,396761000,19987000,431840223
2417063.exe,8366344,671902658,496469282,8166035,1308393,2801951,1348602,1770203,366911759,1239395,368579455,1253994,10429404,25590538,1535608326,896967,666371348,106592,494234348,17321,44296,122973,2201065019,414115395,388831000,24925000,428487358
2475670.exe,9741386,475973707,335130026,5230599,1507384,3415514,928986,1320419,286413696,1022176,278255466,1024413,10989206,25610032,1232355294,1335851,469821430,125872,320047711,12049,24708,80199,1488793500,333390455,302994000,29999000,347818240
2553709.exe,9906597,545508008,380459493,5853658,1921608,3872456,1716145,2734486,264964494,1167787,271156746,1205299,12354832,28278591,1359535964,1274428,546992847,222873,388245922,14590,39999,99780,1793773575,368646025,335238000,33023000,383214423
2677632.exe,9179116,1017838067,769494594,6298035,1525477,3161402,1262189,1968564,541350286,1100811,537226799,1149008,10065166,25723112,2048907859,1085636,1027135550,143671,771587637,10488,96666,96075,3087753821,552447546,529990000,21999000,566612120
2683511.exe,8547990,698994504,424117958,4160720,1709336,4331509,298996,1729133,373533198,1428973,376407358,1435309,9250716,27872621,1434236961,1178757,721509326,55282,442859916,3449,171873,26509,2148143758,386825859,379413000,6989000,401276795
2684432.exe,7354290,660081673,428120822,3474435,1395547,4003933,455958,640043,367095943,1014039,374016263,1023323,6238366,20285163,1317638870,1022697,668571678,20325,425165193,3453,44587,23649,1946946752,356166701,346830000,8995000,370656091
2736927.exe,7935936,335528268,218419863,3197653,1346628,3124774,889082,1624176,179462193,879131,191012708,848492,7620813,22039914,860234936,746101,379005225,85246,241681056,7361,26556,52658,1155912018,232736006,220295000,12016000,247133905
2918721.exe,7370428,662650894,429596853,3473441,1382276,3949534,481942,544239,374043569,1020374,377082749,1027988,6510647,20694586,1320369012,1033310,661149675,20220,422649413,3451,54932,25045,1956359428,355897948,349532000,5991000,370435817
2969923.exe,9194768,572637355,412638411,6124760,1251481,2729176,1405032,1905456,327365143,1051680,326790206,1076127,9026574,23463252,1315121589,769408,582942162,91291,410906728,15762,59923,112481,1802783482,356440154,329108000,27008000,370617320
3005234.exe,6911290,423229121,297757023,2933414,1361754,3925567,489940,547237,248192656,788722,251596286,799673,6276033,18750348,1083274263,989284,449348351,15584,300072721,3461,26549,27695,1280212222,291230968,286855000,3997000,305656136
3046173.exe,8001984,371821457,243296130,3502818,1396249,2833005,765329,2229224,181480196,934695,185681275,987603,10167914,23449551,963687802,868140,366760238,59529,249177239,7164,24091,38088,1185847633,260243508,241957000,16996000,274358526
