file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1051415.exe,427366317,937377514,7800930,977069,192377529,945150,2437,188652781,931004,292326301,2344208,155872179,1901573,1003373,113514,461353,220057,317094592,58233,169326514,32886,27488,8233,140283826,131737000,7984000,205084502
1384707.exe,188649773,351842190,6411535,761587,67108353,456063,2541,67134156,411924,91280301,2308188,48781303,816843,1177978,108877,362976,100511,111295352,14877,54363986,10070,8794,3417,51675872,40432000,10847000,66150088
1415787.exe,211708218,391035927,7188922,848103,74491139,512998,2598,70027292,518577,91825762,2885282,45999374,871524,1985608,257792,307026,93921,120227949,26122,59066089,12747,10902,3673,59073572,50839000,7821000,73764988
1455001.exe,186423772,334473108,6171412,849379,67583250,435323,1849,68261982,414962,94498705,2226149,50205923,773688,1081304,84669,353528,98892,106253578,20268,51751440,11168,9575,2969,50218437,45818000,3984000,64623378
1459579.exe,186978216,335490083,6160146,715097,66219476,438420,1746,68170835,415192,94764881,2262806,50799565,822653,1081296,58942,347583,97883,106639356,15737,51707057,10304,10884,3023,49482182,47087000,2003000,63932133
1537646.exe,231932462,381846687,10037844,1493343,83667632,598323,2867,78746573,650592,104992005,3355156,52888716,1186826,1787763,204615,364071,91939,98216198,93004,48667754,9733,9629,3954,63829168,56492000,6937000,78284616
1540819.exe,182862132,331499515,6174757,777819,67442510,431163,1843,67907197,410780,93837085,2229037,49925597,806104,1076149,77644,360915,103250,105729490,17558,50892257,10755,9826,2970,50171707,47805000,2034000,64804087
1559825.exe,182028558,332107450,6105583,818916,67376189,432634,1854,67821896,415116,93402295,2190786,50101795,772638,1024142,76709,362143,102373,106103809,17230,51342827,10467,7270,1980,49969341,46579000,2973000,64377683
1982367.exe,625897595,443087527,23912329,4428974,98225220,4562718,3045,99425100,4485591,136561395,10100398,59213921,2005303,5260609,948172,573736,296625,134397112,663144,57735330,79938,23411,12538,170080404,163710000,5989000,184896354
2155531.exe,182189165,332136825,6095033,770151,68286615,429438,1893,69038230,414685,94668826,2231013,50084082,730311,1054599,79154,352700,101777,104901585,19196,50647783,10958,8612,2846,50072013,47758000,1989000,64449603
