nome,slopes,lincoeff
1071,0.011854568585466171,0
1082,0.009516122487977383,0
1084,0.012366850271641423,0
1091,0.011005731566042648,0
1131,0.01090757400793464,0
1132,0.01114981816490456,0
1140,0.011620385421494494,0
1158,0.012100298434378088,0
1190,0.011857604706157392,0
1192,0.012125546720350966,0
1195,0.011969487035740745,0
1197,0.01265115295369917,0
1619,0.011141706712870778,0
1621,0.01229554571638136,0
1628,0.01074594370511426,0
1632,0.012150527943784638,0
1634,0.011949647506232253,0
1635,0.00989290675125564,0
1636,0.01160460673404788,0
1639,0.012217894688952017,0
1640,0.012062759799505413,0
1642,0.010901377674736245,0
1643,0.012628225262104513,0
1666,0.012227436219874039,0
1667,0.012795348715569583,0
1668,0.012475729692122002,0
1669,0.012313454509235967,0
1671,0.012542249021211906,0
1672,0.01229901071006454,0
1674,0.011187643296532546,0
2166,0.01205202041668626,0
2185,0.0111241353671303,0
