nome,slopes
1071,0.020954034337625382
1082,0.01946976360723915
1084,0.0205967877155528
1091,0.020904329341914652
1131,0.020241941082743034
1132,0.02059939242957706
1140,0.021151832361387395
1158,0.022578413708330608
1190,0.02193607830510807
1192,0.020278385907717505
1195,0.020822066430462107
1197,0.021615766430318012
1619,0.02066221247931548
1621,0.020274465706381875
1628,0.0202552278967957
1632,0.02066531573150345
1634,0.020801180556051083
1635,0.02018992430533559
1636,0.02178600547948921
1639,0.022228789870977716
1640,0.020100110700594274
1642,0.020368590813596647
1643,0.01976730111198981
1666,0.02041249444536932
1667,0.020709198873449398
1668,0.020237923380520596
1669,0.02054946682283275
1671,0.02127824019715412
1672,0.021616578569893644
1674,0.020785652205342998
2166,0.022134255254447933
2185,0.02111402371188893
