nome,slopes
1071,0.011594181637388562
1082,0.009206710793958644
1084,0.012095643239111825
1091,0.010962379974893572
1131,0.01097975020740172
1132,0.011061448915639932
1140,0.011131283938895507
1158,0.011821690996960734
1190,0.011906811799624701
1192,0.012218758951301376
1195,0.011986189914602012
1197,0.013258080253731368
1619,0.011430078935271537
1621,0.012238209545153903
1628,0.0106530036996268
1632,0.011911699934814241
1634,0.011743004458171374
1635,0.009656826826308886
1636,0.011563330814397999
1639,0.01217696119905823
1640,0.011698819291847705
1642,0.010846293082351834
1643,0.012775672853992415
1666,0.01183300513293189
1667,0.012297073762085985
1668,0.011802039167452032
1669,0.012453318328244239
1671,0.012506380226541491
1672,0.01244465527203318
1674,0.011526215471992746
2166,0.01204699768157374
2185,0.011027747304272096
