nome,slopes
1071,0.011720806896034735
1082,0.009595964060394495
1084,0.012378499016025703
1091,0.011280758637753676
1131,0.011225561179694652
1132,0.011333459659649846
1140,0.01136423988720885
1158,0.012083574175300746
1190,0.012108189796883578
1192,0.012432836945523482
1195,0.012216015780398952
1197,0.01339859072893641
1619,0.01162876479564763
1621,0.012332067582056598
1628,0.010903809694613784
1632,0.012041500754816628
1634,0.011919397761462912
1635,0.00983022395428733
1636,0.011593790925814003
1639,0.012311188830496037
1640,0.011889632907814274
1642,0.011091184989284108
1643,0.012906111843657494
1666,0.011951977586460983
1667,0.012544594514016476
1668,0.012223935326811599
1669,0.012596153928371477
1671,0.012684729897336893
1672,0.012503743667297573
1674,0.011638511184562746
2166,0.012129488804191424
2185,0.011191134200220951
