file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1103772.exe,269972159,586436583,1078833,333524,116696087,412917,3703,114961832,469471,155929558,1710680,89896308,707319,278881,<not supported>,253559,<not supported>,175310263,74055,93995719,18857,68,60083,85006693,73355000,11053000,133102367
1172017.exe,287427141,599848696,1465519,541431,112398400,244889,9090,109832378,242008,142322749,3551153,80597618,664382,1219739,<not supported>,715449,<not supported>,153345215,262925,94796640,57035,35,36147,87855323,71367000,16082000,110205752
1265468.exe,710391091,1263352874,2855963,548832,254842274,1467615,5248,252217528,1337681,370023177,2291213,210023509,2523872,1178757,<not supported>,427182,<not supported>,392779929,288165,218161813,42197,39791,249189,166205530,157935000,7996000,186879692
145020.exe,248723669,518912180,1114459,359253,105188416,228691,5183,104331034,221452,145721606,1225587,83155792,582732,1078295,<not supported>,363825,<not supported>,147658204,96876,76770951,19796,133,27473,73731718,60286000,13061000,95220341
1482288.exe,239897809,510290547,1054592,305895,102364788,232585,3562,101852853,239833,146432085,1004590,83858155,555012,548247,<not supported>,220966,<not supported>,154637079,77337,77493930,14769,117,17458,73407629,68191000,4941000,94365551
1881529.exe,924484539,1350689944,5696033,2642245,265143464,1441401,18913,266891390,1416870,409011888,6611319,242150450,2517309,3355844,<not supported>,1173751,<not supported>,437675272,1114072,243240710,116317,27733,418792,162934801,150871000,9991000,184025564
1892033.exe,284520464,610225957,1319959,394100,120207401,416036,5465,118003232,458263,153534844,2134013,92723694,678352,301785,<not supported>,460935,<not supported>,175789590,126496,97393192,21773,189,70228,85572131,75285000,10038000,107176873
1997898.exe,230728150,532252277,685813,241437,101455899,217304,3432,104659076,281094,145616303,1669384,77041704,619931,1104814,<not supported>,231900,<not supported>,142534730,92193,77595320,14994,22,15423,68029734,58738000,8960000,89737596
2079377.exe,246384279,460949797,1215187,313021,96386278,235610,3425,98764968,236761,147614849,860236,82421057,559649,304076,<not supported>,192410,<not supported>,155838767,79280,75619493,21720,122,21406,73842100,66557000,6953000,95139864
2209419.exe,345924483,625208657,1974683,696620,131832511,369251,8314,131615292,352131,180955447,4090048,106699923,847479,332397,<not supported>,768294,<not supported>,193123460,253540,104199249,48857,68,43939,105335579,89863000,15145000,127453824
2396518.exe,336060083,695574818,1697627,604206,134745918,277304,7913,131306937,278438,170368748,2306380,108334061,823646,1361132,<not supported>,877049,<not supported>,195917497,121992,108387035,40356,12,34823,101019629,79717000,20925000,122512243
