file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1149166.exe,100722241,190075868,503411,127560,42541240,134188,523,44587200,197909,61459777,594334,26634269,243712,216997,<not supported>,61383,<not supported>,53515200,14631,24141000,3426,84,6622,35563385,29091000,5818000,82699880
1659823.exe,214709930,303297745,1198124,415147,67425373,963855,2479,68997127,999136,95326995,4254730,40976510,599729,449695,<not supported>,231592,<not supported>,109784708,253576,40317468,17516,4339,22280,64461532,62049000,2001000,86110867
1716934.exe,216771925,330749322,1181691,349540,74199218,1004542,2478,72255906,984333,91273174,3134371,38580229,590534,531168,<not supported>,209913,<not supported>,104178768,132045,41205760,19459,100,19572,68296112,62936000,4994000,88954178
1793587.exe,225775304,334273970,1208621,360495,71687004,1003282,2478,69518246,969371,90958036,2377132,38368281,566588,521710,<not supported>,206218,<not supported>,103840934,277152,41065599,18828,2,18921,68185213,53895000,13972000,88662359
1950459.exe,302515266,658823358,615239,134986,139434363,754792,519,137201796,1083795,204237812,796363,108088524,301864,175366,<not supported>,41499,<not supported>,209692235,26396,115458855,4078,147,9604,92514363,89157000,3005000,114248756
1995279.exe,97063911,219198213,454255,170298,42774979,406428,916,40014962,745118,51608885,706759,20778714,113717,129862,<not supported>,17531,<not supported>,54347619,14405,24527487,2705,157,6179,32470689,29084000,3008000,53933661
2012602.exe,317312195,663975789,722480,132572,139939789,743435,1035,139254059,1048851,210239526,815141,108604066,473033,186588,<not supported>,90001,<not supported>,209365903,48574,114644438,12084,142,16115,92416795,86059000,6004000,113658380
2099466.exe,303254612,648535541,660507,129405,132616605,1133204,517,130174438,1520372,195899751,591570,103268904,320715,148373,<not supported>,37108,<not supported>,215644508,25086,118570090,3247,5,6890,89023988,86729000,1993000,110624089
2230190.exe,1421814887,1035055263,10751052,6237926,221654203,3480669,29644,222640707,3493429,301835336,25622914,160020749,4594694,9618009,<not supported>,2027239,<not supported>,301227284,2149005,154786190,215228,34460,633371,286915974,262067000,23005000,308446086
232374.exe,105930229,203455440,546751,123483,50686606,312524,1042,50132143,569537,62503722,675407,25849198,201594,126252,<not supported>,52804,<not supported>,53784435,25350,25826969,8336,129,10746,35419074,31132000,4017000,56790415
2353585.exe,492562704,481890628,3282798,1651870,108666518,3106252,6774,111064787,3550724,142089460,7473368,65264647,1222674,2016584,<not supported>,556817,<not supported>,143211752,606412,63115625,41601,376,94526,146357884,127984000,17997000,166871600
2430690.exe,732400691,933728397,3315936,1339256,210751225,3500470,6379,209603554,3428894,307321356,11065974,148754159,1773739,2054305,<not supported>,556703,<not supported>,296816965,748240,145611443,43926,8206,55335,218049593,203667000,13977000,239491789
2545079.exe,850983301,767508510,4935724,2417166,172629972,4852366,10485,175854357,4732707,220609965,19012679,103143159,1962138,3557793,<not supported>,874487,<not supported>,228425539,1389484,100298245,107887,3153,95467,250560950,224135000,26015000,271440418
2745668.exe,328458403,632541675,878529,192807,138184189,385343,1939,140340641,507778,224345751,1024096,117367261,547670,850333,<not supported>,139581,<not supported>,207268637,50628,110513679,16637,133,17837,95521952,88073000,7005000,116683301
2764661.exe,308987838,653156159,695053,143395,141042108,609318,552,138952557,929281,209546840,770233,109549724,351826,186383,<not supported>,38995,<not supported>,204831343,29397,112586954,4268,632,9052,94158450,91880000,1997000,114656527
279056.exe,115899645,247603827,469456,107360,54589519,534618,523,50785049,892528,63251806,724681,26886842,180343,145625,<not supported>,36225,<not supported>,57405155,13837,22131401,3233,219,7926,37123976,34788000,1987000,59068691
2939537.exe,96368711,201372222,370385,71971,40309558,1065062,524,37796111,1332188,45570072,384040,21145103,198536,112974,<not supported>,43299,<not supported>,64173872,26756,30360982,3985,0,6363,28690642,27303000,975000,51286727
3043260.exe,586404713,871281472,2478738,906804,191446645,2578623,4815,196957990,2574824,292498268,5194452,148447612,1369254,1485840,<not supported>,398704,<not supported>,283350211,557384,142894130,36148,833,39074,172430985,160257000,11944000,194383194
3162106.exe,307531555,644444511,734305,112567,134097383,826043,994,132648658,1210529,205229308,583615,105796203,472413,192566,<not supported>,91401,<not supported>,212892258,43893,115834126,12546,345,13087,90266101,84844000,4990000,111671970
3323395.exe,340044695,598020275,689307,138329,132063201,1226584,520,132850361,903297,212670724,459639,122694306,339247,183623,<not supported>,39742,<not supported>,226278599,22479,114681294,3639,885,7825,102454238,100196000,2003000,123568415
3439954.exe,99345402,223158164,460166,108976,43322102,881880,524,41887196,1075315,45771542,536408,24078305,134967,123039,<not supported>,16596,<not supported>,65288565,15209,31221694,2208,0,3134,30660287,27296000,2924000,52413729
3449984.exe,108465313,206458952,541369,117291,46790018,125627,1042,47837514,427467,61927334,651958,26539191,222394,157553,<not supported>,59905,<not supported>,52528966,23417,25937374,5801,130,11023,34354467,30981000,2998000,55883709
346612.exe,444198639,781784038,1645050,372198,161393059,1222788,2897,158846912,1224508,245163881,2302590,124109127,943511,758642,<not supported>,246063,<not supported>,256230720,241953,130831160,21081,2083,28404,131163578,123787000,6987000,152998653
3565465.exe,420875250,771584170,1229123,406682,163313020,1163558,2667,160448169,1288914,244841895,2453697,125774822,662118,458252,<not supported>,243648,<not supported>,263595556,331115,131596384,20475,4691,30651,125515326,123072000,2001000,146824771
3729533.exe,109115202,207124410,422940,99311,43721316,122657,917,45025780,372599,57339607,1024705,25972040,146081,642429,<not supported>,17050,<not supported>,55561409,13344,25565268,2401,115,4786,34798176,30273000,4036000,56597884
3732533.exe,110121760,211295385,685846,182987,48051491,336299,1945,49315675,642527,61808007,1310459,26194450,212673,477693,<not supported>,102856,<not supported>,56703330,43494,28017154,18866,135,16908,33947155,26602000,6897000,55590585
3765927.exe,404979604,465649156,2592724,1112141,102965433,2173460,7259,103488399,2290426,134618904,6404281,62184835,1029544,1208779,<not supported>,568918,<not supported>,139408156,580669,60445790,48864,930,49696,118986833,104742000,13965000,140290845
3822578.exe,96653875,219722440,446421,118746,47046509,397289,527,45166762,690508,53663138,656034,23850586,108172,113569,<not supported>,15770,<not supported>,54938205,13171,26658808,2095,120,5366,33458548,32024000,1033000,55261751
3883933.exe,432631445,784244511,1460848,336906,164794440,1332086,2473,161786035,1306402,241574820,2681014,122931899,908429,680436,<not supported>,220070,<not supported>,258094436,238000,132729381,20550,62,25962,129584479,124161000,5006000,150618915
3950735.exe,140838687,264502622,590908,164207,57948413,232787,1943,58257070,573051,70581433,1334551,31831996,265385,855817,<not supported>,122610,<not supported>,64579482,43730,28535558,16917,248,12098,39869201,35539000,3948000,61332862
