file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
174258.exe,643004047,853099086,1551852,262584,178818716,17053601,4202,176370714,17131375,121506972,2428857,44044652,722021,364939,<not supported>,250971,<not supported>,121748893,132994,50673455,31997,79,31806,196527899,187973000,7956000,247588367
1787832.exe,746897914,907331565,2546769,773707,212966327,16254180,8300,209767196,17075033,128616544,9821233,50065054,853241,2721617,<not supported>,467172,<not supported>,124427292,822818,52250739,42832,68,113073,222782604,208330000,14022000,244465796
1821852.exe,616899646,522789823,923205,117236,124105152,13419098,139,123696501,13384918,88148655,337207,23663779,574730,159349,<not supported>,64695,<not supported>,86631059,103085,23117526,5313,7,8459,185723497,183323000,2003000,206718367
1898852.exe,64581477,87382572,284965,41267,13054649,158647,135,13024330,160603,28230425,104918,17165093,70436,17496,<not supported>,7341,<not supported>,32096743,2747,17178761,568,0,2305,19627878,19428000,0,40410368
2048785.exe,673617211,563238295,1022062,123080,130695197,13281668,132,130203377,13298754,86694531,365387,25480518,590671,158118,<not supported>,69463,<not supported>,86278560,101302,25664390,5714,0,18241,200589284,199216000,1001000,221635781
2110174.exe,714729363,831699091,3547007,633257,180434881,16521639,6283,180977619,16360545,95717149,12400101,37284014,842596,2005260,<not supported>,619312,<not supported>,92330399,1249298,30007985,31215,148,23977,211054932,198628000,12038000,232606682
2271051.exe,629634691,487075261,909543,120011,124135516,13235010,135,124129795,13267238,85632531,348820,21925239,578147,156246,<not supported>,66205,<not supported>,84489495,83704,21415038,5423,137,9257,187091135,185642000,1003000,209042373
2381283.exe,867374996,1068079113,2967121,891004,244114870,17756422,8301,244000644,18079089,149741275,15550695,56790797,996481,1598903,<not supported>,602706,<not supported>,156826490,2592795,55077068,60710,121,41960,255878733,240435000,15027000,277371376
2447635.exe,691689296,886537501,2822148,575096,185364987,14575790,8363,183832826,14806688,118573882,9538352,37801584,970899,2543020,<not supported>,640743,<not supported>,116020861,770174,41650838,66983,5,38097,205220576,193799000,10988000,225944935
2460677.exe,639983733,488222339,1023928,140530,123514176,13203474,135,123241655,13252977,85525091,339367,21892886,614664,168399,<not supported>,69870,<not supported>,84690907,97875,22205272,5907,297,9825,189470214,188147000,1000000,210648354
2671073.exe,372274358,619879036,1073107,169658,163281541,4336113,2182,163383002,3988035,85146246,2064491,29878213,450988,640918,<not supported>,264464,<not supported>,86037209,98558,22151742,10297,57,5183,108912128,104544000,3982000,130363202
2671088.exe,358273777,633743638,1553447,394846,160768809,3849957,4229,158372871,3913218,82948177,2745986,34744446,489833,676526,<not supported>,514247,<not supported>,86885027,168038,23096494,28614,222,6649,108523760,99208000,8928000,130481721
2675921.exe,783463223,997150281,2370689,647504,245171891,17555200,8301,250125101,17803918,125314359,11913779,48494119,937080,3010004,<not supported>,580277,<not supported>,136135564,1304004,61120221,115098,7,62270,228489127,220136000,8004000,250653170
2675933.exe,783692611,977582996,2695806,738440,238476264,17614190,8299,243447741,17435228,127580151,13212867,44608710,928140,2674531,<not supported>,486346,<not supported>,134481250,1363836,53274969,81711,115,56571,231564022,224248000,7007000,252360080
