file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1172589.exe,645648590,1244565513,1284652,229266,267724831,3199849,908,266078252,3147274,423296243,1132812,223986262,922781,337511,<not supported>,161744,<not supported>,418758008,52138,216496929,8007,84,17094,194889106,189215000,5005000,241637912
126726.exe,627065224,1265853145,1204098,185387,262595426,4164406,1002,259260195,4386662,406954403,815128,215536927,809725,332958,<not supported>,129407,<not supported>,434265563,66239,229991568,15399,33,18307,187052595,184785000,1997000,207902706
1342186.exe,531244209,519092812,5522684,963516,117835809,3867423,2869,118774223,4440228,166702257,7049904,59974916,788614,4130631,<not supported>,287107,<not supported>,161161804,1652556,59178219,57397,5809,39145,158544315,153262000,5008000,180218413
1374738.exe,213366893,347069277,545468,125227,71534472,3831706,523,71507170,3743208,100089488,593615,49258201,235759,203550,<not supported>,28089,<not supported>,128438286,17413,51225130,2607,0,5580,63606616,60169000,3008000,83648343
1690595.exe,260257485,421505759,639455,123024,103169478,2980332,522,107851554,2763097,107742191,553971,70392865,413662,216532,<not supported>,59870,<not supported>,105965607,31065,59324791,5230,51,11838,76997814,73520000,3021000,97943245
1825983.exe,636036568,1268770776,1059221,194084,267191402,3592467,518,262312285,4009938,409880802,784052,212561636,674630,307585,<not supported>,78206,<not supported>,419762619,44203,224545446,10054,17,14142,189504884,188057000,1000000,210010800
1883504.exe,633875396,1264561794,1342000,238441,266666984,3578635,1905,262640824,3998724,413710490,1174122,216800334,944464,394609,<not supported>,184177,<not supported>,423774342,82486,228447182,24702,68,25755,189519944,185109000,4002000,211882846
201747.exe,622279814,1230663109,1155595,154647,257251661,4456070,1000,257104018,4456357,406851624,821015,225024278,816228,345274,<not supported>,149332,<not supported>,438043527,69209,230262003,15344,86,21592,183989828,180705000,2995000,205471795
2024997.exe,223283837,407249428,669807,180270,77574156,3493094,1359,75774256,3770466,100470066,1274842,43649824,652729,341320,<not supported>,98607,<not supported>,121735942,74140,50610363,3299,8,6247,68384848,63893000,3993000,94637233
2094555.exe,226549820,399314132,695811,127120,88420837,3170868,1432,80966687,3376587,106156779,1051603,42746016,466718,255198,<not supported>,130300,<not supported>,110571637,39776,48792779,7958,14,11460,69862052,62581000,6953000,90792565
2131253.exe,369465965,582639681,982222,171131,119706781,4873875,2333,117285471,4603111,108939401,1352271,66042809,691493,430396,<not supported>,216975,<not supported>,120756976,88604,76818622,16845,86,23055,110690799,107298000,3008000,132297763
229437.exe,623303326,1239934746,1050095,186221,267009113,3534097,521,263290502,3514621,416152528,756281,219329411,649431,300921,<not supported>,70647,<not supported>,423473462,51581,220228923,9172,25,15669,185604024,179169000,5972000,206962456
230403.exe,627343128,1236713684,1040697,213250,255715241,4465833,957,255449281,4474697,403026514,1132823,221751765,711726,314866,<not supported>,73243,<not supported>,439398207,39395,229694372,7209,22,13033,183620248,177370000,6012000,204163247
2616722.exe,628834135,1220345171,1018851,194036,255743973,4409451,518,255899326,4248005,408442868,741602,225052222,596768,274024,<not supported>,68934,<not supported>,439870935,42554,229367901,6801,455,15178,183063858,179644000,3010000,203175445
2642820.exe,222507908,381644197,568017,156511,71785668,3773297,915,70156454,3720949,94061347,1009427,44534836,263099,225191,<not supported>,31526,<not supported>,127628050,17471,51302110,3372,155,5932,65266489,60925000,3995000,85531150
2657371.exe,228134670,378348457,653861,118179,81428769,3168909,784,84929347,3128891,116853823,597856,46510383,327982,220069,<not supported>,56690,<not supported>,121089825,30866,46543134,5745,129,12175,70400212,64012000,6001000,91776777
2923923.exe,215219527,389875034,580347,143036,77465379,3436952,913,75742366,3469041,98471765,1052322,41357942,362822,229167,<not supported>,33509,<not supported>,122951281,18479,49957002,3201,0,4950,66604684,63188000,3008000,87073599
2946862.exe,213887659,355356487,528883,115720,74016593,3660467,523,73961424,3650913,98597366,624601,48447044,321358,192416,<not supported>,55855,<not supported>,125058975,23717,50254315,4881,0,7733,62620786,58052000,4003000,84860685
2961600.exe,223507377,374721348,671253,193081,83051362,3057292,915,82184059,3315216,105837124,958874,43101647,265492,216238,<not supported>,34110,<not supported>,113913457,23835,46194609,9358,186,9772,68690800,66476000,1984000,89205218
3025699.exe,645491898,1290104184,1210800,300723,261861092,4197252,1299,261914612,4267718,403749313,1552891,212720105,666941,335559,<not supported>,79906,<not supported>,435308017,49220,229999753,8478,94,13946,190382420,185058000,5001000,211356249
3098869.exe,627759777,1239196288,1097168,213139,256811884,4328156,908,256031602,4333681,401938769,1219065,218992683,709366,320217,<not supported>,74701,<not supported>,438914404,39635,229397857,6907,32,13955,184650679,180278000,4006000,206317369
338328.exe,627144374,1256515397,990671,163008,262562353,4035072,521,258748690,4200792,403021962,799438,212617940,725495,295993,<not supported>,74477,<not supported>,433595747,42274,228427782,6560,54,13751,186071905,179674000,5989000,208673959
3457445.exe,231147016,424985795,545263,132386,84807511,3396275,525,82458298,3639767,111771934,623892,45533102,247203,193561,<not supported>,31300,<not supported>,130558783,22185,54417321,2606,0,5914,67456431,64134000,3006000,88397922
3461403.exe,626582916,1250776920,1075191,164553,265369769,3918508,519,261758817,4201262,406405276,785150,214335923,801551,306855,<not supported>,100703,<not supported>,427344959,50212,227021309,8424,5,14682,187131078,183684000,3011000,208746460
3515653.exe,626297472,1237283846,1070434,181019,257879890,4212656,518,257890659,4210119,404521953,818790,219383523,689636,301607,<not supported>,73499,<not supported>,437337596,42541,228279139,8431,324,13826,183989749,181630000,1995000,207212758
3605312.exe,950845490,1408197107,6476514,1053093,301809154,5592798,2862,298656740,6049404,456378338,8188244,234471789,1523675,4872653,<not supported>,319360,<not supported>,468773071,1915333,244045079,54367,58020,39301,279083679,276722000,1997000,301104522
3632999.exe,627735617,1268416453,1025998,182593,260272930,4281039,520,256137108,4398533,401270732,808170,215075950,661989,305679,<not supported>,73503,<not supported>,436881279,43666,229970207,6896,164,14553,186041671,178717000,6988000,206457631
3698143.exe,219826057,399663844,561518,134944,81723652,3272050,524,77883688,3485705,100819462,641297,40700400,281096,190300,<not supported>,31441,<not supported>,111630261,22910,48513412,2700,0,6130,68741186,65345000,3015000,89517662
3703754.exe,3101011781,6282627478,30585893,498011,967725173,5538061,541,966297402,5924954,1600613850,157100277,1293553049,3169115,35312245,<not supported>,371143,<not supported>,1623422440,141671,1313180842,30070,244,52761,912913508,911578000,1000000,932534713
