file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1009412.exe,217267722,328215842,2010615,584436,52466938,597128,2311,49338969,616528,69550130,2809188,47163132,461753,1299829,<not supported>,170523,<not supported>,118927252,317853,63270357,28289,8,9853,65016403,58262000,6132000,114197367
1054386.exe,220148491,375316403,1798979,627158,58697254,613140,3019,52065951,635609,68907144,3044736,35763194,426538,1811064,<not supported>,152267,<not supported>,98808921,509284,60722642,27955,0,31039,67894442,58567000,8934000,89865795
1055671.exe,619617658,801267869,5050061,1592939,148530279,1360529,4665,149455902,1363691,223432228,4532378,129351813,2533111,2756669,<not supported>,377396,<not supported>,242126329,1225332,136187700,132328,29605,102556,137606676,131309000,6014000,158489640
1064013.exe,393278135,625431411,2468169,668691,128925591,870937,2631,126058987,847600,193534219,2624538,110617871,639916,1427477,<not supported>,165392,<not supported>,199314817,900563,104662801,37162,482,15982,117940436,111496000,6026000,139111916
1163493.exe,396208789,651827598,2264374,697860,122412775,854387,2632,121601962,853131,192576073,2546929,111304803,659142,1466277,<not supported>,361283,<not supported>,198731945,689589,109692534,122139,160,14516,115633163,111347000,4012000,136959683
1449114.exe,453209847,706285980,2983414,888492,141829856,805658,3113,136108588,772230,206491164,3523263,118718455,1032362,2256657,<not supported>,462050,<not supported>,218517874,1143877,121043367,108692,369,18406,135682570,131250000,4007000,158073450
1488692.exe,227796609,367904234,1812881,605316,60071245,600481,2894,55697097,611674,77202289,2824159,39469784,440289,1671874,<not supported>,393753,<not supported>,95125385,544840,57842775,120567,182,18078,68536161,61255000,6915000,88896574
1523561.exe,229003160,401108826,1707858,402349,69043712,562191,2316,59310578,595791,82583109,2858667,41372690,701671,1923017,<not supported>,374488,<not supported>,91505562,597954,54867024,34207,5,11974,68607995,64211000,4013000,90027965
1581847.exe,228361670,401990148,1709011,403745,69725984,538532,2503,61958608,586216,79131325,2701471,42677655,693480,1660598,<not supported>,653727,<not supported>,82215254,683126,51829235,77755,40,13862,69969421,58680000,10940000,92775597
1890375.exe,462910592,738712604,3201629,1210406,139307532,903251,12853,131914388,899016,196326025,4169138,119731392,799730,4293244,<not supported>,988874,<not supported>,212690745,783443,130575645,99083,288,95546,139647313,113260000,26059000,160949030
1930790.exe,376829137,643440593,2236322,628116,119587170,920350,2598,119772556,906477,187553429,2832117,105813896,608618,1891390,<not supported>,286470,<not supported>,199174185,631526,113210183,97070,217,23152,112322202,106004000,5944000,132585510
2014155.exe,319237012,444717205,2997499,1109491,80111529,565523,4251,73817316,532209,93958431,4039839,52112250,629000,2290108,<not supported>,500310,<not supported>,107987035,1157081,64679090,249202,105,19129,96344001,86019000,10002000,118114950
2082270.exe,354367308,581831452,2210811,630624,111160710,798209,2305,110793294,791822,181257820,2203935,109444428,641872,1092663,<not supported>,161245,<not supported>,220204294,413332,116152248,27024,51,13799,104272068,98867000,4993000,125819980
212989.exe,233836647,387983829,1765591,560800,68004000,560506,2630,60308256,559038,79759652,2634498,41148686,429567,1785610,<not supported>,318777,<not supported>,79741027,672153,49165374,106910,235,14692,71344439,61930000,8989000,93340224
2136822.exe,286164591,325382698,3258292,1248419,65649596,481655,3314,73639850,486512,108081645,3013486,71219868,572885,1768779,<not supported>,234133,<not supported>,125828707,910353,64251555,73591,13,15563,86991856,77438000,9051000,109106265
2209249.exe,221635808,380381327,1771484,520569,60515158,614875,2504,53543225,613260,70962945,2820730,35971384,424098,1767553,<not supported>,132014,<not supported>,99181924,518697,60353250,36585,211,21513,67137090,62666000,4042000,88833601
2218845.exe,387239405,647959612,2095386,640724,120069767,852155,2623,118182505,841127,186298392,2582827,104623570,608082,1659319,<not supported>,336908,<not supported>,197148668,734475,111960115,131491,821,21060,112984265,106665000,5981000,133685227
2288631.exe,306554122,362832655,3283924,1334838,64464979,502157,3509,67192651,509911,98862584,3617630,64940336,605326,2217736,<not supported>,213337,<not supported>,128614203,896954,73187255,182103,5,15363,89540734,83129000,6009000,110412240
2311858.exe,219446965,378478456,1734405,491981,59899627,606512,2310,52427798,601749,69576021,2777763,36329094,413276,1652120,<not supported>,177333,<not supported>,100231498,454932,60768487,37848,175,15762,66792632,61389000,5031000,88433513
2427666.exe,317646025,438862472,2753671,1079377,76579472,596519,3567,70236903,556494,91034259,3773276,53231628,588944,2173112,<not supported>,462553,<not supported>,111874025,1073289,66201479,256390,297,20632,94996754,84665000,9960000,115865934
2552501.exe,379809911,640714692,2191172,681340,120337775,861471,2625,120851854,840948,190006773,2566637,108858371,648878,1893243,<not supported>,165956,<not supported>,199438985,728773,111719463,120244,564,20210,113678715,108316000,4968000,135039421
2653264.exe,236779746,365546124,2142757,607009,66837605,585059,3314,63527819,611808,86499233,2959628,45472837,470629,1953074,<not supported>,396145,<not supported>,90218430,669617,53665917,134850,58,27244,69770427,64391000,5030000,91251903
2666073.exe,432259213,391039602,3997275,1401307,69546218,780526,4798,74107706,738354,112036825,4989230,75208682,798573,2938425,<not supported>,575396,<not supported>,142334020,1020201,80023824,180261,454,46443,128771333,121301000,7017000,150338575
2787179.exe,230997315,365301259,2012794,629122,59304995,543216,2506,56275242,598154,75465793,3048898,40386444,432889,1894549,<not supported>,139364,<not supported>,105182899,589835,60342091,43122,10,9917,67191886,63862000,2993000,87542904
301119.exe,217985680,376622565,1820047,525533,59475407,603597,2402,52442190,608648,68968121,2924960,36416087,423500,1698990,<not supported>,207739,<not supported>,100923813,510272,61005372,40342,5,16085,66665238,60332000,6033000,88434361
301392.exe,188646744,179356522,2491061,675230,41356481,542950,2309,47544002,544928,77795614,1744387,50131492,371000,1209056,<not supported>,178899,<not supported>,76160070,775222,36574637,133310,284,11499,58635804,49467000,8904000,79165717
306775.exe,357331989,635794170,2113473,594408,116544961,975483,2497,110044546,1022080,171648001,3068989,101358722,638379,1700843,<not supported>,131733,<not supported>,216770002,279833,125247193,25576,2228,29389,108999397,102603000,5976000,129876034
3068084.exe,235665566,418369766,1580334,361864,88559641,510063,2500,83102810,536731,87276411,2228607,58509188,506414,2030425,<not supported>,122010,<not supported>,75759789,888014,51989114,33734,346,13328,73390937,67022000,6002000,95059324
3075283.exe,246582232,394276188,1932896,469828,86850964,542075,2307,83805296,550432,88082483,2068946,62937031,444780,1556627,<not supported>,175990,<not supported>,80576989,824719,52164731,100353,247,13251,75517535,72194000,3008000,97471408
3088906.exe,308231100,426934719,2812213,1138724,74352617,533781,3567,68289518,514376,88687669,3735652,55325676,583497,2239332,<not supported>,258838,<not supported>,114738326,1007142,67192973,245190,301,21739,94257407,83909000,9989000,116907208
3356312.exe,333451304,382244823,3170842,1214935,83531228,595230,3958,83785459,597883,118437821,3574423,65563565,657935,2168002,<not supported>,564277,<not supported>,92573785,1444810,51801586,356843,7,19985,101149057,92679000,8059000,123720935
3403339.exe,229833385,384418552,1717432,526085,69725188,555850,2632,62278960,560196,82239781,2610702,42635866,429198,1905891,<not supported>,168372,<not supported>,77276378,813972,47562095,31036,84,13207,70841388,67469000,3021000,92169345
3562054.exe,291622632,362376676,2752903,1203631,63939248,530155,3318,66487339,527848,96434803,3488696,66164557,499890,1967976,<not supported>,278699,<not supported>,131396020,803004,71634514,154530,27,12351,88401703,80062000,8006000,110027786
3717985.exe,507548616,736122921,4066733,1477294,151579902,792917,9171,151574984,812894,226518420,3971977,128936138,890675,2357952,<not supported>,794811,<not supported>,223286734,1279035,136165339,114839,148,49782,152309760,132849000,18978000,173412381
