file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1086590.exe,495841464,1401276733,1145988,107767,199417338,208738,231,198876267,219131,296464536,6483523,102678360,487043,458931,<not supported>,57100,<not supported>,305330290,18964,103050300,4217,7,6525,146549377,144910000,999000,196569894
1251351.exe,1311613285,2240829482,13849131,5440796,314200486,651236,98336,311838192,668717,664215953,28310696,358166020,3632757,7916310,<not supported>,9313024,<not supported>,671008198,2210590,363809296,841087,5,428811,386136203,220248000,165186000,407590753
1573990.exe,1293607285,2301481232,14204460,5338685,313116877,663299,98333,310987338,647281,676596230,28489101,264208425,3374338,8679931,<not supported>,9798603,<not supported>,674204122,2239716,264617228,833037,369,479493,376807150,208138000,168111000,399062502
1678927.exe,500761589,1449031456,1093701,110256,213007845,233797,239,214803042,236922,366167310,6683506,90241015,471414,503752,<not supported>,56822,<not supported>,374246188,22071,93124535,4699,0,6613,149742204,147529000,1993000,170955933
1712113.exe,1089416931,1990359105,8308753,5361175,299753273,553302,97893,299652178,561250,443396871,15869486,332570097,2139069,975205,<not supported>,6062439,<not supported>,449821903,2060599,333713194,570467,267,355506,319826467,176283000,143230000,341359339
1727347.exe,1714865524,2467113743,17577006,7557288,371014525,1612339,109336,368485060,1632955,764454046,34121088,409889966,4689050,10820046,<not supported>,9737879,<not supported>,732943739,3053567,404908701,947885,23944,874417,394023404,228695000,164780000,415699077
1822881.exe,2000072330,3203515342,15397598,6385760,451274120,886581,97889,445003388,891337,759326176,26508351,381767161,13562233,2744796,<not supported>,16098382,<not supported>,764083993,3157202,384622683,520073,1288,328724,585519672,361022000,224013000,607662700
1850469.exe,374568566,936750151,1460486,192273,103952176,405901,472,103217951,327396,196579504,6192088,102215100,344998,411794,<not supported>,39923,<not supported>,208012139,12582,104980971,2831,4413,22350,99873954,97455000,1988000,121609271
2233911.exe,1867282525,3027826497,15508746,6151117,553540487,851186,97884,549083234,856578,607829936,27297346,308172611,13515977,1851725,<not supported>,16972109,<not supported>,635762885,2546387,307095421,607267,1150,372949,540190195,329911000,209943000,561887914
2379673.exe,1331990873,2286281428,10124817,5509461,358970281,726748,97888,356242800,736364,515925038,20743558,275316241,13022284,2368725,<not supported>,9988662,<not supported>,506876283,2380983,276025352,498472,272,401979,390062235,170863000,218824000,411633563
2467040.exe,1672463854,2534628178,15537748,6200331,359076467,814354,97887,355920193,844854,506426944,27170672,397132311,13185144,2441004,<not supported>,18952276,<not supported>,520479361,2659371,408058181,664634,295,409250,492071568,275395000,216310000,515192661
2526872.exe,608569634,1261960248,26241436,163630,211986023,246712,529,211382415,251546,346124046,48557464,153726770,520373,15038050,<not supported>,14393538,<not supported>,357783324,23401,154827399,6095,246,8640,180900969,180652000,0,201385907
2559658.exe,579385895,1630883201,2727997,139663,199924672,252317,724,199766318,246938,492760544,25058742,202826661,551371,1824538,<not supported>,900205,<not supported>,508551382,26606,205173503,6207,250,9842,171376453,169080000,2000000,193189894
2703189.exe,1336774436,2214674568,14386437,5492107,315383051,671368,98371,312779037,675424,676198130,27997064,360582585,3691800,8127700,<not supported>,9059392,<not supported>,657235158,2176089,360017289,873640,1361,515822,391243679,221785000,168836000,412119172
2795168.exe,326488699,904971978,949880,98116,99591138,183507,327,99205945,187532,195534744,6312890,102552840,307176,397841,<not supported>,36565,<not supported>,206395928,12338,104124761,2851,181,5629,99335765,97853000,998000,120044456
2863666.exe,1339228199,2197731954,14647784,5419518,315486925,660429,98331,315188486,667702,682514346,27814392,363681250,3797638,8670131,<not supported>,9093784,<not supported>,661865778,2088374,359787637,929112,896,639284,391376987,220809000,169853000,412327408
2863908.exe,1614497977,3572720170,10071380,5751375,656309578,780038,97889,658603619,778042,814544390,20581710,277430313,13133487,1582320,<not supported>,8029332,<not supported>,814031894,2236677,276909147,559370,987,421744,476335442,258011000,218009000,497360492
2881871.exe,1324848766,2993212670,8548198,5402170,501455042,653063,97883,500286197,661202,546701301,16336518,233470782,2804114,1000937,<not supported>,6120124,<not supported>,546332555,1865384,231749150,571719,164,361448,391717877,210649000,180699000,412799018
3046101.exe,350414122,1253496448,916579,87707,285138944,214955,232,281818048,233404,354724473,6442442,1716041,358661,409587,<not supported>,40369,<not supported>,376416953,13966,1160184,2987,171,4992,105604805,102286000,2979000,126508349
3095538.exe,1295773425,2303660832,14192035,5518888,313925692,675308,98336,311082340,691978,671362450,28824166,261468772,3493810,8668426,<not supported>,9718480,<not supported>,675222075,2121389,262857362,843351,190,457626,382393742,223392000,158277000,403995509
3147217.exe,1326200774,2058963143,10663138,5798503,356976339,724420,97884,359198680,721423,525976799,21017308,276640928,12857362,2637243,<not supported>,10286314,<not supported>,510918583,2647491,277568040,489201,942,385738,387652460,174668000,212597000,410352859
3305401.exe,654922837,1915304877,1525513,149820,397420742,271664,330,398025589,277600,397848631,12702691,103957958,622866,455202,<not supported>,294748,<not supported>,407447667,25575,103738850,6180,75,10505,194928768,192579000,2006000,216183828
3372874.exe,1451991502,3150294386,14019035,5341879,521091078,693154,98331,513421219,710818,866260502,27446368,266409195,3854014,8210501,<not supported>,8822905,<not supported>,867225900,2212927,263387953,850776,113,444440,426008465,263599000,161754000,448587833
3384818.exe,1781592665,3028309091,9545518,5633569,445076466,866503,195549,445256002,870522,607753015,17538544,381131974,6528254,1288266,<not supported>,6120016,<not supported>,610204662,4347598,380961600,649554,92,1702501,528577018,273062000,255058000,550397857
3442617.exe,1784645804,2396919759,17275794,6915899,371851330,870570,107663,371698693,875089,531065260,29768894,323490914,14435409,3357306,<not supported>,20790225,<not supported>,544025451,2777193,323613569,695567,10,511178,520161725,282426000,237358000,542159467
3777482.exe,420518739,1191080410,1052666,96016,386834236,226675,330,382000333,253579,187583756,5746303,2414305,438598,404868,<not supported>,54696,<not supported>,193426670,26427,1469291,4126,84,6846,125580501,124278000,1002000,147249101
3840368.exe,1337889866,2218813460,14443440,5547660,316011874,648003,98333,313783027,652754,678048213,27447720,360794838,3843230,8263041,<not supported>,9111526,<not supported>,655392010,2238633,359951886,827054,883,544491,392309628,217763000,173810000,413693019
3841280.exe,534469327,1403332138,2541454,127462,199087819,231675,328,198812640,234669,297815490,24023711,204140934,499083,1506720,<not supported>,974349,<not supported>,306495139,19968,205133040,4492,0,7277,160722183,159363000,1002000,181954465
3975405.exe,410672936,956771890,1371920,111163,191368553,218088,336,195953063,225039,273049394,12754557,89097785,378380,1302433,<not supported>,44332,<not supported>,287116401,15072,94119957,3452,0,5305,120739777,118350000,1989000,141608773
412303.exe,1163883172,2127384784,10387791,5873130,302863282,577464,98774,302697570,579920,440521979,20568260,258570746,2055139,2968607,<not supported>,9947769,<not supported>,455003803,2419830,259366004,694764,529,313645,339568677,177099000,162091000,362416621
4174244.exe,1851756899,2697525452,15381413,6335285,465797010,869648,97882,459493996,885181,604749311,26775788,397615158,13573753,1933066,<not supported>,18356933,<not supported>,612567409,2476756,405944827,573310,159,378263,540870809,317303000,223213000,562664414
4181599.exe,1387577318,2903045139,13973240,5699946,406782778,680277,98331,402793215,676914,848436596,27790108,262420553,3427379,8166913,<not supported>,8546905,<not supported>,898400561,2035022,259516668,840384,978,438036,403697911,239525000,163676000,422771546
