1315752.exe , 4.833801269531250000, 4.679687500000000000,  ,  ,  527, 489, 32
1315752.exe , 4.905578613281250000, 4.769226074218750000,  ,  ,  458, 446, 12
1315752.exe , 4.915649414062500000, 4.773803710937500000,  ,  ,  459, 447, 12
1315752.exe , 4.881164550781250000, 4.743896484375000000,  ,  ,  460, 442, 19
1315752.exe , 4.917968750000000000, 4.775268554687500000,  ,  ,  460, 444, 16
1315752.exe , 4.875122070312500000, 4.741699218750000000,  ,  ,  457, 445, 12
1315752.exe , 4.887573242187500000, 4.746582031250000000,  ,  ,  459, 421, 39
1315752.exe , 4.905090332031250000, 4.762329101562500000,  ,  ,  458, 429, 30
1315752.exe , 4.904479980468750000, 4.759704589843750000,  ,  ,  463, 446, 16
1315752.exe , 4.891052246093750000, 4.762695312500000000,  ,  ,  456, 412, 47
1322787.exe , 6.039916992187500000, 5.863098144531250000,  ,  ,  531, 428, 102
1322787.exe , 6.013977050781250000, 5.840026855468750000,  ,  ,  529, 442, 85
1322787.exe , 5.943969726562500000, 5.768310546875000000,  ,  ,  528, 460, 68
1322787.exe , 5.957153320312500000, 5.788696289062500000,  ,  ,  528, 448, 76
1322787.exe , 5.963745117187500000, 5.798278808593750000,  ,  ,  528, 438, 87
1322787.exe , 6.007568359375000000, 5.833984375000000000,  ,  ,  527, 443, 84
1322787.exe , 5.993041992187500000, 5.818725585937500000,  ,  ,  527, 466, 60
1322787.exe , 6.009582519531250000, 5.829162597656250000,  ,  ,  528, 454, 73
1322787.exe , 5.994079589843750000, 5.828125000000000000,  ,  ,  530, 452, 79
1322787.exe , 5.989501953125000000, 5.811889648437500000,  ,  ,  530, 478, 53
1323960.exe , 14.667114257812500000, 14.200988769531250000,  ,  ,  1462, 1405, 57
1323960.exe , 14.681579589843750000, 14.217407226562500000,  ,  ,  1453, 1323, 131
1323960.exe , 14.585449218750000000, 14.125122070312500000,  ,  ,  1458, 1365, 92
1323960.exe , 14.735778808593750000, 14.279724121093750000,  ,  ,  1455, 1350, 106
1323960.exe , 14.669616699218750000, 14.208374023437500000,  ,  ,  1451, 1364, 86
1323960.exe , 14.569091796875000000, 14.107116699218750000,  ,  ,  1453, 1328, 125
1323960.exe , 14.406433105468750000, 13.955078125000000000,  ,  ,  1456, 1346, 111
1323960.exe , 14.447448730468750000, 13.986572265625000000,  ,  ,  1455, 1361, 96
1323960.exe , 14.613403320312500000, 14.150634765625000000,  ,  ,  1452, 1387, 65
1323960.exe , 14.893981933593750000, 14.436279296875000000,  ,  ,  1450, 1328, 123
1326566.exe , 2.937622070312500000, 2.846252441406250000,  ,  ,  272, 189, 82
1326566.exe , 2.927307128906250000, 2.824707031250000000,  ,  ,  274, 212, 63
1326566.exe , 2.933471679687500000, 2.841369628906250000,  ,  ,  271, 192, 81
1326566.exe , 2.922668457031250000, 2.821533203125000000,  ,  ,  271, 214, 60
1326566.exe , 2.917053222656250000, 2.823364257812500000,  ,  ,  272, 171, 102
1326566.exe , 2.989135742187500000, 2.889831542968750000,  ,  ,  273, 192, 83
1326566.exe , 2.950927734375000000, 2.857788085937500000,  ,  ,  271, 189, 83
1326566.exe , 2.951477050781250000, 2.862792968750000000,  ,  ,  268, 180, 92
1326566.exe , 2.943298339843750000, 2.856506347656250000,  ,  ,  271, 186, 85
1326566.exe , 2.934753417968750000, 2.837463378906250000,  ,  ,  269, 183, 87
1560344.exe , 7.020629882812500000, 6.844177246093750000,  ,  ,  562, 499, 62
1560344.exe , 6.991333007812500000, 6.818298339843750000,  ,  ,  559, 498, 59
1560344.exe , 7.002685546875000000, 6.826843261718750000,  ,  ,  560, 515, 44
1560344.exe , 7.053771972656250000, 6.875366210937500000,  ,  ,  562, 496, 64
1560344.exe , 7.002014160156250000, 6.828674316406250000,  ,  ,  560, 505, 52
1560344.exe , 7.033447265625000000, 6.853698730468750000,  ,  ,  559, 504, 55
1560344.exe , 7.033264160156250000, 6.855834960937500000,  ,  ,  558, 507, 49
1560344.exe , 6.993591308593750000, 6.818298339843750000,  ,  ,  557, 501, 55
1560344.exe , 7.015014648437500000, 6.841491699218750000,  ,  ,  562, 513, 43
1560344.exe , 7.019104003906250000, 6.846008300781250000,  ,  ,  558, 502, 56
1810441.exe , 19.117370605468750000, 18.686889648437500000,  ,  ,  1540, 1533, 8
1810441.exe , 18.971923828125000000, 18.535644531250000000,  ,  ,  1539, 1527, 12
1810441.exe , 19.061035156250000000, 18.631530761718750000,  ,  ,  1541, 1524, 16
1810441.exe , 19.175415039062500000, 18.744567871093750000,  ,  ,  1540, 1540, 0
1810441.exe , 19.140808105468750000, 18.708740234375000000,  ,  ,  1541, 1531, 8
1810441.exe , 19.025207519531250000, 18.594543457031250000,  ,  ,  1539, 1539, 0
1810441.exe , 18.916625976562500000, 18.483825683593750000,  ,  ,  1539, 1533, 8
1810441.exe , 19.241760253906250000, 18.810424804687500000,  ,  ,  1553, 1538, 16
1810441.exe , 19.025207519531250000, 18.588989257812500000,  ,  ,  1540, 1536, 4
1810441.exe , 19.042602539062500000, 18.613281250000000000,  ,  ,  1540, 1533, 8
1824751.exe , 3.095886230468750000, 3.022033691406250000,  ,  ,  271, 266, 7
1824751.exe , 3.107482910156250000, 3.033813476562500000,  ,  ,  273, 265, 7
1824751.exe , 3.089721679687500000, 3.009338378906250000,  ,  ,  270, 268, 3
1824751.exe , 3.096313476562500000, 3.022216796875000000,  ,  ,  272, 269, 4
1824751.exe , 3.103027343750000000, 3.023437500000000000,  ,  ,  271, 270, 1
1824751.exe , 3.114440917968750000, 3.037048339843750000,  ,  ,  271, 266, 6
1824751.exe , 3.103332519531250000, 3.022521972656250000,  ,  ,  272, 270, 1
1824751.exe , 3.094604492187500000, 3.011108398437500000,  ,  ,  272, 269, 3
1824751.exe , 3.096557617187500000, 3.024475097656250000,  ,  ,  272, 268, 5
1824751.exe , 3.079711914062500000, 3.011718750000000000,  ,  ,  272, 270, 2
203751.exe , 18.277770996093750000, 17.699218750000000000,  ,  ,  1811, 1680, 132
203751.exe , 18.301818847656250000, 17.728515625000000000,  ,  ,  1807, 1715, 92
203751.exe , 18.602294921875000000, 18.029052734375000000,  ,  ,  1801, 1678, 124
203751.exe , 18.433471679687500000, 17.862243652343750000,  ,  ,  1810, 1717, 93
203751.exe , 18.706848144531250000, 18.122009277343750000,  ,  ,  1805, 1716, 88
203751.exe , 18.670532226562500000, 18.101196289062500000,  ,  ,  1805, 1694, 108
203751.exe , 18.581359863281250000, 17.997863769531250000,  ,  ,  1804, 1666, 136
203751.exe , 18.662475585937500000, 18.081970214843750000,  ,  ,  1819, 1712, 108
203751.exe , 18.358215332031250000, 17.775512695312500000,  ,  ,  1813, 1678, 132
203751.exe , 18.510742187500000000, 17.929504394531250000,  ,  ,  1806, 1680, 128
2073892.exe , 14.995666503906250000, 14.632507324218750000,  ,  ,  1312, 1292, 20
2073892.exe , 15.050354003906250000, 14.677307128906250000,  ,  ,  1312, 1305, 8
