file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1016334.exe ,  2.42,  1.90,  0.00,  0.04,  0.00,  128137736,  121890000,    5994000,  147709233
1135440.exe ,  2.61,  2.08,  0.00,  0.04,  0.00,  130625074,  123613000,    6978000,  147573318
1147117.exe ,  2.59,  2.03,  0.00,  0.05,  0.00,  137606541,  128612000,    8972000,  157579932
1199099.exe ,  2.17,  1.71,  0.00,  0.04,  0.00,  113212786,  104275000,    8937000,  133215406
1379278.exe ,  4.98,  3.98,  0.00,  0.08,  0.00,  249397067,  194200000,   55056000,  269675520
1400532.exe ,  4.15,  3.33,  0.00,  0.07,  0.00,  202702306,  195597000,    7021000,  221349906
1604299.exe ,  6.48,  5.21,  0.00,  0.11,  0.00,  313889245,  262787000,   50958000,  333829160
1779544.exe ,  6.76,  5.47,  0.00,  0.11,  0.00,  322455070,  259543000,   62889000,  341549438
1963979.exe ,  4.14,  3.32,  0.00,  0.07,  0.00,  201790123,  197765000,    4015000,  219117573
2024525.exe ,  2.43,  1.93,  0.00,  0.04,  0.00,  123246824,  115215000,    8015000,  142631688
212795.exe  ,  2.35,  1.87,  0.00,  0.04,  0.00,  120045709,  117056000,    3001000,  138013775
2265396.exe ,  6.71,  5.40,  0.00,  0.11,  0.00,  324174770,  270055000,   54011000,  341023847
2286318.exe ,  2.77,  2.20,  0.00,  0.05,  0.00,  140070978,  133109000,    6953000,  157177017
2349449.exe ,  4.72,  3.79,  0.00,  0.08,  0.00,  232048879,  163012000,   69005000,  252305284
2375147.exe ,  6.69,  5.42,  0.00,  0.11,  0.00,  315675285,  271697000,   43950000,  335612104
2381481.exe ,  4.66,  3.72,  0.00,  0.08,  0.00,  232125325,  182122000,   50033000,  249815723
2490986.exe ,  4.64,  3.72,  0.00,  0.08,  0.00,  226263877,  179227000,   47059000,  246977605
2614346.exe ,  4.70,  3.75,  0.00,  0.08,  0.00,  236207723,  187338000,   48827000,  256554331
2807545.exe ,  2.23,  1.76,  0.00,  0.04,  0.00,  116120811,  107075000,    8922000,  135747158
3007872.exe ,  2.44,  1.94,  0.00,  0.04,  0.00,  122229870,  118263000,    3975000,  139504398
3050670.exe ,  2.38,  1.89,  0.00,  0.04,  0.00,  121579212,  118524000,    3013000,  138573205
3121765.exe ,  2.42,  1.93,  0.00,  0.04,  0.00,  120101206,  114057000,    6003000,  139297522
3401505.exe ,  4.54,  3.63,  0.00,  0.08,  0.00,  225983436,  167979000,   57992000,  243949934
3509617.exe ,  3.96,  3.17,  0.00,  0.07,  0.00,  193254519,  185253000,    8010000,  212673091
3585983.exe ,  6.46,  5.21,  0.00,  0.11,  0.00,  310414969,  264419000,   45899000,  328094403
369842.exe  ,  7.98,  6.43,  0.00,  0.13,  0.00,  380541055,  324616000,   55933000,  397320614
3753295.exe ,  2.33,  1.85,  0.00,  0.04,  0.00,  118553631,  112562000,    5976000,  138437201
