file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
145020.exe  ,  4.80,  3.72,  0.00,  0.09,  0.00,  267919808,   89986000,   22784000,  288723027
2209419.exe ,  4.43,  3.52,  0.00,  0.08,  0.00,  222114020,   90551000,   16708000,  239453294
2536350.exe ,  4.36,  3.46,  0.00,  0.08,  0.00,  221878999,   95531000,    7960000,  242134483
2547962.exe ,  3.36,  2.65,  0.00,  0.06,  0.00,  173067851,  165970000,    7041000,  190055606
3902259.exe ,  6.23,  4.98,  0.00,  0.11,  0.00,  309873977,  180036000,   11002000,  327424625
3969157.exe ,  7.61,  6.06,  0.00,  0.13,  0.00,  382718718,  240077000,   23103000,  402375148
4245198.exe ,  4.37,  3.44,  0.00,  0.08,  0.00,  227881305,   96065000,   13145000,  247733641
438014.exe  ,  6.79,  5.42,  0.00,  0.11,  0.00,  338087518,  210551000,    9023000,  355684008
4757111.exe ,  4.30,  3.41,  0.00,  0.07,  0.00,  219806923,   87426000,   13063000,  237324685
4873112.exe ,  3.81,  3.02,  0.00,  0.06,  0.00,  191547080,  184359000,    7013000,  209845237
5401467.exe ,  3.74,  2.94,  0.00,  0.07,  0.00,  193819322,  180766000,   13055000,  210370392
5682441.exe ,  6.86,  5.44,  0.00,  0.12,  0.00,  343302883,  330379000,   12975000,  360597793
5949121.exe ,  4.27,  3.41,  0.00,  0.07,  0.00,  208047166,   80774000,   16419000,  227766455
6306969.exe ,  4.56,  3.62,  0.00,  0.08,  0.00,  228772246,   96887000,   16295000,  245462697
6925989.exe ,  6.22,  4.97,  0.00,  0.10,  0.00,  305425699,  177069000,   10060000,  324605004
7241259.exe ,  3.91,  3.07,  0.00,  0.07,  0.00,  201358847,  186404000,   14952000,  218827873
7382941.exe ,  4.05,  3.22,  0.00,  0.07,  0.00,  203913735,   73870000,   11917000,  223925848
7511176.exe ,  4.43,  3.52,  0.00,  0.08,  0.00,  223898470,   93392000,   11046000,  240739186
8157367.exe ,  4.71,  3.74,  0.00,  0.08,  0.00,  234223342,  101979000,   14772000,  250611570
8686515.exe ,  4.33,  3.43,  0.00,  0.07,  0.00,  218539689,   92101000,    7922000,  237791621
