file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1070657.exe ,  4.90,  3.81,  0.00,  0.08,  0.00,  237839478,  232540000,    5011000,  258356318
1096416.exe ,  4.95,  3.88,  0.00,  0.08,  0.00,  235796149,  230644000,    4992000,  253244351
1293444.exe ,  3.87,  3.10,  0.00,  0.07,  0.00,  193500417,  190503000,    2992000,  210063038
1458177.exe ,  4.24,  3.32,  0.00,  0.07,  0.00,  197223123,  194193000,    3002000,  217283020
1562200.exe ,  5.60,  4.50,  0.00,  0.08,  0.00,  226970476,  221937000,    4998000,  246004675
1623325.exe , 10.00,  7.94,  0.00,  0.16,  0.00,  463891515,  322214000,  141654000,  484357295
1626177.exe ,  3.58,  2.85,  0.00,  0.06,  0.00,  181993749,  178002000,    4000000,  201328645
1628906.exe ,  4.97,  3.88,  0.00,  0.08,  0.00,  237214426,  231206000,    6005000,  255984491
1759010.exe ,  3.62,  2.90,  0.00,  0.06,  0.00,  180262811,  176264000,    4006000,  200042177
2014050.exe ,  4.58,  3.56,  0.00,  0.07,  0.00,  219543016,  215526000,    4009000,  237619776
2134955.exe , 10.00,  7.94,  0.00,  0.16,  0.00,  463414673,  336299000,  127113000,  481691336
2199340.exe ,  1.19,  0.94,  0.00,  0.02,  0.00,   61869659,   58921000,    2996000,   81601660
2230392.exe ,  3.36,  2.68,  0.00,  0.06,  0.00,  168036913,  164028000,    4000000,  187276799
2231894.exe ,  5.91,  4.63,  0.00,  0.10,  0.00,  287298504,  281324000,    5985000,  303602770
2233044.exe , 14.54, 11.29,  0.00,  0.22,  0.00,  642528880,  628376000,   14008000,  659769566
2258515.exe ,  4.55,  3.54,  0.00,  0.07,  0.00,  218267850,  211173000,    7005000,  238257096
2378596.exe ,  4.87,  3.79,  0.00,  0.08,  0.00,  235926964,  228915000,    6997000,  255837986
244450.exe  ,  2.87,  2.30,  0.00,  0.05,  0.00,  141810703,  138832000,    3018000,  161113020
2481720.exe ,  2.97,  2.33,  0.00,  0.05,  0.00,  157784682,     945000,    8510000,  176260741
2514076.exe ,  4.90,  3.83,  0.00,  0.08,  0.00,  234007268,  222872000,   10944000,  252810779
2677173.exe , 10.13,  8.05,  0.00,  0.16,  0.00,  465852590,  318585000,  147270000,  482707865
2685596.exe ,  4.87,  3.79,  0.00,  0.08,  0.00,  236037529,  227802000,    8028000,  256080870
2697990.exe , 10.17,  8.08,  0.00,  0.16,  0.00,  467965370,  323983000,  143992000,  485577576
2734446.exe ,  2.60,  2.08,  0.00,  0.04,  0.00,  125253889,    1020000,    7867000,  145057331
2820444.exe ,  1.14,  0.91,  0.00,  0.02,  0.00,   58494456,   54473000,    4035000,   75784335
3205915.exe ,  6.60,  5.27,  0.00,  0.10,  0.00,  307584139,  164753000,  142786000,  327583546
3216342.exe ,  2.56,  2.07,  0.00,  0.04,  0.00,  119870642,  118882000,     999000,  138985165
3617839.exe ,  4.30,  3.34,  0.00,  0.07,  0.00,  205322802,  199269000,    6008000,  223063079
3736295.exe ,  5.12,  4.00,  0.00,  0.08,  0.00,  246957390,  236996000,    9999000,  266864518
3738660.exe ,  6.18,  4.83,  0.00,  0.10,  0.00,  301782016,  295783000,    5995000,  321928941
3739170.exe ,  4.49,  3.60,  0.00,  0.07,  0.00,  220701151,  216691000,    4012000,  237849355
3741569.exe ,  5.10,  3.98,  0.00,  0.08,  0.00,  246290998,  241298000,    5006000,  263942301
3855515.exe ,  2.29,  1.83,  0.00,  0.04,  0.00,  114258098,  109209000,    5009000,  130660699
3900305.exe ,  2.56,  2.05,  0.00,  0.04,  0.00,  123154971,     974000,    7599000,  143736378
3927955.exe ,  4.63,  3.61,  0.00,  0.07,  0.00,  219680567,  213662000,    5990000,  237171563
416586.exe  ,  8.69,  6.92,  0.00,  0.14,  0.00,  414335372,  274566000,  139779000,  434470342
4228710.exe ,  4.51,  3.53,  0.00,  0.07,  0.00,  210054116,  203032000,    7001000,  230056136
4285324.exe , 16.99, 13.60,  0.00,  0.27,  0.00,  794565975,  653603000,  140914000,  812014600
4292026.exe , 12.04,  9.68,  0.00,  0.19,  0.00,  553255233,  548201000,    5001000,  570917459
4421941.exe ,  4.91,  3.82,  0.00,  0.08,  0.00,  235888169,  226920000,    8996000,  256030991
4448176.exe ,  5.02,  3.93,  0.00,  0.08,  0.00,  236314102,  228274000,    8009000,  253488170
4602054.exe ,  3.62,  2.88,  0.00,  0.06,  0.00,  181762273,  178759000,    3012000,  200957948
4673593.exe ,  4.63,  3.61,  0.00,  0.07,  0.00,  218865855,  214829000,    3996000,  236452106
4703799.exe ,  4.57,  3.57,  0.00,  0.07,  0.00,  213857010,  208800000,    4995000,  231739894
4832111.exe , 10.18,  8.10,  0.00,  0.16,  0.00,  465622829,  327709000,  137877000,  485542417
4873850.exe ,  8.01,  6.31,  0.00,  0.13,  0.00,  391863836,  384832000,    6996000,  409479284
4879484.exe ,  2.56,  2.05,  0.00,  0.04,  0.00,  123898988,    3429000,    5715000,  143144330
5069904.exe , 12.87, 10.37,  0.00,  0.20,  0.00,  597881766,  463101000,  134738000,  618480657
5118663.exe ,  4.65,  3.62,  0.00,  0.07,  0.00,  219099468,  214065000,    5001000,  239131104
5191445.exe , 14.17, 11.06,  0.00,  0.22,  0.00,  641722584,  634699000,    6996000,  659233475
5208903.exe , 10.77,  8.58,  0.00,  0.17,  0.00,  491743695,  363758000,  127915000,  509912961
5445938.exe ,  4.95,  3.86,  0.00,  0.08,  0.00,  236620491,  230678000,    5991000,  254127300
5450722.exe , 10.75,  8.55,  0.00,  0.17,  0.00,  507025528,  502055000,    4990000,  526797079
5515108.exe , 23.37, 18.86,  0.00,  0.38,  0.00, 1119864306, 1118641000,    1000000, 1139126917
5521134.exe ,  5.23,  4.09,  0.00,  0.09,  0.00,  250749134,  245719000,    4994000,  270564247
5527246.exe ,  4.69,  3.68,  0.00,  0.08,  0.00,  221736821,  216718000,    4993000,  239400977
5600824.exe ,  3.67,  2.93,  0.00,  0.06,  0.00,  182488546,  178478000,    4010000,  200325043
5605416.exe , 10.94,  8.73,  0.00,  0.18,  0.00,  516866784,  512710000,    3997000,  533738954
5606233.exe ,  2.57,  2.06,  0.00,  0.04,  0.00,  123397624,    8642000,          0,  140960108
5606463.exe ,  4.63,  3.61,  0.00,  0.07,  0.00,  218519435,  214468000,    4008000,  238560475
5964679.exe ,  4.63,  3.61,  0.00,  0.07,  0.00,  218971751,  212858000,    5996000,  238474871
5976986.exe ,  2.82,  2.30,  0.00,  0.04,  0.00,  127717037,  123497000,    3983000,  145250490
6003108.exe ,  4.14,  3.29,  0.00,  0.07,  0.00,  207169562,  204200000,    3002000,  227318883
6110878.exe ,  4.39,  3.41,  0.00,  0.07,  0.00,  206946064,  198757000,    7990000,  224038460
6417521.exe , 14.07, 11.26,  0.00,  0.22,  0.00,  645513778,  505359000,  140099000,  665524427
6667004.exe ,  4.50,  3.60,  0.00,  0.08,  0.00,  221595205,  219569000,    1996000,  238241364
690086.exe  ,  2.54,  2.04,  0.00,  0.04,  0.00,  122091142,  118049000,    4001000,  139501521
694077.exe  ,  4.72,  3.71,  0.00,  0.07,  0.00,  217982689,  209933000,    7997000,  235097702
7074246.exe ,  4.95,  3.86,  0.00,  0.08,  0.00,  236439995,  229432000,    7013000,  256627816
7125391.exe , 14.36, 11.49,  0.00,  0.22,  0.00,  659172363,  521093000,  138024000,  679129204
7170748.exe ,  4.63,  3.63,  0.00,  0.07,  0.00,  215880522,  212783000,    3011000,  234425340
7264247.exe ,  4.40,  3.41,  0.00,  0.07,  0.00,  206956853,  203893000,    3013000,  226391515
7356511.exe ,  4.62,  3.60,  0.00,  0.07,  0.00,  217720977,  214660000,    2995000,  237779387
7504661.exe ,  4.35,  3.38,  0.00,  0.07,  0.00,  205347581,  202283000,    3004000,  222379046
7575248.exe ,  4.30,  3.35,  0.00,  0.07,  0.00,  202285238,  196288000,    5978000,  220640568
7793574.exe ,  4.64,  3.63,  0.00,  0.07,  0.00,  217694065,  211666000,    5990000,  234036693
8269354.exe ,  4.72,  3.69,  0.00,  0.07,  0.00,  219846536,  214546000,    5012000,  237181011
8509154.exe , 10.28,  8.19,  0.00,  0.16,  0.00,  465460785,  312247000,  153121000,  484696018
8617072.exe ,  9.96,  7.91,  0.00,  0.15,  0.00,  454717716,  300808000,  153901000,  472254192
8629046.exe ,  4.87,  3.85,  0.00,  0.07,  0.00,  219131970,  213093000,    6002000,  236476103
