file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1402105.exe ,  2.78,  2.13,  0.00,  0.06,  0.00,  161260664,    2056000,    5141000,  178198007
171227.exe  ,  3.05,  2.38,  0.00,  0.05,  0.00,  134252699,  126213000,    8013000,  151275866
2146464.exe ,  4.65,  3.64,  0.00,  0.08,  0.00,  221187701,  214157000,    7005000,  241873812
283471.exe  ,  8.48,  6.85,  0.00,  0.14,  0.00,  413660871,  411700000,    1998000,  431704867
3208130.exe , 13.82, 11.15,  0.00,  0.22,  0.00,  652452675,  527496000,  124880000,  670354655
3208532.exe ,  9.32,  7.40,  0.00,  0.15,  0.00,  433869869,  303601000,  130257000,  450921889
385049.exe  ,  2.25,  1.81,  0.00,  0.04,  0.00,  111344838,  107367000,    3976000,  128427947
511442.exe  ,  5.27,  4.21,  0.00,  0.08,  0.00,  235328354,  231237000,    4004000,  252112975
5441244.exe ,  8.75,  6.93,  0.00,  0.14,  0.00,  423709105,  418751000,    4997000,  443364103
5448241.exe ,  3.61,  2.89,  0.00,  0.06,  0.00,  181933620,  176901000,    5025000,  202145736
5524738.exe ,  4.53,  3.51,  0.00,  0.08,  0.00,  220781874,  215761000,    5017000,  239025247
5602065.exe ,  4.52,  3.50,  0.00,  0.08,  0.00,  223169907,  217106000,    6002000,  243581080
5690648.exe ,  2.93,  2.35,  0.00,  0.05,  0.00,  145573549,  142535000,    3011000,  162831192
5748937.exe ,  4.36,  3.48,  0.00,  0.07,  0.00,  219496053,  218415000,    1001000,  239189340
5770138.exe ,  3.64,  2.91,  0.00,  0.06,  0.00,  182192882,  180174000,    2001000,  199401694
5979726.exe ,  4.56,  3.57,  0.00,  0.07,  0.00,  215693235,  211744000,    3995000,  233038219
6551688.exe ,  3.23,  2.57,  0.00,  0.06,  0.00,  165498626,  162497000,    3009000,  185695952
6835408.exe ,  4.82,  3.75,  0.00,  0.08,  0.00,  235673336,  230681000,    4993000,  255285809
691289.exe  , 10.06,  7.99,  0.00,  0.16,  0.00,  467233371,  332447000,  134776000,  484367774
8238023.exe ,  4.60,  3.57,  0.00,  0.07,  0.00,  219542763,  215485000,    3990000,  239345302
