file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1578565.exe ,  1.17,  0.92,  0.00,  0.02,  0.00,   62154420,   56847000,    4986000,   81823190
2649544.exe ,  1.13,  0.89,  0.00,  0.02,  0.00,   60127438,   58126000,    2004000,   77829136
2700229.exe ,  3.64,  2.95,  0.00,  0.06,  0.00,  173171885,  172173000,    1001000,  189067829
2882080.exe ,  1.16,  0.91,  0.00,  0.02,  0.00,   62893055,   60902000,    1996000,   82618684
2892760.exe ,  1.23,  0.97,  0.00,  0.02,  0.00,   65637090,   61684000,    3979000,   85989976
2952391.exe ,  3.65,  2.96,  0.00,  0.06,  0.00,  174446419,  173425000,    1002000,  194087119
3052100.exe ,  3.65,  2.96,  0.00,  0.06,  0.00,  173405711,  172394000,    1002000,  190567475
3432659.exe ,  1.05,  0.83,  0.00,  0.02,  0.00,   56217386,   49236000,    7033000,   76425458
3513191.exe ,  4.92,  3.98,  0.00,  0.08,  0.00,  234158091,  232177000,    2001000,  253371556
3686555.exe ,  1.06,  0.84,  0.00,  0.02,  0.00,   54127407,   53105000,    1001000,   71283717
3754416.exe ,  1.03,  0.81,  0.00,  0.02,  0.00,   55682149,   51685000,    3975000,   75830602
4878682.exe ,  1.34,  1.05,  0.00,  0.02,  0.00,   72174729,   68142000,    4008000,   91699611
5266960.exe ,  3.75,  3.02,  0.00,  0.06,  0.00,  184377792,  181369000,    3006000,  204661724
5400133.exe ,  1.11,  0.86,  0.00,  0.02,  0.00,   63723726,   63582000,          0,   82883356
5755609.exe ,  1.21,  0.95,  0.00,  0.02,  0.00,   63791207,   61794000,    1993000,   83877414
5794115.exe ,  1.16,  0.91,  0.00,  0.02,  0.00,   62612730,   57687000,    4973000,   80114531
596008.exe  ,  1.05,  0.81,  0.00,  0.02,  0.00,   59896908,   55875000,    3991000,   79675712
5976780.exe ,  1.16,  0.90,  0.00,  0.02,  0.00,   65412081,   63368000,    2011000,   86026264
6521284.exe ,  1.16,  0.89,  0.00,  0.02,  0.00,   64582379,   59618000,    4968000,   85396567
8519892.exe ,  1.11,  0.87,  0.00,  0.02,  0.00,   61811607,   58898000,    2944000,   80596943
