file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1061805.exe ,  0.26,  0.19,  0.00,  0.01,  0.00,   18117256,   16818000,    1051000,   38241313
1094941.exe ,  0.69,  0.55,  0.00,  0.01,  0.00,   35895365,   34885000,    1026000,   51496742
1133411.exe ,  0.68,  0.52,  0.00,  0.01,  0.00,   39699377,   36739000,    2978000,   59503079
1141022.exe ,  0.38,  0.29,  0.00,  0.01,  0.00,   20186262,   19234000,    1012000,   36287747
1165956.exe ,  0.60,  0.45,  0.00,  0.01,  0.00,   38313318,   37309000,     981000,   58754138
1344769.exe ,  0.60,  0.46,  0.00,  0.01,  0.00,   35687546,   34715000,     991000,   53052098
1370229.exe ,  0.25,  0.20,  0.00,  0.00,  0.00,   13356112,   12407000,     954000,   32393422
1435015.exe ,  0.31,  0.24,  0.00,  0.01,  0.00,   19124006,   17142000,    2016000,   36272844
1769104.exe ,  0.61,  0.47,  0.00,  0.01,  0.00,   35068020,   34079000,    1002000,   51793339
1979579.exe ,  0.62,  0.47,  0.00,  0.01,  0.00,   38043777,   35068000,    3005000,   56176923
1997948.exe ,  0.70,  0.54,  0.00,  0.01,  0.00,   39042952,   38058000,    1001000,   56398952
2059363.exe ,  0.29,  0.22,  0.00,  0.01,  0.00,   18699176,   15777000,    2958000,   39511739
2061586.exe ,  0.62,  0.48,  0.00,  0.01,  0.00,   34632856,   33631000,     989000,   52824711
2203032.exe ,  0.25,  0.20,  0.00,  0.00,  0.00,   14207030,   13148000,    1011000,   32356204
2203602.exe ,  0.60,  0.46,  0.00,  0.01,  0.00,   35197238,   34211000,    1006000,   54740306
2207605.exe ,  0.25,  0.19,  0.00,  0.01,  0.00,   16379951,   16397000,          0,   35589852
2213898.exe ,  0.69,  0.53,  0.00,  0.01,  0.00,   38786668,   36825000,    1990000,   56076595
2231071.exe ,  0.62,  0.47,  0.00,  0.01,  0.00,   36268288,   35284000,    1008000,   53789796
237541.exe  ,  0.24,  0.19,  0.00,  0.00,  0.00,   13931392,   12871000,     990000,   32796768
2407087.exe ,  0.66,  0.51,  0.00,  0.01,  0.00,   32452083,   30408000,    2027000,   49054629
2481996.exe ,  0.66,  0.51,  0.00,  0.01,  0.00,   37681840,   36645000,    1017000,   54568569
2745547.exe ,  0.64,  0.50,  0.00,  0.01,  0.00,   34365512,   33169000,    1005000,   51619941
2774509.exe ,  0.67,  0.52,  0.00,  0.01,  0.00,   38436340,   36459000,    1970000,   58586189
2832245.exe ,  0.66,  0.51,  0.00,  0.01,  0.00,   37363923,   36381000,    1010000,   57048511
2847173.exe ,  0.25,  0.19,  0.00,  0.00,  0.00,   14433205,   12545000,    1930000,   29946387
3184306.exe ,  0.65,  0.49,  0.00,  0.01,  0.00,   39379486,   37437000,    1970000,   59174599
3187447.exe ,  0.25,  0.19,  0.00,  0.01,  0.00,   16582470,   14642000,    1952000,   34358269
3234095.exe ,  0.68,  0.53,  0.00,  0.01,  0.00,   37031646,   37026000,          0,   54244735
3235338.exe ,  0.67,  0.53,  0.00,  0.01,  0.00,   35664022,   34671000,     990000,   54012383
3270012.exe ,  0.68,  0.54,  0.00,  0.01,  0.00,   35678871,   33684000,    1981000,   54325805
3523845.exe ,  0.06,  0.05,  0.00,  0.00,  0.00,    3593978,    1833000,    1833000,   20391038
3627289.exe ,  0.72,  0.57,  0.00,  0.01,  0.00,   38412971,   36407000,    2022000,   55207227
375888.exe  ,  0.26,  0.19,  0.00,  0.01,  0.00,   16715150,   13798000,    2956000,   34643601
3863251.exe ,  0.60,  0.46,  0.00,  0.01,  0.00,   36800442,   34682000,    2040000,   57118360
3901913.exe ,  0.37,  0.27,  0.00,  0.01,  0.00,   23941630,   22003000,    2000000,   44106916
3902315.exe ,  0.30,  0.23,  0.00,  0.01,  0.00,   16906406,   14938000,    1991000,   33440082
3903900.exe ,  0.24,  0.18,  0.00,  0.01,  0.00,   14987532,   13980000,     998000,   34900113
3903935.exe ,  0.28,  0.21,  0.00,  0.01,  0.00,   19602480,   16679000,    2943000,   39425596
3932932.exe ,  0.60,  0.45,  0.00,  0.01,  0.00,   37463606,   36461000,     985000,   56826139
4073051.exe ,  0.59,  0.44,  0.00,  0.01,  0.00,   37183736,   35213000,    2012000,   56776336
4122402.exe ,  0.67,  0.52,  0.00,  0.01,  0.00,   36142658,   35133000,    1003000,   53026413
4237499.exe ,  0.25,  0.18,  0.00,  0.01,  0.00,   16049361,   15059000,    1003000,   33639523
4526544.exe ,  0.60,  0.46,  0.00,  0.01,  0.00,   35158720,   34195000,    1005000,   55797355
4578708.exe ,  0.27,  0.22,  0.00,  0.00,  0.00,   13519820,   10652000,    2905000,   31489113
4581289.exe ,  0.25,  0.19,  0.00,  0.00,  0.00,   14855737,   13999000,     933000,   31914479
4630635.exe ,  0.24,  0.18,  0.00,  0.01,  0.00,   14889936,   12774000,    2129000,   35304401
4718203.exe ,  0.68,  0.53,  0.00,  0.01,  0.00,   37778126,   36801000,     994000,   58260682
4817270.exe ,  0.63,  0.49,  0.00,  0.01,  0.00,   35258360,   34273000,    1008000,   52475002
4913843.exe ,  0.62,  0.48,  0.00,  0.01,  0.00,   35896962,   34901000,     997000,   52752154
5032964.exe ,  0.62,  0.48,  0.00,  0.01,  0.00,   34776166,   30911000,    3863000,   54252667
5220552.exe ,  0.64,  0.50,  0.00,  0.01,  0.00,   36562413,   35573000,    1016000,   53480175
5383429.exe ,  0.26,  0.19,  0.00,  0.01,  0.00,   17033346,   14043000,    3009000,   36601737
5398757.exe ,  0.31,  0.23,  0.00,  0.01,  0.00,   19010497,   17025000,    2002000,   38838031
5414757.exe ,  0.68,  0.53,  0.00,  0.01,  0.00,   39221574,   36223000,    3018000,   59770957
5869113.exe ,  0.64,  0.50,  0.00,  0.01,  0.00,   35177684,   33269000,    1957000,   52399694
5884549.exe ,  0.63,  0.49,  0.00,  0.01,  0.00,   35051529,   35076000,          0,   52950801
591151.exe  ,  0.62,  0.48,  0.00,  0.01,  0.00,   35633304,   34665000,     990000,   53253014
5976921.exe ,  0.63,  0.49,  0.00,  0.01,  0.00,   35116562,   34118000,    1003000,   52606605
5980253.exe ,  0.64,  0.50,  0.00,  0.01,  0.00,   35481909,   34546000,     987000,   52669908
6028185.exe ,  0.69,  0.54,  0.00,  0.01,  0.00,   36388741,   35343000,    1009000,   53538618
