file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1578979.exe , 12.27, 10.05,  0.00,  0.19,  0.00,  565770886,  532391000,   33024000,  585672444
2521075.exe ,  3.15,  2.55,  0.00,  0.05,  0.00,  150552388,  142565000,    7975000,  169802928
2653834.exe ,  3.81,  3.07,  0.00,  0.06,  0.00,  183503436,  175540000,    7979000,  203021608
2665250.exe ,  2.93,  2.36,  0.00,  0.05,  0.00,  142613950,  136553000,    5980000,  159804807
2701337.exe ,  2.41,  1.93,  0.00,  0.04,  0.00,  119409679,  110356000,    8947000,  139576501
3456840.exe ,  6.28,  5.09,  0.00,  0.10,  0.00,  294013147,  276936000,   16996000,  310677714
3551847.exe ,  3.92,  3.17,  0.00,  0.06,  0.00,  188156857,  183148000,    5004000,  205554037
3795140.exe ,  5.53,  4.49,  0.00,  0.09,  0.00,  261378352,  260368000,     997000,  278791575
3930860.exe ,  2.82,  2.27,  0.00,  0.05,  0.00,  138907366,  132899000,    5995000,  158812369
4210829.exe ,  5.25,  4.23,  0.00,  0.09,  0.00,  250302276,  241312000,    8974000,  270700212
4238522.exe ,  4.83,  3.90,  0.00,  0.08,  0.00,  233411954,  201390000,   32062000,  249398535
4371445.exe ,  9.85,  8.02,  0.00,  0.16,  0.00,  458342481,  430315000,   28020000,  478319701
4526562.exe ,  4.48,  3.48,  0.00,  0.08,  0.00,  248496083,   87068000,    5674000,  268459534
5576815.exe ,  4.34,  3.52,  0.00,  0.07,  0.00,  204024115,  197019000,    7000000,  221469964
6603653.exe ,  2.80,  2.26,  0.00,  0.05,  0.00,  135816922,  126787000,    8984000,  152682571
6623394.exe ,  4.25,  3.43,  0.00,  0.07,  0.00,  203657309,  178568000,   25079000,  220472747
6642080.exe ,  3.79,  3.06,  0.00,  0.06,  0.00,  181385839,  171467000,    9969000,  199766209
6658705.exe ,  3.02,  2.45,  0.00,  0.05,  0.00,  142001378,  133963000,    7997000,  159112216
6940163.exe ,  8.12,  6.59,  0.00,  0.13,  0.00,  381972313,  353946000,   27995000,  401873970
7055026.exe ,  3.31,  2.68,  0.00,  0.05,  0.00,  157139920,  146982000,    9998000,  178028766
