file,cfgrind_time
1097695.exe,6608916005
1316078.exe,4035494852
1375143.exe,6863295713
1403565.exe,3736802508
1511347.exe,6207286015
1663963.exe,3705325182
1765531.exe,3701406342
1863351.exe,3793794327
1908480.exe,11177005604
2377312.exe,7466383684
2470367.exe,6044844970
248468.exe,7397761814
248562.exe,5921337808
250468.exe,4160137822
2552614.exe,3729468175
2681777.exe,3649182528
2757092.exe,8268603164
2796766.exe,3729103828
2982528.exe,9160531826
3162850.exe,7002350830
3564636.exe,3748983050
3574537.exe,6023953766
3634806.exe,8599585017
3648026.exe,4137261401
3660670.exe,4448019167
367930.exe,4593675697
3770539.exe,8430500373
3801417.exe,5806670829
387622.exe,4530677769
3886650.exe,7801568209
3963524.exe,6193934593
4025112.exe,8120412570
4031241.exe,3752093611
4082343.exe,8966606787
4096689.exe,7344047998
4333897.exe,10483154262
4409555.exe,4458486671
4542735.exe,10706060753
4655984.exe,4561837722
4657742.exe,12106602755
4727569.exe,7904764367
4753684.exe,5849323818
477328.exe,4082921671
4847851.exe,3715221725
4886272.exe,12066084365
4947084.exe,3797888962
5188861.exe,3775048642
5299880.exe,9113667535
5510670.exe,8200167503
5568655.exe,3771316894
5735007.exe,10746095827
5752102.exe,9126901180
5897531.exe,3681918856
5901057.exe,3622605032
6074729.exe,10152914847
6121337.exe,3778242856
6190417.exe,3916030035
6386527.exe,3734922685
6466356.exe,3831753047
648321.exe,7597542690
657396.exe,3684323919
6595850.exe,7150762355
6596819.exe,4421152469
6632440.exe,6172261820
6708862.exe,4061623449
6714442.exe,3701311682
6754640.exe,14500879859
7044970.exe,7200182205
7100116.exe,9349957416
728955.exe,13624891926
771691.exe,10401568830
776425.exe,8174458129
776644.exe,8147504504
8106119.exe,8631911317
8377831.exe,3753808679
8485745.exe,5802531221
8601270.exe,6218076571
8645057.exe,3757742842
8668510.exe,5419893194
971881.exe,6561978152
