file,cfgrind_time
1536382.exe,5198846372
1605758.exe,5094564639
1627487.exe,11678627826
1734547.exe,15854894046
2002873.exe,15800371265
2049538.exe,5674357000
2134592.exe,5055396851
2365914.exe,5625081182
2505532.exe,14516710626
2527896.exe,5966030365
2640086.exe,4625382358
3014683.exe,6167775308
3018918.exe,6246765134
3047601.exe,5534546116
3113504.exe,6468903000
3149650.exe,4591297757
3242376.exe,5053039403
3324029.exe,4728661406
3583821.exe,5753796284
3645873.exe,6372312257
3660770.exe,4743002939
3722205.exe,15882359359
3806326.exe,5667853000
3843447.exe,6279754917
3950897.exe,6494350757
4006798.exe,4691913069
4176362.exe,6508697228
4239983.exe,15160322748
4267993.exe,5880526874
4558965.exe,6725126739
4561699.exe,5988014932
4577882.exe,6572724177
4619221.exe,3942646770
4649754.exe,5099566137
4698440.exe,13429727786
4776943.exe,5619606125
4811930.exe,4849999907
5053992.exe,4913673296
5071471.exe,4705393312
5180754.exe,4801819638
5235255.exe,8025296704
5259871.exe,6294366980
5341331.exe,4713766073
5395059.exe,11818777845
5414988.exe,5715953421
6184270.exe,7658065663
6496522.exe,9241100529
6584489.exe,5408202470
6763356.exe,6632632301
6786405.exe,4419000473
6901034.exe,6320412852
6977008.exe,4671851904
7014682.exe,6530036562
7100074.exe,15710039458
7104787.exe,14348019954
7146604.exe,15762775954
7147923.exe,6153675245
7191139.exe,6757899831
7309283.exe,6495875860
7458115.exe,7556228877
7570226.exe,5184890975
7650173.exe,7167940127
7666283.exe,14823523787
7863059.exe,1214037801
7919595.exe,15518024458
8029926.exe,14825677895
8073980.exe,4975928989
8074507.exe,5394696057
8165818.exe,5398026017
8207584.exe,5516613757
8261100.exe,5186450867
8341326.exe,5657234088
8346248.exe,14747602691
8414692.exe,4921408228
8470877.exe,5559706038
8537684.exe,5291160340
8601923.exe,5908663879
8613113.exe,15368432328
8627888.exe,14410492223
8699117.exe,5599237500
