file,cfgrind_time
1285040.exe,4280910031
1369343.exe,17616998750
1591395.exe,4231318709
181251.exe,4311111595
2042950.exe,4372153817
2048339.exe,4327500263
2075294.exe,4367756523
2110646.exe,4424428139
2117851.exe,13046785486
2266288.exe,4335091081
2275011.exe,4228611723
232022.exe,6501204985
2361679.exe,4224515552
2383883.exe,6673456178
2434254.exe,6692927506
2560483.exe,4388112857
2590789.exe,4315783889
2597067.exe,730305033
2677392.exe,4117379757
2792238.exe,8020330482
2900204.exe,4346729662
2950717.exe,4337504896
3093096.exe,684344597
3094511.exe,13859251263
3097233.exe,4404561686
3170097.exe,6500577517
3264125.exe,6501967772
3292593.exe,6553058044
3521391.exe,4507010173
3525212.exe,4142086539
3634165.exe,4154542124
3634876.exe,4272553207
3636799.exe,4280528882
3888895.exe,4471705614
3889984.exe,4309604229
3890693.exe,4246938221
3891304.exe,17480109221
4000875.exe,4565754173
4003727.exe,6475488214
4091662.exe,4418535933
420703.exe,4273914615
4225221.exe,4396829916
4236232.exe,15375339427
4238463.exe,4248898045
4262237.exe,4243329118
4313247.exe,8468149644
4356413.exe,4348466260
4445213.exe,4335001249
4507097.exe,4314840348
4509369.exe,4353317469
4515279.exe,4262325319
4647849.exe,4488359142
4650689.exe,4413652962
4652850.exe,4189008033
4654699.exe,6488821696
4661480.exe,4419480231
469482.exe,4187400890
496976.exe,4269580892
5247010.exe,10315143400
5345045.exe,7661980856
5363537.exe,4385424736
5483912.exe,4149110073
5705660.exe,6040885385
5790859.exe,4440885166
5842014.exe,4343332342
5936624.exe,4315905019
6002652.exe,4185755966
6007350.exe,4251956646
6191697.exe,4321571000
6444964.exe,4248726181
6614534.exe,4411520220
6687094.exe,4192584825
7197652.exe,3029320752
7427522.exe,6493090918
7491568.exe,9685007464
7947064.exe,4373898380
8030039.exe,21981984161
8090613.exe,6448345751
8095868.exe,4323505292
848046.exe,4439801108
