file,cfgrind_time
1251351.exe,14135905407
1678927.exe,4449372799
1712113.exe,6526546233
1727347.exe,11639901209
1822881.exe,534890741
1850469.exe,2196366806
2233911.exe,493086207
2372143.exe,4139793570
2379673.exe,479440919
2467040.exe,478776119
2526872.exe,4462240991
2559658.exe,6328980691
2595156.exe,480711363
2630421.exe,14041057912
2795168.exe,2228661481
2863666.exe,11992277250
2863908.exe,482008387
2881871.exe,10389747366
3046101.exe,5721985555
3095538.exe,11600264021
3147217.exe,487044976
3153091.exe,4173556768
3305401.exe,7929425718
3372874.exe,15349291269
3442617.exe,480370822
3777482.exe,7521380281
3840368.exe,11658323223
3841280.exe,4156416923
3914075.exe,1232045143
3975405.exe,3981516968
412303.exe,11587707028
4174244.exe,470090480
4181599.exe,13617227758
4284661.exe,4180496423
4322500.exe,4397612505
4357556.exe,13920327355
4406522.exe,11702928881
4435506.exe,11564420781
4520509.exe,492161795
4573700.exe,478332908
4839073.exe,2171713782
5103818.exe,15067421204
5234810.exe,4329621737
5490734.exe,2304917242
5547869.exe,11802061621
5603005.exe,18678016396
5607129.exe,481015269
573154.exe,13673764616
5811064.exe,11491856869
5977378.exe,13896063482
5977756.exe,489477657
5978296.exe,18876082973
5980769.exe,11700790408
5980820.exe,11479881308
5981388.exe,2283604876
5981843.exe,2389699784
5982098.exe,4131977411
5982622.exe,11895481158
6110683.exe,13481752602
6250726.exe,474453386
6283770.exe,6427513187
6397107.exe,11589695791
6423147.exe,13677637880
6646013.exe,11688861933
6674342.exe,2300548359
6898337.exe,681272145
6919345.exe,11632506117
6993680.exe,13532741321
720324.exe,4347229989
7341220.exe,4441166677
7465111.exe,4349070806
7649680.exe,11500674007
7721509.exe,494065815
7926038.exe,2301815355
8240027.exe,4280421847
8459493.exe,4467090222
8578083.exe,5833289196
8602618.exe,4415109092
919709.exe,13905530556
976549.exe,11466795706
